record_id,metric_number,legacy_metric_number_mapped,crosswalk_status,metric_type,line_type,hftd_tier,area_type,wui_status,unit_canonical,unit_crosswalk_status,actual_value,comments,blank_meaning,utility_id,reporting_year,reporting_quarter,schema_version,source_revision,source_report_quarter,source_file,source_sheet,source_row,source_value_cell,guideline_url
T9R-3d52010f4b9fd7ce,1090000054,3.0.a.i,metric_label_update_and_na_to_null,3. Number of weather stations with hardware upgraded,,Non-HFTD,Urban,WUI,Number of weather stations,exact,0,,,SDG&E,2023,4,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 9,64,P64,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T9R-81792adcee4078ac,1090000055,3.0.a.ii,metric_label_update_and_na_to_null,3. Number of weather stations with hardware upgraded,,Non-HFTD,Urban,Non-WUI,Number of weather stations,exact,0,,,SDG&E,2023,1,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 9,65,M65,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T9R-8291f86ed410488c,1090000055,3.0.a.ii,metric_label_update_and_na_to_null,3. Number of weather stations with hardware upgraded,,Non-HFTD,Urban,Non-WUI,Number of weather stations,exact,0,,,SDG&E,2023,2,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 9,65,N65,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T9R-cd6172c38a0b19a1,1090000055,3.0.a.ii,metric_label_update_and_na_to_null,3. Number of weather stations with hardware upgraded,,Non-HFTD,Urban,Non-WUI,Number of weather stations,exact,0,,,SDG&E,2023,3,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 9,65,O65,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T9R-a763caa172e253c8,1090000055,3.0.a.ii,metric_label_update_and_na_to_null,3. Number of weather stations with hardware upgraded,,Non-HFTD,Urban,Non-WUI,Number of weather stations,exact,0,,,SDG&E,2023,4,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 9,65,P65,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T9R-9ccd8a980e96bcd7,1090000056,3.0.b.i,metric_label_update_and_na_to_null,3. Number of weather stations with hardware upgraded,,Non-HFTD,Rural,WUI,Number of weather stations,exact,0,,,SDG&E,2023,1,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 9,66,M66,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T9R-0175840b91b55d2b,1090000056,3.0.b.i,metric_label_update_and_na_to_null,3. Number of weather stations with hardware upgraded,,Non-HFTD,Rural,WUI,Number of weather stations,exact,0,,,SDG&E,2023,2,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 9,66,N66,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T9R-8b4b98a8f7a949c0,1090000056,3.0.b.i,metric_label_update_and_na_to_null,3. Number of weather stations with hardware upgraded,,Non-HFTD,Rural,WUI,Number of weather stations,exact,0,,,SDG&E,2023,3,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 9,66,O66,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T9R-73397981998d7d2a,1090000056,3.0.b.i,metric_label_update_and_na_to_null,3. Number of weather stations with hardware upgraded,,Non-HFTD,Rural,WUI,Number of weather stations,exact,0,,,SDG&E,2023,4,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 9,66,P66,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T9R-fd558146f9d28d60,1090000057,3.0.b.ii,metric_label_update_and_na_to_null,3. Number of weather stations with hardware upgraded,,Non-HFTD,Rural,Non-WUI,Number of weather stations,exact,0,,,SDG&E,2023,1,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 9,67,M67,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T9R-6d780453b8d67dca,1090000057,3.0.b.ii,metric_label_update_and_na_to_null,3. Number of weather stations with hardware upgraded,,Non-HFTD,Rural,Non-WUI,Number of weather stations,exact,0,,,SDG&E,2023,2,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 9,67,N67,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T9R-0c5f2069dd78483d,1090000057,3.0.b.ii,metric_label_update_and_na_to_null,3. Number of weather stations with hardware upgraded,,Non-HFTD,Rural,Non-WUI,Number of weather stations,exact,0,,,SDG&E,2023,3,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 9,67,O67,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T9R-245117468adc8306,1090000057,3.0.b.ii,metric_label_update_and_na_to_null,3. Number of weather stations with hardware upgraded,,Non-HFTD,Rural,Non-WUI,Number of weather stations,exact,0,,,SDG&E,2023,4,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 9,67,P67,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T9R-02f3fdc7420702af,1090000058,3.0.c.i,metric_label_update_and_na_to_null,3. Number of weather stations with hardware upgraded,,Non-HFTD,Highly rural,WUI,Number of weather stations,exact,0,,,SDG&E,2023,1,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 9,68,M68,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T9R-5ca25d36378da205,1090000058,3.0.c.i,metric_label_update_and_na_to_null,3. Number of weather stations with hardware upgraded,,Non-HFTD,Highly rural,WUI,Number of weather stations,exact,0,,,SDG&E,2023,2,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 9,68,N68,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T9R-b4142a34dd3f588a,1090000058,3.0.c.i,metric_label_update_and_na_to_null,3. Number of weather stations with hardware upgraded,,Non-HFTD,Highly rural,WUI,Number of weather stations,exact,0,,,SDG&E,2023,3,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 9,68,O68,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T9R-2e2d5929c31c70c8,1090000058,3.0.c.i,metric_label_update_and_na_to_null,3. Number of weather stations with hardware upgraded,,Non-HFTD,Highly rural,WUI,Number of weather stations,exact,0,,,SDG&E,2023,4,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 9,68,P68,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T9R-74fc7c6086f4b99c,1090000059,3.0.c.ii,metric_label_update_and_na_to_null,3. Number of weather stations with hardware upgraded,,Non-HFTD,Highly rural,Non-WUI,Number of weather stations,exact,1,,,SDG&E,2023,1,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 9,69,M69,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T9R-c2f3770c0251884f,1090000059,3.0.c.ii,metric_label_update_and_na_to_null,3. Number of weather stations with hardware upgraded,,Non-HFTD,Highly rural,Non-WUI,Number of weather stations,exact,0,,,SDG&E,2023,2,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 9,69,N69,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T9R-67dd5f59fe0255be,1090000059,3.0.c.ii,metric_label_update_and_na_to_null,3. Number of weather stations with hardware upgraded,,Non-HFTD,Highly rural,Non-WUI,Number of weather stations,exact,0,,,SDG&E,2023,3,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 9,69,O69,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T9R-74a6171e9e87d395,1090000059,3.0.c.ii,metric_label_update_and_na_to_null,3. Number of weather stations with hardware upgraded,,Non-HFTD,Highly rural,Non-WUI,Number of weather stations,exact,0,,,SDG&E,2023,4,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 9,69,P69,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T9R-e75d3343817e13c1,1090000060,3.2.a.i,metric_label_update_and_na_to_null,3. Number of weather stations with hardware upgraded,,HFTD Tier 2,Urban,WUI,Number of weather stations,exact,0,,,SDG&E,2023,1,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 9,70,M70,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T9R-e620941b624ccad3,1090000060,3.2.a.i,metric_label_update_and_na_to_null,3. Number of weather stations with hardware upgraded,,HFTD Tier 2,Urban,WUI,Number of weather stations,exact,0,,,SDG&E,2023,2,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 9,70,N70,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T9R-8d46f8122435a6ee,1090000060,3.2.a.i,metric_label_update_and_na_to_null,3. Number of weather stations with hardware upgraded,,HFTD Tier 2,Urban,WUI,Number of weather stations,exact,0,,,SDG&E,2023,3,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 9,70,O70,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T9R-123e0183bfb7e520,1090000060,3.2.a.i,metric_label_update_and_na_to_null,3. Number of weather stations with hardware upgraded,,HFTD Tier 2,Urban,WUI,Number of weather stations,exact,0,,,SDG&E,2023,4,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 9,70,P70,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T9R-ff81a5b203c97350,1090000061,3.2.a.ii,metric_label_update_and_na_to_null,3. Number of weather stations with hardware upgraded,,HFTD Tier 2,Urban,Non-WUI,Number of weather stations,exact,0,,,SDG&E,2023,1,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 9,71,M71,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T9R-5ae3dde741c54c2b,1090000061,3.2.a.ii,metric_label_update_and_na_to_null,3. Number of weather stations with hardware upgraded,,HFTD Tier 2,Urban,Non-WUI,Number of weather stations,exact,0,,,SDG&E,2023,2,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 9,71,N71,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T9R-f219eb8cf5b830e4,1090000061,3.2.a.ii,metric_label_update_and_na_to_null,3. Number of weather stations with hardware upgraded,,HFTD Tier 2,Urban,Non-WUI,Number of weather stations,exact,0,,,SDG&E,2023,3,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 9,71,O71,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T9R-8b0a94619f6e8f55,1090000061,3.2.a.ii,metric_label_update_and_na_to_null,3. Number of weather stations with hardware upgraded,,HFTD Tier 2,Urban,Non-WUI,Number of weather stations,exact,0,,,SDG&E,2023,4,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 9,71,P71,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T9R-d8506d1ce7cfcc46,1090000062,3.2.b.i,metric_label_update_and_na_to_null,3. Number of weather stations with hardware upgraded,,HFTD Tier 2,Rural,WUI,Number of weather stations,exact,0,,,SDG&E,2023,1,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 9,72,M72,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T9R-190e1ad80827bf29,1090000062,3.2.b.i,metric_label_update_and_na_to_null,3. Number of weather stations with hardware upgraded,,HFTD Tier 2,Rural,WUI,Number of weather stations,exact,0,,,SDG&E,2023,2,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 9,72,N72,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T9R-bd2b6c3e6c5441a4,1090000062,3.2.b.i,metric_label_update_and_na_to_null,3. Number of weather stations with hardware upgraded,,HFTD Tier 2,Rural,WUI,Number of weather stations,exact,1,,,SDG&E,2023,3,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 9,72,O72,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T9R-ca0992b4967a2159,1090000062,3.2.b.i,metric_label_update_and_na_to_null,3. Number of weather stations with hardware upgraded,,HFTD Tier 2,Rural,WUI,Number of weather stations,exact,0,,,SDG&E,2023,4,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 9,72,P72,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T9R-dfdaf7fc15e346c5,1090000063,3.2.b.ii,metric_label_update_and_na_to_null,3. Number of weather stations with hardware upgraded,,HFTD Tier 2,Rural,Non-WUI,Number of weather stations,exact,4,,,SDG&E,2023,1,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 9,73,M73,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T9R-e663f28c8f41cfd1,1090000063,3.2.b.ii,metric_label_update_and_na_to_null,3. Number of weather stations with hardware upgraded,,HFTD Tier 2,Rural,Non-WUI,Number of weather stations,exact,0,,,SDG&E,2023,2,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 9,73,N73,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T9R-eb8010acaca8555d,1090000063,3.2.b.ii,metric_label_update_and_na_to_null,3. Number of weather stations with hardware upgraded,,HFTD Tier 2,Rural,Non-WUI,Number of weather stations,exact,5,,,SDG&E,2023,3,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 9,73,O73,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T9R-3637e138ee8e7a39,1090000063,3.2.b.ii,metric_label_update_and_na_to_null,3. Number of weather stations with hardware upgraded,,HFTD Tier 2,Rural,Non-WUI,Number of weather stations,exact,0,,,SDG&E,2023,4,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 9,73,P73,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T9R-9cca6bf0a9878b01,1090000064,3.2.c.i,metric_label_update_and_na_to_null,3. Number of weather stations with hardware upgraded,,HFTD Tier 2,Highly rural,WUI,Number of weather stations,exact,0,,,SDG&E,2023,1,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 9,74,M74,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T9R-375e7de5a0f7e257,1090000064,3.2.c.i,metric_label_update_and_na_to_null,3. Number of weather stations with hardware upgraded,,HFTD Tier 2,Highly rural,WUI,Number of weather stations,exact,0,,,SDG&E,2023,2,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 9,74,N74,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T9R-e871c7159178aa24,1090000064,3.2.c.i,metric_label_update_and_na_to_null,3. Number of weather stations with hardware upgraded,,HFTD Tier 2,Highly rural,WUI,Number of weather stations,exact,0,,,SDG&E,2023,3,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 9,74,O74,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T9R-022429decb8c0dcb,1090000064,3.2.c.i,metric_label_update_and_na_to_null,3. Number of weather stations with hardware upgraded,,HFTD Tier 2,Highly rural,WUI,Number of weather stations,exact,0,,,SDG&E,2023,4,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 9,74,P74,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T9R-d9b826c3d1bb1a79,1090000065,3.2.c.ii,metric_label_update_and_na_to_null,3. Number of weather stations with hardware upgraded,,HFTD Tier 2,Highly rural,Non-WUI,Number of weather stations,exact,0,,,SDG&E,2023,1,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 9,75,M75,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T9R-ee5b9aaea4478443,1090000065,3.2.c.ii,metric_label_update_and_na_to_null,3. Number of weather stations with hardware upgraded,,HFTD Tier 2,Highly rural,Non-WUI,Number of weather stations,exact,1,,,SDG&E,2023,2,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 9,75,N75,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T9R-f5accc84c2254b99,1090000065,3.2.c.ii,metric_label_update_and_na_to_null,3. Number of weather stations with hardware upgraded,,HFTD Tier 2,Highly rural,Non-WUI,Number of weather stations,exact,1,,,SDG&E,2023,3,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 9,75,O75,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T9R-cc60da3bd7756b7e,1090000065,3.2.c.ii,metric_label_update_and_na_to_null,3. Number of weather stations with hardware upgraded,,HFTD Tier 2,Highly rural,Non-WUI,Number of weather stations,exact,0,,,SDG&E,2023,4,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 9,75,P75,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T9R-eda94e7fffea27c9,1090000066,3.3.a.i,metric_label_update_and_na_to_null,3. Number of weather stations with hardware upgraded,,HFTD Tier 3,Urban,WUI,Number of weather stations,exact,0,,,SDG&E,2023,1,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 9,76,M76,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T9R-85afdcb7b431c905,1090000066,3.3.a.i,metric_label_update_and_na_to_null,3. Number of weather stations with hardware upgraded,,HFTD Tier 3,Urban,WUI,Number of weather stations,exact,0,,,SDG&E,2023,2,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 9,76,N76,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T9R-335658d8fc8349c7,1090000066,3.3.a.i,metric_label_update_and_na_to_null,3. Number of weather stations with hardware upgraded,,HFTD Tier 3,Urban,WUI,Number of weather stations,exact,0,,,SDG&E,2023,3,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 9,76,O76,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T9R-f17dd7678c8fffae,1090000066,3.3.a.i,metric_label_update_and_na_to_null,3. Number of weather stations with hardware upgraded,,HFTD Tier 3,Urban,WUI,Number of weather stations,exact,0,,,SDG&E,2023,4,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 9,76,P76,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T9R-819c526af64f6a86,1090000067,3.3.a.ii,metric_label_update_and_na_to_null,3. Number of weather stations with hardware upgraded,,HFTD Tier 3,Urban,Non-WUI,Number of weather stations,exact,0,,,SDG&E,2023,1,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 9,77,M77,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T9R-4eecffaf04df00df,1090000067,3.3.a.ii,metric_label_update_and_na_to_null,3. Number of weather stations with hardware upgraded,,HFTD Tier 3,Urban,Non-WUI,Number of weather stations,exact,0,,,SDG&E,2023,2,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 9,77,N77,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T9R-8333d9bdde5c56ef,1090000067,3.3.a.ii,metric_label_update_and_na_to_null,3. Number of weather stations with hardware upgraded,,HFTD Tier 3,Urban,Non-WUI,Number of weather stations,exact,0,,,SDG&E,2023,3,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 9,77,O77,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T9R-e1b89a1629cd27bf,1090000067,3.3.a.ii,metric_label_update_and_na_to_null,3. Number of weather stations with hardware upgraded,,HFTD Tier 3,Urban,Non-WUI,Number of weather stations,exact,0,,,SDG&E,2023,4,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 9,77,P77,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T9R-7f3128c35a2af31a,1090000068,3.3.b.i,metric_label_update_and_na_to_null,3. Number of weather stations with hardware upgraded,,HFTD Tier 3,Rural,WUI,Number of weather stations,exact,0,,,SDG&E,2023,1,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 9,78,M78,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T9R-f8b48c962077d58e,1090000068,3.3.b.i,metric_label_update_and_na_to_null,3. Number of weather stations with hardware upgraded,,HFTD Tier 3,Rural,WUI,Number of weather stations,exact,2,,,SDG&E,2023,2,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 9,78,N78,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T9R-3320e73182ad36da,1090000068,3.3.b.i,metric_label_update_and_na_to_null,3. Number of weather stations with hardware upgraded,,HFTD Tier 3,Rural,WUI,Number of weather stations,exact,1,,,SDG&E,2023,3,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 9,78,O78,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T9R-3a19dd2de0b1353a,1090000068,3.3.b.i,metric_label_update_and_na_to_null,3. Number of weather stations with hardware upgraded,,HFTD Tier 3,Rural,WUI,Number of weather stations,exact,0,,,SDG&E,2023,4,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 9,78,P78,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T9R-d43613e9a9e0b9b4,1090000069,3.3.b.ii,metric_label_update_and_na_to_null,3. Number of weather stations with hardware upgraded,,HFTD Tier 3,Rural,Non-WUI,Number of weather stations,exact,0,,,SDG&E,2023,1,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 9,79,M79,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T9R-c408796af29ee86b,1090000069,3.3.b.ii,metric_label_update_and_na_to_null,3. Number of weather stations with hardware upgraded,,HFTD Tier 3,Rural,Non-WUI,Number of weather stations,exact,5,,,SDG&E,2023,2,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 9,79,N79,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T9R-8cc3e04d8372d643,1090000069,3.3.b.ii,metric_label_update_and_na_to_null,3. Number of weather stations with hardware upgraded,,HFTD Tier 3,Rural,Non-WUI,Number of weather stations,exact,4,,,SDG&E,2023,3,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 9,79,O79,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T9R-0b9ae79e3f8dad49,1090000069,3.3.b.ii,metric_label_update_and_na_to_null,3. Number of weather stations with hardware upgraded,,HFTD Tier 3,Rural,Non-WUI,Number of weather stations,exact,0,,,SDG&E,2023,4,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 9,79,P79,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T9R-8748b5eeefb6d5e2,1090000070,3.3.c.i,metric_label_update_and_na_to_null,3. Number of weather stations with hardware upgraded,,HFTD Tier 3,Highly rural,WUI,Number of weather stations,exact,0,,,SDG&E,2023,1,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 9,80,M80,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T9R-b2a721df72bebf9f,1090000070,3.3.c.i,metric_label_update_and_na_to_null,3. Number of weather stations with hardware upgraded,,HFTD Tier 3,Highly rural,WUI,Number of weather stations,exact,0,,,SDG&E,2023,2,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 9,80,N80,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T9R-4f771357b4d96dd7,1090000070,3.3.c.i,metric_label_update_and_na_to_null,3. Number of weather stations with hardware upgraded,,HFTD Tier 3,Highly rural,WUI,Number of weather stations,exact,0,,,SDG&E,2023,3,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 9,80,O80,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T9R-a7ce2ace69d5a626,1090000070,3.3.c.i,metric_label_update_and_na_to_null,3. Number of weather stations with hardware upgraded,,HFTD Tier 3,Highly rural,WUI,Number of weather stations,exact,0,,,SDG&E,2023,4,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 9,80,P80,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T9R-46f2a0f67b811ffa,1090000071,3.3.c.ii,metric_label_update_and_na_to_null,3. Number of weather stations with hardware upgraded,,HFTD Tier 3,Highly rural,Non-WUI,Number of weather stations,exact,0,,,SDG&E,2023,1,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 9,81,M81,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T9R-71e6fd158300e0e3,1090000071,3.3.c.ii,metric_label_update_and_na_to_null,3. Number of weather stations with hardware upgraded,,HFTD Tier 3,Highly rural,Non-WUI,Number of weather stations,exact,2,,,SDG&E,2023,2,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 9,81,N81,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T9R-6d0fc1797e916445,1090000071,3.3.c.ii,metric_label_update_and_na_to_null,3. Number of weather stations with hardware upgraded,,HFTD Tier 3,Highly rural,Non-WUI,Number of weather stations,exact,0,,,SDG&E,2023,3,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 9,81,O81,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T9R-462bbd104d09749d,1090000071,3.3.c.ii,metric_label_update_and_na_to_null,3. Number of weather stations with hardware upgraded,,HFTD Tier 3,Highly rural,Non-WUI,Number of weather stations,exact,0,,,SDG&E,2023,4,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 9,81,P81,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T9R-63c6e2c73db7c675,1090000000,1.d.0.a.i,metric_label_update,1. Number of overhead circuit miles upgraded,Distribution,Non-HFTD,Urban,WUI,Circuit miles,exact,0,,,SDG&E,2024,1,v3.2,2,1,SDGE_2024_Q1_Tables1-15_R2.xlsx,Table 9,10,I10,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=56226&shareable=true
