record_id,metric_number,legacy_metric_number_mapped,crosswalk_status,metric_type,line_type,hftd_tier,area_type,wui_status,unit_canonical,unit_crosswalk_status,actual_value,comments,blank_meaning,utility_id,reporting_year,reporting_quarter,schema_version,source_revision,source_report_quarter,source_file,source_sheet,source_row,source_value_cell,guideline_url
T9R-ab97c84dd900cab3,1090000002,1.d.0.b.i,metric_label_update,1. Number of overhead circuit miles upgraded,Distribution,Non-HFTD,Rural,WUI,Circuit miles,exact,0,,,SDG&E,2023,3,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 9,12,O12,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T9R-072ef6aa49d77d0a,1090000002,1.d.0.b.i,metric_label_update,1. Number of overhead circuit miles upgraded,Distribution,Non-HFTD,Rural,WUI,Circuit miles,exact,0,,,SDG&E,2023,4,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 9,12,P12,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T9R-a9d93b32ad32ef38,1090000003,1.d.0.b.ii,metric_label_update,1. Number of overhead circuit miles upgraded,Distribution,Non-HFTD,Rural,Non-WUI,Circuit miles,exact,0,,,SDG&E,2023,1,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 9,13,M13,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T9R-4964740fc34940c9,1090000003,1.d.0.b.ii,metric_label_update,1. Number of overhead circuit miles upgraded,Distribution,Non-HFTD,Rural,Non-WUI,Circuit miles,exact,0,,,SDG&E,2023,2,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 9,13,N13,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T9R-cf5433b46132c65c,1090000003,1.d.0.b.ii,metric_label_update,1. Number of overhead circuit miles upgraded,Distribution,Non-HFTD,Rural,Non-WUI,Circuit miles,exact,0,,,SDG&E,2023,3,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 9,13,O13,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T9R-03c6bfd9b3d969fa,1090000003,1.d.0.b.ii,metric_label_update,1. Number of overhead circuit miles upgraded,Distribution,Non-HFTD,Rural,Non-WUI,Circuit miles,exact,0,,,SDG&E,2023,4,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 9,13,P13,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T9R-84dc8b159adb15fa,1090000004,1.d.0.c.i,metric_label_update,1. Number of overhead circuit miles upgraded,Distribution,Non-HFTD,Highly rural,WUI,Circuit miles,exact,0,,,SDG&E,2023,1,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 9,14,M14,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T9R-299c735323557fc9,1090000004,1.d.0.c.i,metric_label_update,1. Number of overhead circuit miles upgraded,Distribution,Non-HFTD,Highly rural,WUI,Circuit miles,exact,0,,,SDG&E,2023,2,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 9,14,N14,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T9R-01a832f82434e8e5,1090000004,1.d.0.c.i,metric_label_update,1. Number of overhead circuit miles upgraded,Distribution,Non-HFTD,Highly rural,WUI,Circuit miles,exact,0,,,SDG&E,2023,3,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 9,14,O14,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T9R-35be27e16670fab1,1090000004,1.d.0.c.i,metric_label_update,1. Number of overhead circuit miles upgraded,Distribution,Non-HFTD,Highly rural,WUI,Circuit miles,exact,0,,,SDG&E,2023,4,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 9,14,P14,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T9R-879dd7b4fbb613ff,1090000005,1.d.0.c.ii,metric_label_update,1. Number of overhead circuit miles upgraded,Distribution,Non-HFTD,Highly rural,Non-WUI,Circuit miles,exact,0,,,SDG&E,2023,1,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 9,15,M15,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T9R-5172438cece170bb,1090000005,1.d.0.c.ii,metric_label_update,1. Number of overhead circuit miles upgraded,Distribution,Non-HFTD,Highly rural,Non-WUI,Circuit miles,exact,0,,,SDG&E,2023,2,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 9,15,N15,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T9R-80504925ddf880b5,1090000005,1.d.0.c.ii,metric_label_update,1. Number of overhead circuit miles upgraded,Distribution,Non-HFTD,Highly rural,Non-WUI,Circuit miles,exact,0,,,SDG&E,2023,3,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 9,15,O15,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T9R-252d4425c991fa57,1090000005,1.d.0.c.ii,metric_label_update,1. Number of overhead circuit miles upgraded,Distribution,Non-HFTD,Highly rural,Non-WUI,Circuit miles,exact,0,,,SDG&E,2023,4,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 9,15,P15,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T9R-7d917565f3720eb9,1090000006,1.d.2.a.i,metric_label_update,1. Number of overhead circuit miles upgraded,Distribution,HFTD Tier 2,Urban,WUI,Circuit miles,exact,0,,,SDG&E,2023,1,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 9,16,M16,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T9R-f69afce0c2a57139,1090000006,1.d.2.a.i,metric_label_update,1. Number of overhead circuit miles upgraded,Distribution,HFTD Tier 2,Urban,WUI,Circuit miles,exact,0,,,SDG&E,2023,2,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 9,16,N16,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T9R-1f6f8069a7a1eea6,1090000006,1.d.2.a.i,metric_label_update,1. Number of overhead circuit miles upgraded,Distribution,HFTD Tier 2,Urban,WUI,Circuit miles,exact,0,,,SDG&E,2023,3,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 9,16,O16,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T9R-fb2722f753387ba6,1090000006,1.d.2.a.i,metric_label_update,1. Number of overhead circuit miles upgraded,Distribution,HFTD Tier 2,Urban,WUI,Circuit miles,exact,0,,,SDG&E,2023,4,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 9,16,P16,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T9R-08043a57676f3a1b,1090000007,1.d.2.a.ii,metric_label_update,1. Number of overhead circuit miles upgraded,Distribution,HFTD Tier 2,Urban,Non-WUI,Circuit miles,exact,0,,,SDG&E,2023,1,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 9,17,M17,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T9R-e2b735ad595a03dd,1090000007,1.d.2.a.ii,metric_label_update,1. Number of overhead circuit miles upgraded,Distribution,HFTD Tier 2,Urban,Non-WUI,Circuit miles,exact,0,,,SDG&E,2023,2,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 9,17,N17,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T9R-66cfdacc8351e20b,1090000007,1.d.2.a.ii,metric_label_update,1. Number of overhead circuit miles upgraded,Distribution,HFTD Tier 2,Urban,Non-WUI,Circuit miles,exact,0,,,SDG&E,2023,3,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 9,17,O17,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T9R-14cf3525404fefbb,1090000007,1.d.2.a.ii,metric_label_update,1. Number of overhead circuit miles upgraded,Distribution,HFTD Tier 2,Urban,Non-WUI,Circuit miles,exact,0.28977272,,,SDG&E,2023,4,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 9,17,P17,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T9R-3748d0201a998671,1090000008,1.d.2.b.i,metric_label_update,1. Number of overhead circuit miles upgraded,Distribution,HFTD Tier 2,Rural,WUI,Circuit miles,exact,0.37797852,,,SDG&E,2023,1,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 9,18,M18,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T9R-63e402000ab06966,1090000008,1.d.2.b.i,metric_label_update,1. Number of overhead circuit miles upgraded,Distribution,HFTD Tier 2,Rural,WUI,Circuit miles,exact,4.012121191,,,SDG&E,2023,2,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 9,18,N18,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T9R-974b34b2f2ff7fb6,1090000008,1.d.2.b.i,metric_label_update,1. Number of overhead circuit miles upgraded,Distribution,HFTD Tier 2,Rural,WUI,Circuit miles,exact,0,,,SDG&E,2023,3,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 9,18,O18,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T9R-e4ac24d91ae2dfe6,1090000008,1.d.2.b.i,metric_label_update,1. Number of overhead circuit miles upgraded,Distribution,HFTD Tier 2,Rural,WUI,Circuit miles,exact,1.939166978,,,SDG&E,2023,4,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 9,18,P18,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T9R-7ecf6e4faaa20927,1090000009,1.d.2.b.ii,metric_label_update,1. Number of overhead circuit miles upgraded,Distribution,HFTD Tier 2,Rural,Non-WUI,Circuit miles,exact,1.068181834,,,SDG&E,2023,1,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 9,19,M19,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T9R-2c524f1bb0b1d6be,1090000009,1.d.2.b.ii,metric_label_update,1. Number of overhead circuit miles upgraded,Distribution,HFTD Tier 2,Rural,Non-WUI,Circuit miles,exact,4.739856521,,,SDG&E,2023,2,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 9,19,N19,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T9R-f28bca681af44357,1090000009,1.d.2.b.ii,metric_label_update,1. Number of overhead circuit miles upgraded,Distribution,HFTD Tier 2,Rural,Non-WUI,Circuit miles,exact,0,,,SDG&E,2023,3,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 9,19,O19,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T9R-d96a045e71be9374,1090000009,1.d.2.b.ii,metric_label_update,1. Number of overhead circuit miles upgraded,Distribution,HFTD Tier 2,Rural,Non-WUI,Circuit miles,exact,12.54094547,,,SDG&E,2023,4,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 9,19,P19,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T9R-b17520836479b76c,1090000010,1.d.2.c.i,metric_label_update,1. Number of overhead circuit miles upgraded,Distribution,HFTD Tier 2,Highly rural,WUI,Circuit miles,exact,0,,,SDG&E,2023,1,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 9,20,M20,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T9R-b915bcd61803249f,1090000010,1.d.2.c.i,metric_label_update,1. Number of overhead circuit miles upgraded,Distribution,HFTD Tier 2,Highly rural,WUI,Circuit miles,exact,0,,,SDG&E,2023,2,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 9,20,N20,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T9R-49547f542e3d7fc9,1090000010,1.d.2.c.i,metric_label_update,1. Number of overhead circuit miles upgraded,Distribution,HFTD Tier 2,Highly rural,WUI,Circuit miles,exact,5.596136107,,,SDG&E,2023,3,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 9,20,O20,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T9R-bc84e92c926e36d7,1090000010,1.d.2.c.i,metric_label_update,1. Number of overhead circuit miles upgraded,Distribution,HFTD Tier 2,Highly rural,WUI,Circuit miles,exact,2.73599134,,,SDG&E,2023,4,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 9,20,P20,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T9R-0c7142c90a41bbde,1090000011,1.d.2.c.ii,metric_label_update,1. Number of overhead circuit miles upgraded,Distribution,HFTD Tier 2,Highly rural,Non-WUI,Circuit miles,exact,0,,,SDG&E,2023,1,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 9,21,M21,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T9R-fd233b7ef24aac1c,1090000011,1.d.2.c.ii,metric_label_update,1. Number of overhead circuit miles upgraded,Distribution,HFTD Tier 2,Highly rural,Non-WUI,Circuit miles,exact,0,,,SDG&E,2023,2,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 9,21,N21,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T9R-e29e2d0b40e8840b,1090000011,1.d.2.c.ii,metric_label_update,1. Number of overhead circuit miles upgraded,Distribution,HFTD Tier 2,Highly rural,Non-WUI,Circuit miles,exact,3.139959647,,,SDG&E,2023,3,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 9,21,O21,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T9R-2f9d37b4b883d240,1090000011,1.d.2.c.ii,metric_label_update,1. Number of overhead circuit miles upgraded,Distribution,HFTD Tier 2,Highly rural,Non-WUI,Circuit miles,exact,1.553983459,,,SDG&E,2023,4,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 9,21,P21,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T9R-21160c6c484e872e,1090000012,1.d.3.a.i,metric_label_update,1. Number of overhead circuit miles upgraded,Distribution,HFTD Tier 3,Urban,WUI,Circuit miles,exact,0,,,SDG&E,2023,1,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 9,22,M22,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T9R-678297b5180dfd92,1090000012,1.d.3.a.i,metric_label_update,1. Number of overhead circuit miles upgraded,Distribution,HFTD Tier 3,Urban,WUI,Circuit miles,exact,0,,,SDG&E,2023,2,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 9,22,N22,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T9R-65e19534d907d3cb,1090000012,1.d.3.a.i,metric_label_update,1. Number of overhead circuit miles upgraded,Distribution,HFTD Tier 3,Urban,WUI,Circuit miles,exact,0,,,SDG&E,2023,3,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 9,22,O22,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T9R-dae5bd6b8ec2bd07,1090000012,1.d.3.a.i,metric_label_update,1. Number of overhead circuit miles upgraded,Distribution,HFTD Tier 3,Urban,WUI,Circuit miles,exact,0,,,SDG&E,2023,4,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 9,22,P22,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T9R-bb06ad9b0e0c9723,1090000013,1.d.3.a.ii,metric_label_update,1. Number of overhead circuit miles upgraded,Distribution,HFTD Tier 3,Urban,Non-WUI,Circuit miles,exact,0,,,SDG&E,2023,1,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 9,23,M23,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T9R-392538a35804f653,1090000013,1.d.3.a.ii,metric_label_update,1. Number of overhead circuit miles upgraded,Distribution,HFTD Tier 3,Urban,Non-WUI,Circuit miles,exact,0,,,SDG&E,2023,2,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 9,23,N23,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T9R-5538518417d66da6,1090000013,1.d.3.a.ii,metric_label_update,1. Number of overhead circuit miles upgraded,Distribution,HFTD Tier 3,Urban,Non-WUI,Circuit miles,exact,0,,,SDG&E,2023,3,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 9,23,O23,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T9R-536c3597fee82f2c,1090000013,1.d.3.a.ii,metric_label_update,1. Number of overhead circuit miles upgraded,Distribution,HFTD Tier 3,Urban,Non-WUI,Circuit miles,exact,0,,,SDG&E,2023,4,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 9,23,P23,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T9R-c02c021c57191083,1090000014,1.d.3.b.i,metric_label_update,1. Number of overhead circuit miles upgraded,Distribution,HFTD Tier 3,Rural,WUI,Circuit miles,exact,2.757494074,,,SDG&E,2023,1,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 9,24,M24,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T9R-30a59b1a29f2205f,1090000014,1.d.3.b.i,metric_label_update,1. Number of overhead circuit miles upgraded,Distribution,HFTD Tier 3,Rural,WUI,Circuit miles,exact,2.657643181,,,SDG&E,2023,2,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 9,24,N24,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T9R-ca0f4e41263f8cb9,1090000014,1.d.3.b.i,metric_label_update,1. Number of overhead circuit miles upgraded,Distribution,HFTD Tier 3,Rural,WUI,Circuit miles,exact,12.18905437,,,SDG&E,2023,3,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 9,24,O24,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T9R-01c4a3c27ff482f8,1090000014,1.d.3.b.i,metric_label_update,1. Number of overhead circuit miles upgraded,Distribution,HFTD Tier 3,Rural,WUI,Circuit miles,exact,4.103691034,,,SDG&E,2023,4,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 9,24,P24,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T9R-54ad121e4d3eaaaf,1090000015,1.d.3.b.ii,metric_label_update,1. Number of overhead circuit miles upgraded,Distribution,HFTD Tier 3,Rural,Non-WUI,Circuit miles,exact,2.016681805,,,SDG&E,2023,1,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 9,25,M25,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T9R-f6fbb5101d05ee37,1090000015,1.d.3.b.ii,metric_label_update,1. Number of overhead circuit miles upgraded,Distribution,HFTD Tier 3,Rural,Non-WUI,Circuit miles,exact,10.87713849,,,SDG&E,2023,2,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 9,25,N25,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T9R-b45d2942e572bb30,1090000015,1.d.3.b.ii,metric_label_update,1. Number of overhead circuit miles upgraded,Distribution,HFTD Tier 3,Rural,Non-WUI,Circuit miles,exact,16.28338819,,,SDG&E,2023,3,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 9,25,O25,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T9R-6d504c14aaaa7024,1090000015,1.d.3.b.ii,metric_label_update,1. Number of overhead circuit miles upgraded,Distribution,HFTD Tier 3,Rural,Non-WUI,Circuit miles,exact,9.610864114,,,SDG&E,2023,4,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 9,25,P25,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T9R-4210575729ca0db9,1090000016,1.d.3.c.i,metric_label_update,1. Number of overhead circuit miles upgraded,Distribution,HFTD Tier 3,Highly rural,WUI,Circuit miles,exact,0,,,SDG&E,2023,1,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 9,26,M26,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T9R-3a31f578f06af7c6,1090000016,1.d.3.c.i,metric_label_update,1. Number of overhead circuit miles upgraded,Distribution,HFTD Tier 3,Highly rural,WUI,Circuit miles,exact,0,,,SDG&E,2023,2,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 9,26,N26,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T9R-46cc475a0af3c7a2,1090000016,1.d.3.c.i,metric_label_update,1. Number of overhead circuit miles upgraded,Distribution,HFTD Tier 3,Highly rural,WUI,Circuit miles,exact,0.06035595,,,SDG&E,2023,3,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 9,26,O26,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T9R-8864e8c27e984461,1090000016,1.d.3.c.i,metric_label_update,1. Number of overhead circuit miles upgraded,Distribution,HFTD Tier 3,Highly rural,WUI,Circuit miles,exact,0,,,SDG&E,2023,4,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 9,26,P26,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T9R-d9a8037a3552d526,1090000017,1.d.3.c.ii,metric_label_update,1. Number of overhead circuit miles upgraded,Distribution,HFTD Tier 3,Highly rural,Non-WUI,Circuit miles,exact,0,,,SDG&E,2023,1,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 9,27,M27,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T9R-e9f690d372b59768,1090000017,1.d.3.c.ii,metric_label_update,1. Number of overhead circuit miles upgraded,Distribution,HFTD Tier 3,Highly rural,Non-WUI,Circuit miles,exact,0.469114245,,,SDG&E,2023,2,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 9,27,N27,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
