metric_number,metric_group_crosswalk,legacy_metric_number_crosswalk,crosswalk_status,metric,definition,purpose,assumptions_made_to_connect_metric_to_purpose,third_party_validation,unit_canonical,actual_value_canonical,value_conversion,comments,blank_meaning,utility_id,reporting_year,reporting_quarter,schema_version,source_revision,source_report_quarter,source_file,source_sheet,source_row,source_value_cell,source_number_format,guideline_url
1030000000,1. Elevated FPI and Red Flag Warning Days,1.a.,exact_metric_name_and_unit,Number of High FPI days (elevated or extreme FPI),Number of High FPI days (elevated or extreme FPI),,Elevated or extreme FPI is associated with greater wildfire risk,No,Days,0,,,,SDG&E,2023,1,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 3,10,N10,General,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
1030000000,1. Elevated FPI and Red Flag Warning Days,1.a.,exact_metric_name_and_unit,Number of High FPI days (elevated or extreme FPI),Number of High FPI days (elevated or extreme FPI),,Elevated or extreme FPI is associated with greater wildfire risk,No,Days,7,,,,SDG&E,2023,2,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 3,10,O10,General,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
1030000000,1. Elevated FPI and Red Flag Warning Days,1.a.,exact_metric_name_and_unit,Number of High FPI days (elevated or extreme FPI),Number of High FPI days (elevated or extreme FPI),,Elevated or extreme FPI is associated with greater wildfire risk,No,Days,71,,,,SDG&E,2023,3,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 3,10,P10,General,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
1030000000,1. Elevated FPI and Red Flag Warning Days,1.a.,exact_metric_name_and_unit,Number of High FPI days (elevated or extreme FPI),Number of High FPI days (elevated or extreme FPI),,Elevated or extreme FPI is associated with greater wildfire risk,No,Days,25,,,,SDG&E,2023,4,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 3,10,Q10,General,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
1030000001,1. Elevated FPI and Red Flag Warning Days,1.b.,exact_metric_name_and_unit,Number of RFW days,Number of RFW days,,RFW is associated with greater wildfire risk.,No,Days,0,,,,SDG&E,2023,1,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 3,11,N11,General,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
1030000001,1. Elevated FPI and Red Flag Warning Days,1.b.,exact_metric_name_and_unit,Number of RFW days,Number of RFW days,,RFW is associated with greater wildfire risk.,No,Days,0,,,,SDG&E,2023,2,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 3,11,O11,General,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
1030000001,1. Elevated FPI and Red Flag Warning Days,1.b.,exact_metric_name_and_unit,Number of RFW days,Number of RFW days,,RFW is associated with greater wildfire risk.,No,Days,0,,,,SDG&E,2023,3,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 3,11,P11,General,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
1030000001,1. Elevated FPI and Red Flag Warning Days,1.b.,exact_metric_name_and_unit,Number of RFW days,Number of RFW days,,RFW is associated with greater wildfire risk.,No,Days,0,,,,SDG&E,2023,4,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 3,11,Q11,General,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
1030000002,2. Ignition Events,2.a.,exact_metric_name_and_unit,Vegetation caused ignitons in HFTD with elevated or higher FPI,Vegetation caused ignitons in HFTD with elevated or higher FPI,,,No,Ignitions,0,,,,SDG&E,2023,1,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 3,12,N12,General,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
1030000002,2. Ignition Events,2.a.,exact_metric_name_and_unit,Vegetation caused ignitons in HFTD with elevated or higher FPI,Vegetation caused ignitons in HFTD with elevated or higher FPI,,,No,Ignitions,0,,,,SDG&E,2023,2,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 3,12,O12,General,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
1030000002,2. Ignition Events,2.a.,exact_metric_name_and_unit,Vegetation caused ignitons in HFTD with elevated or higher FPI,Vegetation caused ignitons in HFTD with elevated or higher FPI,,,No,Ignitions,0,,,,SDG&E,2023,3,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 3,12,P12,General,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
1030000002,2. Ignition Events,2.a.,exact_metric_name_and_unit,Vegetation caused ignitons in HFTD with elevated or higher FPI,Vegetation caused ignitons in HFTD with elevated or higher FPI,,,No,Ignitions,0,,,,SDG&E,2023,4,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 3,12,Q12,General,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
1030000003,2. Ignition Events,2.b.,exact_metric_name_and_unit,Vegetation caused ignitons in HFTD with RFW,Vegetation caused ignitons in HFTD with RFW,,,No,Ignitions,0,,,,SDG&E,2023,1,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 3,13,N13,General,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
1030000003,2. Ignition Events,2.b.,exact_metric_name_and_unit,Vegetation caused ignitons in HFTD with RFW,Vegetation caused ignitons in HFTD with RFW,,,No,Ignitions,0,,,,SDG&E,2023,2,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 3,13,O13,General,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
1030000003,2. Ignition Events,2.b.,exact_metric_name_and_unit,Vegetation caused ignitons in HFTD with RFW,Vegetation caused ignitons in HFTD with RFW,,,No,Ignitions,0,,,,SDG&E,2023,3,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 3,13,P13,General,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
1030000003,2. Ignition Events,2.b.,exact_metric_name_and_unit,Vegetation caused ignitons in HFTD with RFW,Vegetation caused ignitons in HFTD with RFW,,,No,Ignitions,0,,,,SDG&E,2023,4,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 3,13,Q13,General,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
1030000004,2. Ignition Events,2.c.,exact_metric_name_and_unit,Equipment caused ignitions in HFTD with elevated or higher FPI,Equipment caused ignitions in HFTD with elevated or higher FPI,,,No,Ignitions,0,,,,SDG&E,2023,1,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 3,14,N14,General,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
1030000004,2. Ignition Events,2.c.,exact_metric_name_and_unit,Equipment caused ignitions in HFTD with elevated or higher FPI,Equipment caused ignitions in HFTD with elevated or higher FPI,,,No,Ignitions,0,,,,SDG&E,2023,2,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 3,14,O14,General,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
1030000004,2. Ignition Events,2.c.,exact_metric_name_and_unit,Equipment caused ignitions in HFTD with elevated or higher FPI,Equipment caused ignitions in HFTD with elevated or higher FPI,,,No,Ignitions,0,,,,SDG&E,2023,3,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 3,14,P14,General,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
1030000004,2. Ignition Events,2.c.,exact_metric_name_and_unit,Equipment caused ignitions in HFTD with elevated or higher FPI,Equipment caused ignitions in HFTD with elevated or higher FPI,,,No,Ignitions,1,,,,SDG&E,2023,4,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 3,14,Q14,General,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
1030000005,2. Ignition Events,2.d.,exact_metric_name_and_unit,Equipment caused ignitions in HFTD with RFW,Equipment caused ignitions in HFTD with RFW,,,No,Ignitions,0,,,,SDG&E,2023,1,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 3,15,N15,General,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
1030000005,2. Ignition Events,2.d.,exact_metric_name_and_unit,Equipment caused ignitions in HFTD with RFW,Equipment caused ignitions in HFTD with RFW,,,No,Ignitions,0,,,,SDG&E,2023,2,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 3,15,O15,General,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
1030000005,2. Ignition Events,2.d.,exact_metric_name_and_unit,Equipment caused ignitions in HFTD with RFW,Equipment caused ignitions in HFTD with RFW,,,No,Ignitions,0,,,,SDG&E,2023,3,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 3,15,P15,General,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
1030000005,2. Ignition Events,2.d.,exact_metric_name_and_unit,Equipment caused ignitions in HFTD with RFW,Equipment caused ignitions in HFTD with RFW,,,No,Ignitions,0,,,,SDG&E,2023,4,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 3,15,Q15,General,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
1030000006,2. Ignition Events,2.e.,exact_metric_name_and_unit,Balloons caused ignitions in HFTD with elevated or higher FPI,Balloons caused ignitions in HFTD with elevated or higher FPI,,,No,Ignitions,0,,,,SDG&E,2023,1,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 3,16,N16,General,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
1030000006,2. Ignition Events,2.e.,exact_metric_name_and_unit,Balloons caused ignitions in HFTD with elevated or higher FPI,Balloons caused ignitions in HFTD with elevated or higher FPI,,,No,Ignitions,0,,,,SDG&E,2023,2,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 3,16,O16,General,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
1030000006,2. Ignition Events,2.e.,exact_metric_name_and_unit,Balloons caused ignitions in HFTD with elevated or higher FPI,Balloons caused ignitions in HFTD with elevated or higher FPI,,,No,Ignitions,0,,,,SDG&E,2023,3,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 3,16,P16,General,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
1030000006,2. Ignition Events,2.e.,exact_metric_name_and_unit,Balloons caused ignitions in HFTD with elevated or higher FPI,Balloons caused ignitions in HFTD with elevated or higher FPI,,,No,Ignitions,0,,,,SDG&E,2023,4,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 3,16,Q16,General,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
1030000007,2. Ignition Events,2.f.,exact_metric_name_and_unit,Balloons caused ignitions in HFTD with RFW,Balloons caused ignitions in HFTD with RFW,,,No,Ignitions,0,,,,SDG&E,2023,1,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 3,17,N17,General,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
1030000007,2. Ignition Events,2.f.,exact_metric_name_and_unit,Balloons caused ignitions in HFTD with RFW,Balloons caused ignitions in HFTD with RFW,,,No,Ignitions,0,,,,SDG&E,2023,2,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 3,17,O17,General,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
1030000007,2. Ignition Events,2.f.,exact_metric_name_and_unit,Balloons caused ignitions in HFTD with RFW,Balloons caused ignitions in HFTD with RFW,,,No,Ignitions,0,,,,SDG&E,2023,3,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 3,17,P17,General,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
1030000007,2. Ignition Events,2.f.,exact_metric_name_and_unit,Balloons caused ignitions in HFTD with RFW,Balloons caused ignitions in HFTD with RFW,,,No,Ignitions,0,,,,SDG&E,2023,4,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 3,17,Q17,General,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
1030000008,2. Ignition Events,2.g.,exact_metric_name_and_unit,Vehicles caused ignitions in HFTD with elevated or higher FPI,Vehicles caused ignitions in HFTD with elevated or higher FPI,,,No,Ignitions,0,,,,SDG&E,2023,1,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 3,18,N18,General,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
1030000008,2. Ignition Events,2.g.,exact_metric_name_and_unit,Vehicles caused ignitions in HFTD with elevated or higher FPI,Vehicles caused ignitions in HFTD with elevated or higher FPI,,,No,Ignitions,0,,,,SDG&E,2023,2,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 3,18,O18,General,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
1030000008,2. Ignition Events,2.g.,exact_metric_name_and_unit,Vehicles caused ignitions in HFTD with elevated or higher FPI,Vehicles caused ignitions in HFTD with elevated or higher FPI,,,No,Ignitions,1,,,,SDG&E,2023,3,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 3,18,P18,General,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
1030000008,2. Ignition Events,2.g.,exact_metric_name_and_unit,Vehicles caused ignitions in HFTD with elevated or higher FPI,Vehicles caused ignitions in HFTD with elevated or higher FPI,,,No,Ignitions,0,,,,SDG&E,2023,4,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 3,18,Q18,General,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
1030000009,2. Ignition Events,2.h.,exact_metric_name_and_unit,Vehicles caused ignitions in HFTD with RFW,Vehicles caused ignitions in HFTD with RFW,,,No,Ignitions,0,,,,SDG&E,2023,1,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 3,19,N19,General,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
1030000009,2. Ignition Events,2.h.,exact_metric_name_and_unit,Vehicles caused ignitions in HFTD with RFW,Vehicles caused ignitions in HFTD with RFW,,,No,Ignitions,0,,,,SDG&E,2023,2,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 3,19,O19,General,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
1030000009,2. Ignition Events,2.h.,exact_metric_name_and_unit,Vehicles caused ignitions in HFTD with RFW,Vehicles caused ignitions in HFTD with RFW,,,No,Ignitions,0,,,,SDG&E,2023,3,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 3,19,P19,General,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
1030000009,2. Ignition Events,2.h.,exact_metric_name_and_unit,Vehicles caused ignitions in HFTD with RFW,Vehicles caused ignitions in HFTD with RFW,,,No,Ignitions,0,,,,SDG&E,2023,4,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 3,19,Q19,General,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
1030000010,2. Ignition Events,2.i.,exact_metric_name_and_unit,Equipment caused ignition rate in HFTD during high FPI,Equipment caused ignition rate in HFTD during high FPI,,,No,Ignitions per high FPI day,0,,,,SDG&E,2023,1,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 3,20,N20,General,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
1030000010,2. Ignition Events,2.i.,exact_metric_name_and_unit,Equipment caused ignition rate in HFTD during high FPI,Equipment caused ignition rate in HFTD during high FPI,,,No,Ignitions per high FPI day,0,,,,SDG&E,2023,2,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 3,20,O20,General,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
1030000010,2. Ignition Events,2.i.,exact_metric_name_and_unit,Equipment caused ignition rate in HFTD during high FPI,Equipment caused ignition rate in HFTD during high FPI,,,No,Ignitions per high FPI day,0,,,,SDG&E,2023,3,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 3,20,P20,General,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
1030000010,2. Ignition Events,2.i.,exact_metric_name_and_unit,Equipment caused ignition rate in HFTD during high FPI,Equipment caused ignition rate in HFTD during high FPI,,,No,Ignitions per high FPI day,0.5,,,,SDG&E,2023,4,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 3,20,Q20,General,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
1030000011,2. Ignition Events,2.j.,exact_metric_name_and_unit,CPUC reportable secondary igntions,CPUC reportable secondary igntions,,,No,Ignitions,0,,CPUC reportable secondary ignitions is not an available driver in Table 6,,SDG&E,2023,1,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 3,21,N21,General,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
1030000011,2. Ignition Events,2.j.,exact_metric_name_and_unit,CPUC reportable secondary igntions,CPUC reportable secondary igntions,,,No,Ignitions,1,,CPUC reportable secondary ignitions is not an available driver in Table 6,,SDG&E,2023,2,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 3,21,O21,General,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
1030000011,2. Ignition Events,2.j.,exact_metric_name_and_unit,CPUC reportable secondary igntions,CPUC reportable secondary igntions,,,No,Ignitions,1,,CPUC reportable secondary ignitions is not an available driver in Table 6,,SDG&E,2023,3,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 3,21,P21,General,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
1030000011,2. Ignition Events,2.j.,exact_metric_name_and_unit,CPUC reportable secondary igntions,CPUC reportable secondary igntions,,,No,Ignitions,0,,CPUC reportable secondary ignitions is not an available driver in Table 6,,SDG&E,2023,4,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 3,21,Q21,General,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
1030000012,3. Distribution Outages,3.a.,exact_metric_name_and_unit,Vegetation caused outages in HFTD with Elevated FPI,Vegetation caused outages in HFTD with Elevated FPI,,,No,Outages,0,,,,SDG&E,2023,1,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 3,22,N22,General,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
1030000012,3. Distribution Outages,3.a.,exact_metric_name_and_unit,Vegetation caused outages in HFTD with Elevated FPI,Vegetation caused outages in HFTD with Elevated FPI,,,No,Outages,0,,,,SDG&E,2023,2,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 3,22,O22,General,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
1030000012,3. Distribution Outages,3.a.,exact_metric_name_and_unit,Vegetation caused outages in HFTD with Elevated FPI,Vegetation caused outages in HFTD with Elevated FPI,,,No,Outages,1,,,,SDG&E,2023,3,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 3,22,P22,General,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
1030000012,3. Distribution Outages,3.a.,exact_metric_name_and_unit,Vegetation caused outages in HFTD with Elevated FPI,Vegetation caused outages in HFTD with Elevated FPI,,,No,Outages,0,,,,SDG&E,2023,4,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 3,22,Q22,General,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
1030000013,3. Distribution Outages,3.b.,exact_metric_name_and_unit,Vegetation caused outages in HFTD with RFW,Vegetation caused outages in HFTD with RFW,,,No,Outages,0,,,,SDG&E,2023,1,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 3,23,N23,General,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
1030000013,3. Distribution Outages,3.b.,exact_metric_name_and_unit,Vegetation caused outages in HFTD with RFW,Vegetation caused outages in HFTD with RFW,,,No,Outages,0,,,,SDG&E,2023,2,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 3,23,O23,General,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
1030000013,3. Distribution Outages,3.b.,exact_metric_name_and_unit,Vegetation caused outages in HFTD with RFW,Vegetation caused outages in HFTD with RFW,,,No,Outages,0,,,,SDG&E,2023,3,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 3,23,P23,General,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
1030000013,3. Distribution Outages,3.b.,exact_metric_name_and_unit,Vegetation caused outages in HFTD with RFW,Vegetation caused outages in HFTD with RFW,,,No,Outages,0,,,,SDG&E,2023,4,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 3,23,Q23,General,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
1030000014,3. Distribution Outages,3.c.,exact_metric_name_and_unit,Overhead faults on circuits in HFTD with Elevated or higher FPI,Overhead faults on circuits in HFTD with Elevated or higher FPI,,,No,Outages,0,,,,SDG&E,2023,1,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 3,24,N24,General,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
1030000014,3. Distribution Outages,3.c.,exact_metric_name_and_unit,Overhead faults on circuits in HFTD with Elevated or higher FPI,Overhead faults on circuits in HFTD with Elevated or higher FPI,,,No,Outages,1,,,,SDG&E,2023,2,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 3,24,O24,General,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
1030000014,3. Distribution Outages,3.c.,exact_metric_name_and_unit,Overhead faults on circuits in HFTD with Elevated or higher FPI,Overhead faults on circuits in HFTD with Elevated or higher FPI,,,No,Outages,43,,,,SDG&E,2023,3,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 3,24,P24,General,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
1030000014,3. Distribution Outages,3.c.,exact_metric_name_and_unit,Overhead faults on circuits in HFTD with Elevated or higher FPI,Overhead faults on circuits in HFTD with Elevated or higher FPI,,,No,Outages,9,,,,SDG&E,2023,4,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 3,24,Q24,General,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
1030000015,3. Distribution Outages,3.d.,exact_metric_name_and_unit,Overhead faults on circuits in HFTD with RFW,Overhead faults on circuits in HFTD with RFW,,,No,Outages,0,,,,SDG&E,2023,1,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 3,25,N25,General,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
1030000015,3. Distribution Outages,3.d.,exact_metric_name_and_unit,Overhead faults on circuits in HFTD with RFW,Overhead faults on circuits in HFTD with RFW,,,No,Outages,0,,,,SDG&E,2023,2,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 3,25,O25,General,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
1030000015,3. Distribution Outages,3.d.,exact_metric_name_and_unit,Overhead faults on circuits in HFTD with RFW,Overhead faults on circuits in HFTD with RFW,,,No,Outages,0,,,,SDG&E,2023,3,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 3,25,P25,General,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
1030000015,3. Distribution Outages,3.d.,exact_metric_name_and_unit,Overhead faults on circuits in HFTD with RFW,Overhead faults on circuits in HFTD with RFW,,,No,Outages,0,,,,SDG&E,2023,4,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 3,25,Q25,General,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
1030000016,3. Distribution Outages,3.e.,exact_metric_name_and_unit,Energized wire down events in HFTD with Elevated or higher FPI,Energized wire down events in HFTD with Elevated or higher FPI,,,No,Outages,0,,,,SDG&E,2023,1,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 3,26,N26,General,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
1030000016,3. Distribution Outages,3.e.,exact_metric_name_and_unit,Energized wire down events in HFTD with Elevated or higher FPI,Energized wire down events in HFTD with Elevated or higher FPI,,,No,Outages,0,,,,SDG&E,2023,2,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 3,26,O26,General,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
1030000016,3. Distribution Outages,3.e.,exact_metric_name_and_unit,Energized wire down events in HFTD with Elevated or higher FPI,Energized wire down events in HFTD with Elevated or higher FPI,,,No,Outages,3,,,,SDG&E,2023,3,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 3,26,P26,General,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
1030000016,3. Distribution Outages,3.e.,exact_metric_name_and_unit,Energized wire down events in HFTD with Elevated or higher FPI,Energized wire down events in HFTD with Elevated or higher FPI,,,No,Outages,0,,,,SDG&E,2023,4,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 3,26,Q26,General,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
1030000017,3. Distribution Outages,3.f.,exact_metric_name_and_unit,Energized wire down events in HFTD with RFW,Energized wire down events in HFTD with RFW,,,No,Outages,0,,,,SDG&E,2023,1,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 3,27,N27,General,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
1030000017,3. Distribution Outages,3.f.,exact_metric_name_and_unit,Energized wire down events in HFTD with RFW,Energized wire down events in HFTD with RFW,,,No,Outages,0,,,,SDG&E,2023,2,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 3,27,O27,General,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
1030000017,3. Distribution Outages,3.f.,exact_metric_name_and_unit,Energized wire down events in HFTD with RFW,Energized wire down events in HFTD with RFW,,,No,Outages,0,,,,SDG&E,2023,3,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 3,27,P27,General,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
