record_id,comparison_group_id,metric_number,distribution_metric_number_crosswalk,transmission_metric_number_crosswalk,legacy_metric_number_mapped,crosswalk_status,metric_type,metric_name,line_type,line_type_scope,hftd_tier,unit_canonical,unit_crosswalk_status,actual_value,comments,blank_meaning,utility_id,reporting_year,reporting_quarter,schema_version,source_revision,source_report_quarter,source_file,source_sheet,source_row,source_value_cell,guideline_url
T4R-b222b30591d69667,T4-eff34c8f752257,1040000005,1040000002,1040000005,1.c.,v4_line_type_specific,1. Red flag warning only overhead circuit mile days,Red Flag Warning Only overhead circuit mile days,Transmission,line_type_specific,Non-HFTD,Red flag warning overhead circuit mile days,v4_native,0,,,SDG&E,2025,3,v4.01,4,3,SDGE_2025_Q3_R4.xlsx,Table 4,7,L7,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=58132&shareable=true
T4R-7c977baf5695a800,T4-66e4b15c6a0742,1040000006,1040000006,1040000009,2.a.,v4_line_type_specific,2. Wind condition overhead circuit mile days,High Wind Warning Only overhead circuit mile days,Distribution,line_type_specific,HFTD Tier 2,High Wind Warning overhead circuit mile days,v4_native,0,,,SDG&E,2025,3,v4.01,4,3,SDGE_2025_Q3_R4.xlsx,Table 4,8,L8,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=58132&shareable=true
T4R-23924f02270be7bf,T4-1d3962106381ab,1040000007,1040000007,1040000010,2.b.,v4_line_type_specific,2. Wind condition overhead circuit mile days,High Wind Warning Only overhead circuit mile days,Distribution,line_type_specific,HFTD Tier 3,High Wind Warning overhead circuit mile days,v4_native,0,,,SDG&E,2025,3,v4.01,4,3,SDGE_2025_Q3_R4.xlsx,Table 4,9,L9,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=58132&shareable=true
T4R-27cda4041e922207,T4-5db1270315ca0f,1040000008,1040000008,1040000011,2.c.,v4_line_type_specific,2. Wind condition overhead circuit mile days,High Wind Warning Only overhead circuit mile days,Distribution,line_type_specific,Non-HFTD,High Wind Warning overhead circuit mile days,v4_native,0,,,SDG&E,2025,3,v4.01,4,3,SDGE_2025_Q3_R4.xlsx,Table 4,10,L10,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=58132&shareable=true
T4R-e81d1166a87ff7b8,T4-66e4b15c6a0742,1040000009,1040000006,1040000009,2.a.,v4_line_type_specific,2. Wind condition overhead circuit mile days,High Wind Warning Only overhead circuit mile days,Transmission,line_type_specific,HFTD Tier 2,High Wind Warning overhead circuit mile days,v4_native,0,,,SDG&E,2025,3,v4.01,4,3,SDGE_2025_Q3_R4.xlsx,Table 4,11,L11,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=58132&shareable=true
T4R-2d1ae814a35e68f6,T4-1d3962106381ab,1040000010,1040000007,1040000010,2.b.,v4_line_type_specific,2. Wind condition overhead circuit mile days,High Wind Warning Only overhead circuit mile days,Transmission,line_type_specific,HFTD Tier 3,High Wind Warning overhead circuit mile days,v4_native,0,,,SDG&E,2025,3,v4.01,4,3,SDGE_2025_Q3_R4.xlsx,Table 4,12,L12,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=58132&shareable=true
T4R-b83a775710a838ca,T4-5db1270315ca0f,1040000011,1040000008,1040000011,2.c.,v4_line_type_specific,2. Wind condition overhead circuit mile days,High Wind Warning Only overhead circuit mile days,Transmission,line_type_specific,Non-HFTD,High Wind Warning overhead circuit mile days,v4_native,0,,,SDG&E,2025,3,v4.01,4,3,SDGE_2025_Q3_R4.xlsx,Table 4,13,L13,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=58132&shareable=true
T4R-038137dd9034a7a6,T4-b3609e3d1405ed,1040000012,1040000012,1040000015,3.a.,v4_line_type_specific,3. Wind condition and Red flag warning overhead circuit mile days,High Wind Warning and Red Flag Warning overhead circuit mile days,Distribution,line_type_specific,HFTD Tier 2,High wind warning and red flag warning overhead circuit mile days,v4_native,0,,,SDG&E,2025,3,v4.01,4,3,SDGE_2025_Q3_R4.xlsx,Table 4,14,L14,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=58132&shareable=true
T4R-8431dead120e2ab6,T4-9d2cb861840e2c,1040000013,1040000013,1040000016,3.b.,v4_line_type_specific,3. Wind condition and Red flag warning overhead circuit mile days,High Wind Warning and Red Flag Warning overhead circuit mile days,Distribution,line_type_specific,HFTD Tier 3,High wind warning and red flag warning overhead circuit mile days,v4_native,0,,,SDG&E,2025,3,v4.01,4,3,SDGE_2025_Q3_R4.xlsx,Table 4,15,L15,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=58132&shareable=true
T4R-00e50d38b9af94f2,T4-14d6d4829b631e,1040000014,1040000014,1040000017,3.c.,v4_line_type_specific,3. Wind condition and Red flag warning overhead circuit mile days,High Wind Warning and Red Flag Warning overhead circuit mile days,Distribution,line_type_specific,Non-HFTD,High wind warning and red flag warning overhead circuit mile days,v4_native,0,,,SDG&E,2025,3,v4.01,4,3,SDGE_2025_Q3_R4.xlsx,Table 4,16,L16,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=58132&shareable=true
T4R-24683a4ed9131a28,T4-b3609e3d1405ed,1040000015,1040000012,1040000015,3.a.,v4_line_type_specific,3. Wind condition and Red flag warning overhead circuit mile days,High Wind Warning and Red Flag Warning overhead circuit mile days,Transmission,line_type_specific,HFTD Tier 2,High wind warning and red flag warning overhead circuit mile days,v4_native,0,,,SDG&E,2025,3,v4.01,4,3,SDGE_2025_Q3_R4.xlsx,Table 4,17,L17,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=58132&shareable=true
T4R-4b5fe339923fc0c2,T4-9d2cb861840e2c,1040000016,1040000013,1040000016,3.b.,v4_line_type_specific,3. Wind condition and Red flag warning overhead circuit mile days,High Wind Warning and Red Flag Warning overhead circuit mile days,Transmission,line_type_specific,HFTD Tier 3,High wind warning and red flag warning overhead circuit mile days,v4_native,0,,,SDG&E,2025,3,v4.01,4,3,SDGE_2025_Q3_R4.xlsx,Table 4,18,L18,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=58132&shareable=true
T4R-fafdecd468e58d74,T4-14d6d4829b631e,1040000017,1040000014,1040000017,3.c.,v4_line_type_specific,3. Wind condition and Red flag warning overhead circuit mile days,High Wind Warning and Red Flag Warning overhead circuit mile days,Transmission,line_type_specific,Non-HFTD,High wind warning and red flag warning overhead circuit mile days,v4_native,0,,,SDG&E,2025,3,v4.01,4,3,SDGE_2025_Q3_R4.xlsx,Table 4,19,L19,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=58132&shareable=true
T4R-54a395f0cc3da219,T4-bab50aaf57a531,1040000018,1040000018,1040000021,4.a.,v4_line_type_specific,4. Fire potential index overhead circuit mile days,Fire potential index circuit mile days,Distribution,line_type_specific,HFTD Tier 2,High fire potential index (as defined by the utility in its WMP) overhead circuit mile days,v4_native,124408.04,,,SDG&E,2025,3,v4.01,4,3,SDGE_2025_Q3_R4.xlsx,Table 4,20,L20,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=58132&shareable=true
T4R-781a08790bc20e32,T4-ec42fee6908963,1040000019,1040000019,1040000022,4.b.,v4_line_type_specific,4. Fire potential index overhead circuit mile days,Fire potential index circuit mile days,Distribution,line_type_specific,HFTD Tier 3,High fire potential index (as defined by the utility in its WMP) overhead circuit mile days,v4_native,122361.08,,,SDG&E,2025,3,v4.01,4,3,SDGE_2025_Q3_R4.xlsx,Table 4,21,L21,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=58132&shareable=true
T4R-a0f48dfc46532cbe,T4-415343ed66f7a0,1040000020,1040000020,1040000023,4.c.,v4_line_type_specific,4. Fire potential index overhead circuit mile days,Fire potential index circuit mile days,Distribution,line_type_specific,Non-HFTD,High fire potential index (as defined by the utility in its WMP) overhead circuit mile days,v4_native,107244.24,,,SDG&E,2025,3,v4.01,4,3,SDGE_2025_Q3_R4.xlsx,Table 4,22,L22,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=58132&shareable=true
T4R-b0edb947786d945b,T4-bab50aaf57a531,1040000021,1040000018,1040000021,4.a.,v4_line_type_specific,4. Fire potential index overhead circuit mile days,Fire potential index circuit mile days,Transmission,line_type_specific,HFTD Tier 2,High fire potential index (as defined by the utility in its WMP) overhead circuit mile days,v4_native,35972.89,,,SDG&E,2025,3,v4.01,4,3,SDGE_2025_Q3_R4.xlsx,Table 4,23,L23,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=58132&shareable=true
T4R-ddb4d2deb7bfb706,T4-ec42fee6908963,1040000022,1040000019,1040000022,4.b.,v4_line_type_specific,4. Fire potential index overhead circuit mile days,Fire potential index circuit mile days,Transmission,line_type_specific,HFTD Tier 3,High fire potential index (as defined by the utility in its WMP) overhead circuit mile days,v4_native,21489.35,,,SDG&E,2025,3,v4.01,4,3,SDGE_2025_Q3_R4.xlsx,Table 4,24,L24,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=58132&shareable=true
T4R-e90e961faf9c154a,T4-415343ed66f7a0,1040000023,1040000020,1040000023,4.c.,v4_line_type_specific,4. Fire potential index overhead circuit mile days,Fire potential index circuit mile days,Transmission,line_type_specific,Non-HFTD,High fire potential index (as defined by the utility in its WMP) overhead circuit mile days,v4_native,17543.93,,,SDG&E,2025,3,v4.01,4,3,SDGE_2025_Q3_R4.xlsx,Table 4,25,L25,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=58132&shareable=true
T4R-f0b6aa4537728591,T4-8e80c5d3a208b9,1040000000,1040000000,1040000003,1.a.,v4_line_type_specific,1. Red flag warning only overhead circuit mile days,Red Flag Warning Only overhead circuit mile days,Distribution,line_type_specific,HFTD Tier 2,Red flag warning overhead circuit mile days,v4_native,0,,,SDG&E,2025,4,v4.01,3,4,SDGE_2025_Q4_R3.xlsx,Table 4,2,L2,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=58132&shareable=true
T4R-b0502a4fec43822a,T4-3550b2867635d4,1040000001,1040000001,1040000004,1.b.,v4_line_type_specific,1. Red flag warning only overhead circuit mile days,Red Flag Warning Only overhead circuit mile days,Distribution,line_type_specific,HFTD Tier 3,Red flag warning overhead circuit mile days,v4_native,0,,,SDG&E,2025,4,v4.01,3,4,SDGE_2025_Q4_R3.xlsx,Table 4,3,L3,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=58132&shareable=true
T4R-350708ad8b2caffa,T4-eff34c8f752257,1040000002,1040000002,1040000005,1.c.,v4_line_type_specific,1. Red flag warning only overhead circuit mile days,Red Flag Warning Only overhead circuit mile days,Distribution,line_type_specific,Non-HFTD,Red flag warning overhead circuit mile days,v4_native,0,,,SDG&E,2025,4,v4.01,3,4,SDGE_2025_Q4_R3.xlsx,Table 4,4,L4,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=58132&shareable=true
T4R-18cf6de6cb6fa8fa,T4-8e80c5d3a208b9,1040000003,1040000000,1040000003,1.a.,v4_line_type_specific,1. Red flag warning only overhead circuit mile days,Red Flag Warning Only overhead circuit mile days,Transmission,line_type_specific,HFTD Tier 2,Red flag warning overhead circuit mile days,v4_native,0,,,SDG&E,2025,4,v4.01,3,4,SDGE_2025_Q4_R3.xlsx,Table 4,5,L5,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=58132&shareable=true
T4R-aff2383a8792a173,T4-3550b2867635d4,1040000004,1040000001,1040000004,1.b.,v4_line_type_specific,1. Red flag warning only overhead circuit mile days,Red Flag Warning Only overhead circuit mile days,Transmission,line_type_specific,HFTD Tier 3,Red flag warning overhead circuit mile days,v4_native,0,,,SDG&E,2025,4,v4.01,3,4,SDGE_2025_Q4_R3.xlsx,Table 4,6,L6,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=58132&shareable=true
T4R-71ca4a2aa9430eb8,T4-eff34c8f752257,1040000005,1040000002,1040000005,1.c.,v4_line_type_specific,1. Red flag warning only overhead circuit mile days,Red Flag Warning Only overhead circuit mile days,Transmission,line_type_specific,Non-HFTD,Red flag warning overhead circuit mile days,v4_native,0,,,SDG&E,2025,4,v4.01,3,4,SDGE_2025_Q4_R3.xlsx,Table 4,7,L7,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=58132&shareable=true
T4R-7128a224fd2a2ead,T4-66e4b15c6a0742,1040000006,1040000006,1040000009,2.a.,v4_line_type_specific,2. Wind condition overhead circuit mile days,High Wind Warning Only overhead circuit mile days,Distribution,line_type_specific,HFTD Tier 2,High Wind Warning overhead circuit mile days,v4_native,0,,,SDG&E,2025,4,v4.01,3,4,SDGE_2025_Q4_R3.xlsx,Table 4,8,L8,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=58132&shareable=true
T4R-2f4223cccf5dc34c,T4-1d3962106381ab,1040000007,1040000007,1040000010,2.b.,v4_line_type_specific,2. Wind condition overhead circuit mile days,High Wind Warning Only overhead circuit mile days,Distribution,line_type_specific,HFTD Tier 3,High Wind Warning overhead circuit mile days,v4_native,0,,,SDG&E,2025,4,v4.01,3,4,SDGE_2025_Q4_R3.xlsx,Table 4,9,L9,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=58132&shareable=true
T4R-86638dc22d884807,T4-5db1270315ca0f,1040000008,1040000008,1040000011,2.c.,v4_line_type_specific,2. Wind condition overhead circuit mile days,High Wind Warning Only overhead circuit mile days,Distribution,line_type_specific,Non-HFTD,High Wind Warning overhead circuit mile days,v4_native,0,,,SDG&E,2025,4,v4.01,3,4,SDGE_2025_Q4_R3.xlsx,Table 4,10,L10,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=58132&shareable=true
T4R-9e2e4847259723a4,T4-66e4b15c6a0742,1040000009,1040000006,1040000009,2.a.,v4_line_type_specific,2. Wind condition overhead circuit mile days,High Wind Warning Only overhead circuit mile days,Transmission,line_type_specific,HFTD Tier 2,High Wind Warning overhead circuit mile days,v4_native,0,,,SDG&E,2025,4,v4.01,3,4,SDGE_2025_Q4_R3.xlsx,Table 4,11,L11,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=58132&shareable=true
T4R-848412a3a9b7c6a5,T4-1d3962106381ab,1040000010,1040000007,1040000010,2.b.,v4_line_type_specific,2. Wind condition overhead circuit mile days,High Wind Warning Only overhead circuit mile days,Transmission,line_type_specific,HFTD Tier 3,High Wind Warning overhead circuit mile days,v4_native,0,,,SDG&E,2025,4,v4.01,3,4,SDGE_2025_Q4_R3.xlsx,Table 4,12,L12,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=58132&shareable=true
T4R-3eab809c4c4313a8,T4-5db1270315ca0f,1040000011,1040000008,1040000011,2.c.,v4_line_type_specific,2. Wind condition overhead circuit mile days,High Wind Warning Only overhead circuit mile days,Transmission,line_type_specific,Non-HFTD,High Wind Warning overhead circuit mile days,v4_native,0,,,SDG&E,2025,4,v4.01,3,4,SDGE_2025_Q4_R3.xlsx,Table 4,13,L13,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=58132&shareable=true
T4R-9fbb103dec973b20,T4-b3609e3d1405ed,1040000012,1040000012,1040000015,3.a.,v4_line_type_specific,3. Wind condition and Red flag warning overhead circuit mile days,High Wind Warning and Red Flag Warning overhead circuit mile days,Distribution,line_type_specific,HFTD Tier 2,High wind warning and red flag warning overhead circuit mile days,v4_native,0,,,SDG&E,2025,4,v4.01,3,4,SDGE_2025_Q4_R3.xlsx,Table 4,14,L14,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=58132&shareable=true
T4R-b7b504d5ad5acdb9,T4-9d2cb861840e2c,1040000013,1040000013,1040000016,3.b.,v4_line_type_specific,3. Wind condition and Red flag warning overhead circuit mile days,High Wind Warning and Red Flag Warning overhead circuit mile days,Distribution,line_type_specific,HFTD Tier 3,High wind warning and red flag warning overhead circuit mile days,v4_native,0,,,SDG&E,2025,4,v4.01,3,4,SDGE_2025_Q4_R3.xlsx,Table 4,15,L15,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=58132&shareable=true
T4R-7c0855591a4bee32,T4-14d6d4829b631e,1040000014,1040000014,1040000017,3.c.,v4_line_type_specific,3. Wind condition and Red flag warning overhead circuit mile days,High Wind Warning and Red Flag Warning overhead circuit mile days,Distribution,line_type_specific,Non-HFTD,High wind warning and red flag warning overhead circuit mile days,v4_native,0,,,SDG&E,2025,4,v4.01,3,4,SDGE_2025_Q4_R3.xlsx,Table 4,16,L16,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=58132&shareable=true
T4R-b83f722c7c49927f,T4-b3609e3d1405ed,1040000015,1040000012,1040000015,3.a.,v4_line_type_specific,3. Wind condition and Red flag warning overhead circuit mile days,High Wind Warning and Red Flag Warning overhead circuit mile days,Transmission,line_type_specific,HFTD Tier 2,High wind warning and red flag warning overhead circuit mile days,v4_native,0,,,SDG&E,2025,4,v4.01,3,4,SDGE_2025_Q4_R3.xlsx,Table 4,17,L17,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=58132&shareable=true
T4R-b754bbf4765d568a,T4-9d2cb861840e2c,1040000016,1040000013,1040000016,3.b.,v4_line_type_specific,3. Wind condition and Red flag warning overhead circuit mile days,High Wind Warning and Red Flag Warning overhead circuit mile days,Transmission,line_type_specific,HFTD Tier 3,High wind warning and red flag warning overhead circuit mile days,v4_native,0,,,SDG&E,2025,4,v4.01,3,4,SDGE_2025_Q4_R3.xlsx,Table 4,18,L18,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=58132&shareable=true
T4R-0ce7c53306d4641d,T4-14d6d4829b631e,1040000017,1040000014,1040000017,3.c.,v4_line_type_specific,3. Wind condition and Red flag warning overhead circuit mile days,High Wind Warning and Red Flag Warning overhead circuit mile days,Transmission,line_type_specific,Non-HFTD,High wind warning and red flag warning overhead circuit mile days,v4_native,0,,,SDG&E,2025,4,v4.01,3,4,SDGE_2025_Q4_R3.xlsx,Table 4,19,L19,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=58132&shareable=true
T4R-1d3dbecef9afb0e1,T4-bab50aaf57a531,1040000018,1040000018,1040000021,4.a.,v4_line_type_specific,4. Fire potential index overhead circuit mile days,Fire potential index circuit mile days,Distribution,line_type_specific,HFTD Tier 2,High fire potential index (as defined by the utility in its WMP) overhead circuit mile days,v4_native,41327.14,,,SDG&E,2025,4,v4.01,3,4,SDGE_2025_Q4_R3.xlsx,Table 4,20,L20,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=58132&shareable=true
T4R-430d0f3108eb4195,T4-ec42fee6908963,1040000019,1040000019,1040000022,4.b.,v4_line_type_specific,4. Fire potential index overhead circuit mile days,Fire potential index circuit mile days,Distribution,line_type_specific,HFTD Tier 3,High fire potential index (as defined by the utility in its WMP) overhead circuit mile days,v4_native,42236.13,,,SDG&E,2025,4,v4.01,3,4,SDGE_2025_Q4_R3.xlsx,Table 4,21,L21,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=58132&shareable=true
T4R-abb62609287bee00,T4-415343ed66f7a0,1040000020,1040000020,1040000023,4.c.,v4_line_type_specific,4. Fire potential index overhead circuit mile days,Fire potential index circuit mile days,Distribution,line_type_specific,Non-HFTD,High fire potential index (as defined by the utility in its WMP) overhead circuit mile days,v4_native,38959.64,,,SDG&E,2025,4,v4.01,3,4,SDGE_2025_Q4_R3.xlsx,Table 4,22,L22,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=58132&shareable=true
T4R-59b57f4af6c7fd0a,T4-bab50aaf57a531,1040000021,1040000018,1040000021,4.a.,v4_line_type_specific,4. Fire potential index overhead circuit mile days,Fire potential index circuit mile days,Transmission,line_type_specific,HFTD Tier 2,High fire potential index (as defined by the utility in its WMP) overhead circuit mile days,v4_native,11741.21,,,SDG&E,2025,4,v4.01,3,4,SDGE_2025_Q4_R3.xlsx,Table 4,23,L23,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=58132&shareable=true
T4R-e388a44bf5d51c44,T4-ec42fee6908963,1040000022,1040000019,1040000022,4.b.,v4_line_type_specific,4. Fire potential index overhead circuit mile days,Fire potential index circuit mile days,Transmission,line_type_specific,HFTD Tier 3,High fire potential index (as defined by the utility in its WMP) overhead circuit mile days,v4_native,7679.52,,,SDG&E,2025,4,v4.01,3,4,SDGE_2025_Q4_R3.xlsx,Table 4,24,L24,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=58132&shareable=true
T4R-bea4d64034105f3b,T4-415343ed66f7a0,1040000023,1040000020,1040000023,4.c.,v4_line_type_specific,4. Fire potential index overhead circuit mile days,Fire potential index circuit mile days,Transmission,line_type_specific,Non-HFTD,High fire potential index (as defined by the utility in its WMP) overhead circuit mile days,v4_native,6740.34,,,SDG&E,2025,4,v4.01,3,4,SDGE_2025_Q4_R3.xlsx,Table 4,25,L25,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=58132&shareable=true
