record_id,metric_number,legacy_metric_number_mapped,crosswalk_status,metric_type,line_type,hftd_tier,area_type,wui_status,unit_canonical,unit_crosswalk_status,actual_value,comments,blank_meaning,utility_id,reporting_year,reporting_quarter,schema_version,source_revision,source_report_quarter,source_file,source_sheet,source_row,source_value_cell,guideline_url
T7R-294b16e415257bbe,1070000003,1.d.0.b.ii,exact_dimensions_and_unit,1. Overhead circuit miles,Distribution,Non-HFTD,Rural,Non-WUI,Circuit miles,exact,179.844,,,SDG&E,2023,1,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 7,13,M13,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T7R-63713bfbf0946087,1070000003,1.d.0.b.ii,exact_dimensions_and_unit,1. Overhead circuit miles,Distribution,Non-HFTD,Rural,Non-WUI,Circuit miles,exact,179.05,,,SDG&E,2023,2,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 7,13,N13,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T7R-a3629051eeed50d7,1070000003,1.d.0.b.ii,exact_dimensions_and_unit,1. Overhead circuit miles,Distribution,Non-HFTD,Rural,Non-WUI,Circuit miles,exact,179.05,,,SDG&E,2023,3,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 7,13,O13,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T7R-a4f7e97edc0eb145,1070000003,1.d.0.b.ii,exact_dimensions_and_unit,1. Overhead circuit miles,Distribution,Non-HFTD,Rural,Non-WUI,Circuit miles,exact,177.85,,,SDG&E,2023,4,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 7,13,P13,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T7R-21b621243e509104,1070000004,1.d.0.c.i,exact_dimensions_and_unit,1. Overhead circuit miles,Distribution,Non-HFTD,Highly rural,WUI,Circuit miles,exact,34.681,,,SDG&E,2023,1,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 7,14,M14,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T7R-ff4e53e908c866be,1070000004,1.d.0.c.i,exact_dimensions_and_unit,1. Overhead circuit miles,Distribution,Non-HFTD,Highly rural,WUI,Circuit miles,exact,34.83,,,SDG&E,2023,2,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 7,14,N14,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T7R-c50aa9573a04f2aa,1070000004,1.d.0.c.i,exact_dimensions_and_unit,1. Overhead circuit miles,Distribution,Non-HFTD,Highly rural,WUI,Circuit miles,exact,34.83,,,SDG&E,2023,3,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 7,14,O14,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T7R-c888115871c17acf,1070000004,1.d.0.c.i,exact_dimensions_and_unit,1. Overhead circuit miles,Distribution,Non-HFTD,Highly rural,WUI,Circuit miles,exact,34.83,,,SDG&E,2023,4,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 7,14,P14,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T7R-db2a8124b82eaef5,1070000005,1.d.0.c.ii,exact_dimensions_and_unit,1. Overhead circuit miles,Distribution,Non-HFTD,Highly rural,Non-WUI,Circuit miles,exact,109.496,,,SDG&E,2023,1,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 7,15,M15,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T7R-8ee02ec0a8968376,1070000005,1.d.0.c.ii,exact_dimensions_and_unit,1. Overhead circuit miles,Distribution,Non-HFTD,Highly rural,Non-WUI,Circuit miles,exact,109.61,,,SDG&E,2023,2,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 7,15,N15,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T7R-2eda38fd9c935dde,1070000005,1.d.0.c.ii,exact_dimensions_and_unit,1. Overhead circuit miles,Distribution,Non-HFTD,Highly rural,Non-WUI,Circuit miles,exact,109.61,,,SDG&E,2023,3,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 7,15,O15,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T7R-64ec9447f385e2b4,1070000005,1.d.0.c.ii,exact_dimensions_and_unit,1. Overhead circuit miles,Distribution,Non-HFTD,Highly rural,Non-WUI,Circuit miles,exact,109.61,,,SDG&E,2023,4,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 7,15,P15,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T7R-edb0f8c1726fcb04,1070000006,1.d.2.a.i,exact_dimensions_and_unit,1. Overhead circuit miles,Distribution,HFTD Tier 2,Urban,WUI,Circuit miles,exact,91.218,,,SDG&E,2023,1,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 7,16,M16,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T7R-836f12cfa142cc55,1070000006,1.d.2.a.i,exact_dimensions_and_unit,1. Overhead circuit miles,Distribution,HFTD Tier 2,Urban,WUI,Circuit miles,exact,91.25,,,SDG&E,2023,2,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 7,16,N16,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T7R-35d21eb97213b36a,1070000006,1.d.2.a.i,exact_dimensions_and_unit,1. Overhead circuit miles,Distribution,HFTD Tier 2,Urban,WUI,Circuit miles,exact,91.43,,,SDG&E,2023,3,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 7,16,O16,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T7R-8f638017a06d07ac,1070000006,1.d.2.a.i,exact_dimensions_and_unit,1. Overhead circuit miles,Distribution,HFTD Tier 2,Urban,WUI,Circuit miles,exact,91.38,,,SDG&E,2023,4,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 7,16,P16,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T7R-70d447c5398f9389,1070000007,1.d.2.a.ii,exact_dimensions_and_unit,1. Overhead circuit miles,Distribution,HFTD Tier 2,Urban,Non-WUI,Circuit miles,exact,83.409,,,SDG&E,2023,1,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 7,17,M17,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T7R-ca70bc1d21fafa81,1070000007,1.d.2.a.ii,exact_dimensions_and_unit,1. Overhead circuit miles,Distribution,HFTD Tier 2,Urban,Non-WUI,Circuit miles,exact,83.87,,,SDG&E,2023,2,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 7,17,N17,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T7R-950fc0198372c10a,1070000007,1.d.2.a.ii,exact_dimensions_and_unit,1. Overhead circuit miles,Distribution,HFTD Tier 2,Urban,Non-WUI,Circuit miles,exact,83.83,,,SDG&E,2023,3,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 7,17,O17,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T7R-50ebbee22bfca761,1070000007,1.d.2.a.ii,exact_dimensions_and_unit,1. Overhead circuit miles,Distribution,HFTD Tier 2,Urban,Non-WUI,Circuit miles,exact,83.79,,,SDG&E,2023,4,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 7,17,P17,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T7R-c42292dee2bcfa23,1070000008,1.d.2.b.i,exact_dimensions_and_unit,1. Overhead circuit miles,Distribution,HFTD Tier 2,Rural,WUI,Circuit miles,exact,849.288,,,SDG&E,2023,1,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 7,18,M18,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T7R-37c30602745ec5e4,1070000008,1.d.2.b.i,exact_dimensions_and_unit,1. Overhead circuit miles,Distribution,HFTD Tier 2,Rural,WUI,Circuit miles,exact,850.1,,,SDG&E,2023,2,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 7,18,N18,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T7R-fe8cb9569d7c26be,1070000008,1.d.2.b.i,exact_dimensions_and_unit,1. Overhead circuit miles,Distribution,HFTD Tier 2,Rural,WUI,Circuit miles,exact,850.61,,,SDG&E,2023,3,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 7,18,O18,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T7R-d1fa18447ab77375,1070000008,1.d.2.b.i,exact_dimensions_and_unit,1. Overhead circuit miles,Distribution,HFTD Tier 2,Rural,WUI,Circuit miles,exact,850.22,,,SDG&E,2023,4,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 7,18,P18,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T7R-75a3a6fd9cacd0b4,1070000009,1.d.2.b.ii,exact_dimensions_and_unit,1. Overhead circuit miles,Distribution,HFTD Tier 2,Rural,Non-WUI,Circuit miles,exact,597.224,,,SDG&E,2023,1,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 7,19,M19,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T7R-28084c739f532d25,1070000009,1.d.2.b.ii,exact_dimensions_and_unit,1. Overhead circuit miles,Distribution,HFTD Tier 2,Rural,Non-WUI,Circuit miles,exact,595.64,,,SDG&E,2023,2,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 7,19,N19,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T7R-a4adc1cf4d474bfc,1070000009,1.d.2.b.ii,exact_dimensions_and_unit,1. Overhead circuit miles,Distribution,HFTD Tier 2,Rural,Non-WUI,Circuit miles,exact,595.68,,,SDG&E,2023,3,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 7,19,O19,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T7R-6ab59ad302733612,1070000009,1.d.2.b.ii,exact_dimensions_and_unit,1. Overhead circuit miles,Distribution,HFTD Tier 2,Rural,Non-WUI,Circuit miles,exact,591.97,,,SDG&E,2023,4,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 7,19,P19,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T7R-1226c16178a22f60,1070000010,1.d.2.c.i,exact_dimensions_and_unit,1. Overhead circuit miles,Distribution,HFTD Tier 2,Highly rural,WUI,Circuit miles,exact,20.175,,,SDG&E,2023,1,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 7,20,M20,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T7R-5e25d42f043f038b,1070000010,1.d.2.c.i,exact_dimensions_and_unit,1. Overhead circuit miles,Distribution,HFTD Tier 2,Highly rural,WUI,Circuit miles,exact,20.3,,,SDG&E,2023,2,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 7,20,N20,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T7R-d918021b1f5e221c,1070000010,1.d.2.c.i,exact_dimensions_and_unit,1. Overhead circuit miles,Distribution,HFTD Tier 2,Highly rural,WUI,Circuit miles,exact,20.3,,,SDG&E,2023,3,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 7,20,O20,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T7R-f6bf6ca063ae5fe2,1070000010,1.d.2.c.i,exact_dimensions_and_unit,1. Overhead circuit miles,Distribution,HFTD Tier 2,Highly rural,WUI,Circuit miles,exact,20.3,,,SDG&E,2023,4,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 7,20,P20,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T7R-8eca2bc072d40205,1070000011,1.d.2.c.ii,exact_dimensions_and_unit,1. Overhead circuit miles,Distribution,HFTD Tier 2,Highly rural,Non-WUI,Circuit miles,exact,151.324,,,SDG&E,2023,1,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 7,21,M21,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T7R-ab1d71241dc55d32,1070000011,1.d.2.c.ii,exact_dimensions_and_unit,1. Overhead circuit miles,Distribution,HFTD Tier 2,Highly rural,Non-WUI,Circuit miles,exact,151.91,,,SDG&E,2023,2,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 7,21,N21,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T7R-fc17ca2d4e5ed525,1070000011,1.d.2.c.ii,exact_dimensions_and_unit,1. Overhead circuit miles,Distribution,HFTD Tier 2,Highly rural,Non-WUI,Circuit miles,exact,151.91,,,SDG&E,2023,3,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 7,21,O21,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T7R-6723a0b6cc7bf16e,1070000011,1.d.2.c.ii,exact_dimensions_and_unit,1. Overhead circuit miles,Distribution,HFTD Tier 2,Highly rural,Non-WUI,Circuit miles,exact,151.89,,,SDG&E,2023,4,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 7,21,P21,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T7R-b651ddb19b2f3b17,1070000012,1.d.3.a.i,exact_dimensions_and_unit,1. Overhead circuit miles,Distribution,HFTD Tier 3,Urban,WUI,Circuit miles,exact,4.776,,,SDG&E,2023,1,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 7,22,M22,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T7R-06dd12802f8a3408,1070000012,1.d.3.a.i,exact_dimensions_and_unit,1. Overhead circuit miles,Distribution,HFTD Tier 3,Urban,WUI,Circuit miles,exact,4.9,,,SDG&E,2023,2,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 7,22,N22,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T7R-5d83d00e500acf2d,1070000012,1.d.3.a.i,exact_dimensions_and_unit,1. Overhead circuit miles,Distribution,HFTD Tier 3,Urban,WUI,Circuit miles,exact,4.9,,,SDG&E,2023,3,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 7,22,O22,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T7R-94e40e07cca63b3a,1070000012,1.d.3.a.i,exact_dimensions_and_unit,1. Overhead circuit miles,Distribution,HFTD Tier 3,Urban,WUI,Circuit miles,exact,4.9,,,SDG&E,2023,4,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 7,22,P22,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T7R-09fe4ca5e6d8887f,1070000013,1.d.3.a.ii,exact_dimensions_and_unit,1. Overhead circuit miles,Distribution,HFTD Tier 3,Urban,Non-WUI,Circuit miles,exact,0.04,,,SDG&E,2023,1,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 7,23,M23,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T7R-24287773f7068aa9,1070000013,1.d.3.a.ii,exact_dimensions_and_unit,1. Overhead circuit miles,Distribution,HFTD Tier 3,Urban,Non-WUI,Circuit miles,exact,0.04,,,SDG&E,2023,2,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 7,23,N23,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T7R-9e27465cbc0ee565,1070000013,1.d.3.a.ii,exact_dimensions_and_unit,1. Overhead circuit miles,Distribution,HFTD Tier 3,Urban,Non-WUI,Circuit miles,exact,0.04,,,SDG&E,2023,3,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 7,23,O23,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T7R-f14ae013696a3f1b,1070000013,1.d.3.a.ii,exact_dimensions_and_unit,1. Overhead circuit miles,Distribution,HFTD Tier 3,Urban,Non-WUI,Circuit miles,exact,0.04,,,SDG&E,2023,4,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 7,23,P23,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T7R-3e746e55f29b911a,1070000014,1.d.3.b.i,exact_dimensions_and_unit,1. Overhead circuit miles,Distribution,HFTD Tier 3,Rural,WUI,Circuit miles,exact,650.348,,,SDG&E,2023,1,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 7,24,M24,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T7R-41f7f5b423ba7157,1070000014,1.d.3.b.i,exact_dimensions_and_unit,1. Overhead circuit miles,Distribution,HFTD Tier 3,Rural,WUI,Circuit miles,exact,651.92,,,SDG&E,2023,2,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 7,24,N24,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T7R-27dd34dc5049e037,1070000014,1.d.3.b.i,exact_dimensions_and_unit,1. Overhead circuit miles,Distribution,HFTD Tier 3,Rural,WUI,Circuit miles,exact,650.48,,,SDG&E,2023,3,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 7,24,O24,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T7R-f88e7501a0b7e770,1070000014,1.d.3.b.i,exact_dimensions_and_unit,1. Overhead circuit miles,Distribution,HFTD Tier 3,Rural,WUI,Circuit miles,exact,644.55,,,SDG&E,2023,4,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 7,24,P24,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T7R-2a8c8b01c5640ab7,1070000015,1.d.3.b.ii,exact_dimensions_and_unit,1. Overhead circuit miles,Distribution,HFTD Tier 3,Rural,Non-WUI,Circuit miles,exact,773.666,,,SDG&E,2023,1,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 7,25,M25,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T7R-7d993f4e775d2b3c,1070000015,1.d.3.b.ii,exact_dimensions_and_unit,1. Overhead circuit miles,Distribution,HFTD Tier 3,Rural,Non-WUI,Circuit miles,exact,774.78,,,SDG&E,2023,2,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 7,25,N25,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T7R-a17b8f9b96287b44,1070000015,1.d.3.b.ii,exact_dimensions_and_unit,1. Overhead circuit miles,Distribution,HFTD Tier 3,Rural,Non-WUI,Circuit miles,exact,774.96,,,SDG&E,2023,3,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 7,25,O25,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T7R-57abbb4fc6b0c7d4,1070000015,1.d.3.b.ii,exact_dimensions_and_unit,1. Overhead circuit miles,Distribution,HFTD Tier 3,Rural,Non-WUI,Circuit miles,exact,770.99,,,SDG&E,2023,4,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 7,25,P25,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T7R-29aa4620833b2c31,1070000016,1.d.3.c.i,exact_dimensions_and_unit,1. Overhead circuit miles,Distribution,HFTD Tier 3,Highly rural,WUI,Circuit miles,exact,25.921,,,SDG&E,2023,1,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 7,26,M26,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T7R-43bd83cee9cefe3d,1070000016,1.d.3.c.i,exact_dimensions_and_unit,1. Overhead circuit miles,Distribution,HFTD Tier 3,Highly rural,WUI,Circuit miles,exact,26.02,,,SDG&E,2023,2,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 7,26,N26,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T7R-0ee23d1a7488439e,1070000016,1.d.3.c.i,exact_dimensions_and_unit,1. Overhead circuit miles,Distribution,HFTD Tier 3,Highly rural,WUI,Circuit miles,exact,25.53,,,SDG&E,2023,3,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 7,26,O26,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T7R-e4b17122025fdda3,1070000016,1.d.3.c.i,exact_dimensions_and_unit,1. Overhead circuit miles,Distribution,HFTD Tier 3,Highly rural,WUI,Circuit miles,exact,25.51,,,SDG&E,2023,4,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 7,26,P26,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T7R-df0a5f43c1a0bacd,1070000017,1.d.3.c.ii,exact_dimensions_and_unit,1. Overhead circuit miles,Distribution,HFTD Tier 3,Highly rural,Non-WUI,Circuit miles,exact,162.854,,,SDG&E,2023,1,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 7,27,M27,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T7R-cfd8d12a93bf6629,1070000017,1.d.3.c.ii,exact_dimensions_and_unit,1. Overhead circuit miles,Distribution,HFTD Tier 3,Highly rural,Non-WUI,Circuit miles,exact,163.11,,,SDG&E,2023,2,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 7,27,N27,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
