record_id,comparison_group_id,metric_number,mapped_v4_metric_number,initiative_mapping_status,tracking_id_normalized,group_tracking_ids,wmp_category,wmp_initiative,wmp_activity,expense_type,hftd_tier,unit_canonical,actual_value_canonical,primary_driver_targeted,secondary_drivers_targeted,year_initiated,most_recent_proceeding,memorandum_account,current_compliance_status,associated_rules,other_spend_category,comments,blank_meaning,utility_id,reporting_year,schema_version,source_revision,source_file,source_sheet,source_row,source_value_cell,guideline_url
T11R-085a7cdf5d77f8d0,T11-a0f528d167ee38,,3110000054,component_of_v4_tracking_id_group,WMP.468,WMP.466;WMP.467;WMP.468;WMP.558,"Grid Design, Operations, and Maintenance",Grid Design and System Hardening,Other technologies and systems not listed above,OPEX,Territory,$ Thousands,12679.96519,"PSPS - for sectionalization, etc.",NA,2020,NA,WMPMA,Exceeds,P.U. Code § 451,NA,Standby Power Programs,,SDG&E,2023,v3.1,0,SDGE_2023_Q4_Tables1-15.xlsx,Table 11,32,AF32,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T11R-208ec5df206e2707,T11-a0f528d167ee38,,3110000055,component_of_v4_tracking_id_group,WMP.468,WMP.466;WMP.467;WMP.468;WMP.558,"Grid Design, Operations, and Maintenance",Grid Design and System Hardening,Other technologies and systems not listed above,OPEX,HFTD,$ Thousands,12679.96519,"PSPS - for sectionalization, etc.",NA,2020,NA,WMPMA,Exceeds,P.U. Code § 451,NA,Standby Power Programs,,SDG&E,2023,v3.1,0,SDGE_2023_Q4_Tables1-15.xlsx,Table 11,32,AG32,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T11R-1b3db3bd27207d77,T11-a0f528d167ee38,,3110000052,component_of_v4_tracking_id_group,WMP.466,WMP.466;WMP.467;WMP.468;WMP.558,"Grid Design, Operations, and Maintenance",Grid Design and System Hardening,Other technologies and systems not listed above,CAPEX,Territory,$ Thousands,0,"PSPS - for sectionalization, etc.",NA,2020,NA,WMPMA,Exceeds,P.U. Code § 451,NA,Generator Grant Program,,SDG&E,2023,v3.1,0,SDGE_2023_Q4_Tables1-15.xlsx,Table 11,33,AD33,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T11R-222f08bfe52e5658,T11-a0f528d167ee38,,3110000053,component_of_v4_tracking_id_group,WMP.466,WMP.466;WMP.467;WMP.468;WMP.558,"Grid Design, Operations, and Maintenance",Grid Design and System Hardening,Other technologies and systems not listed above,CAPEX,HFTD,$ Thousands,0,"PSPS - for sectionalization, etc.",NA,2020,NA,WMPMA,Exceeds,P.U. Code § 451,NA,Generator Grant Program,,SDG&E,2023,v3.1,0,SDGE_2023_Q4_Tables1-15.xlsx,Table 11,33,AE33,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T11R-9b9fcf1f46f1efb5,T11-a0f528d167ee38,,3110000054,component_of_v4_tracking_id_group,WMP.466,WMP.466;WMP.467;WMP.468;WMP.558,"Grid Design, Operations, and Maintenance",Grid Design and System Hardening,Other technologies and systems not listed above,OPEX,Territory,$ Thousands,5407.13653,"PSPS - for sectionalization, etc.",NA,2020,NA,WMPMA,Exceeds,P.U. Code § 451,NA,Generator Grant Program,,SDG&E,2023,v3.1,0,SDGE_2023_Q4_Tables1-15.xlsx,Table 11,33,AF33,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T11R-374fc1f6f6bd91c2,T11-a0f528d167ee38,,3110000055,component_of_v4_tracking_id_group,WMP.466,WMP.466;WMP.467;WMP.468;WMP.558,"Grid Design, Operations, and Maintenance",Grid Design and System Hardening,Other technologies and systems not listed above,OPEX,HFTD,$ Thousands,5407.13653,"PSPS - for sectionalization, etc.",NA,2020,NA,WMPMA,Exceeds,P.U. Code § 451,NA,Generator Grant Program,,SDG&E,2023,v3.1,0,SDGE_2023_Q4_Tables1-15.xlsx,Table 11,33,AG33,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T11R-271c529df0ec151c,T11-a0f528d167ee38,,3110000052,component_of_v4_tracking_id_group,WMP.467,WMP.466;WMP.467;WMP.468;WMP.558,"Grid Design, Operations, and Maintenance",Grid Design and System Hardening,Other technologies and systems not listed above,CAPEX,Territory,$ Thousands,0,"PSPS - for sectionalization, etc.",NA,2020,NA,WMPMA,Exceeds,P.U. Code § 451,NA,Generator Assistance Program,,SDG&E,2023,v3.1,0,SDGE_2023_Q4_Tables1-15.xlsx,Table 11,34,AD34,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T11R-2529fb7e6e3f6f13,T11-a0f528d167ee38,,3110000053,component_of_v4_tracking_id_group,WMP.467,WMP.466;WMP.467;WMP.468;WMP.558,"Grid Design, Operations, and Maintenance",Grid Design and System Hardening,Other technologies and systems not listed above,CAPEX,HFTD,$ Thousands,0,"PSPS - for sectionalization, etc.",NA,2020,NA,WMPMA,Exceeds,P.U. Code § 451,NA,Generator Assistance Program,,SDG&E,2023,v3.1,0,SDGE_2023_Q4_Tables1-15.xlsx,Table 11,34,AE34,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T11R-3aebad6b439aa143,T11-a0f528d167ee38,,3110000054,component_of_v4_tracking_id_group,WMP.467,WMP.466;WMP.467;WMP.468;WMP.558,"Grid Design, Operations, and Maintenance",Grid Design and System Hardening,Other technologies and systems not listed above,OPEX,Territory,$ Thousands,547.08271,"PSPS - for sectionalization, etc.",NA,2020,NA,WMPMA,Exceeds,P.U. Code § 451,NA,Generator Assistance Program,,SDG&E,2023,v3.1,0,SDGE_2023_Q4_Tables1-15.xlsx,Table 11,34,AF34,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T11R-94143161ba0b5e64,T11-a0f528d167ee38,,3110000055,component_of_v4_tracking_id_group,WMP.467,WMP.466;WMP.467;WMP.468;WMP.558,"Grid Design, Operations, and Maintenance",Grid Design and System Hardening,Other technologies and systems not listed above,OPEX,HFTD,$ Thousands,547.08271,"PSPS - for sectionalization, etc.",NA,2020,NA,WMPMA,Exceeds,P.U. Code § 451,NA,Generator Assistance Program,,SDG&E,2023,v3.1,0,SDGE_2023_Q4_Tables1-15.xlsx,Table 11,34,AG34,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T11R-b081f910d2833075,T11-8c24c165cf2963,,3110000012,component_of_v4_tracking_id_group,WMP.473,WMP.473,"Grid Design, Operations, and Maintenance",Grid Design and System Hardening,Undergrounding of electric lines and/or equipment,CAPEX,Territory,$ Thousands,174778.4583,Other contact with object,Equipment failure,2019,NA,WMPMA,Exceeds,G.O. 95,NA,Strategic Underground,,SDG&E,2023,v3.1,0,SDGE_2023_Q4_Tables1-15.xlsx,Table 11,35,AD35,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T11R-1719a85de5681fc4,T11-8c24c165cf2963,,3110000013,component_of_v4_tracking_id_group,WMP.473,WMP.473,"Grid Design, Operations, and Maintenance",Grid Design and System Hardening,Undergrounding of electric lines and/or equipment,CAPEX,HFTD,$ Thousands,174778.4583,Other contact with object,Equipment failure,2019,NA,WMPMA,Exceeds,G.O. 95,NA,Strategic Underground,,SDG&E,2023,v3.1,0,SDGE_2023_Q4_Tables1-15.xlsx,Table 11,35,AE35,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T11R-b19097035a2439a5,T11-8c24c165cf2963,,3110000014,component_of_v4_tracking_id_group,WMP.473,WMP.473,"Grid Design, Operations, and Maintenance",Grid Design and System Hardening,Undergrounding of electric lines and/or equipment,OPEX,Territory,$ Thousands,428.602,Other contact with object,Equipment failure,2019,NA,WMPMA,Exceeds,G.O. 95,NA,Strategic Underground,,SDG&E,2023,v3.1,0,SDGE_2023_Q4_Tables1-15.xlsx,Table 11,35,AF35,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T11R-ad36763b0dbbc4bc,T11-8c24c165cf2963,,3110000015,component_of_v4_tracking_id_group,WMP.473,WMP.473,"Grid Design, Operations, and Maintenance",Grid Design and System Hardening,Undergrounding of electric lines and/or equipment,OPEX,HFTD,$ Thousands,428.602,Other contact with object,Equipment failure,2019,NA,WMPMA,Exceeds,G.O. 95,NA,Strategic Underground,,SDG&E,2023,v3.1,0,SDGE_2023_Q4_Tables1-15.xlsx,Table 11,35,AG35,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T11R-7a5fd9465dc20e7e,T11-faface135e2c53,,3110000016,component_of_v4_tracking_id_group,WMP.458,WMP.458,"Grid Design, Operations, and Maintenance",Grid Design and System Hardening,Distribution pole replacements and reinforcements,CAPEX,Territory,$ Thousands,0,Equipment failure,NA,NA,NA,NA,NA,NA,NA,NA,,SDG&E,2023,v3.1,0,SDGE_2023_Q4_Tables1-15.xlsx,Table 11,36,AD36,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T11R-83cc90a1c9663e9f,T11-faface135e2c53,,3110000017,component_of_v4_tracking_id_group,WMP.458,WMP.458,"Grid Design, Operations, and Maintenance",Grid Design and System Hardening,Distribution pole replacements and reinforcements,CAPEX,HFTD,$ Thousands,0,Equipment failure,NA,NA,NA,NA,NA,NA,NA,NA,,SDG&E,2023,v3.1,0,SDGE_2023_Q4_Tables1-15.xlsx,Table 11,36,AE36,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T11R-3f4787089836d178,T11-faface135e2c53,,3110000018,component_of_v4_tracking_id_group,WMP.458,WMP.458,"Grid Design, Operations, and Maintenance",Grid Design and System Hardening,Distribution pole replacements and reinforcements,OPEX,Territory,$ Thousands,0,Equipment failure,NA,NA,NA,NA,NA,NA,NA,NA,,SDG&E,2023,v3.1,0,SDGE_2023_Q4_Tables1-15.xlsx,Table 11,36,AF36,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T11R-83507f55743b92d3,T11-faface135e2c53,,3110000019,component_of_v4_tracking_id_group,WMP.458,WMP.458,"Grid Design, Operations, and Maintenance",Grid Design and System Hardening,Distribution pole replacements and reinforcements,OPEX,HFTD,$ Thousands,0,Equipment failure,NA,NA,NA,NA,NA,NA,NA,NA,,SDG&E,2023,v3.1,0,SDGE_2023_Q4_Tables1-15.xlsx,Table 11,36,AG36,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T11R-94999fe31e9a1084,T11-1038b7650a835b,,3110000020,component_of_v4_tracking_id_group,WMP.472,WMP.472,"Grid Design, Operations, and Maintenance",Grid Design and System Hardening,Transmission pole/tower replacements and reinforcements,CAPEX,Territory,$ Thousands,0,Equipment failure,NA,NA,NA,NA,NA,NA,NA,NA,,SDG&E,2023,v3.1,0,SDGE_2023_Q4_Tables1-15.xlsx,Table 11,37,AD37,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T11R-cbe351e44a6bcd1a,T11-1038b7650a835b,,3110000021,component_of_v4_tracking_id_group,WMP.472,WMP.472,"Grid Design, Operations, and Maintenance",Grid Design and System Hardening,Transmission pole/tower replacements and reinforcements,CAPEX,HFTD,$ Thousands,0,Equipment failure,NA,NA,NA,NA,NA,NA,NA,NA,,SDG&E,2023,v3.1,0,SDGE_2023_Q4_Tables1-15.xlsx,Table 11,37,AE37,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T11R-e53807397ba358e3,T11-1038b7650a835b,,3110000022,component_of_v4_tracking_id_group,WMP.472,WMP.472,"Grid Design, Operations, and Maintenance",Grid Design and System Hardening,Transmission pole/tower replacements and reinforcements,OPEX,Territory,$ Thousands,0,Equipment failure,NA,NA,NA,NA,NA,NA,NA,NA,,SDG&E,2023,v3.1,0,SDGE_2023_Q4_Tables1-15.xlsx,Table 11,37,AF37,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T11R-13489d5c77765742,T11-1038b7650a835b,,3110000023,component_of_v4_tracking_id_group,WMP.472,WMP.472,"Grid Design, Operations, and Maintenance",Grid Design and System Hardening,Transmission pole/tower replacements and reinforcements,OPEX,HFTD,$ Thousands,0,Equipment failure,NA,NA,NA,NA,NA,NA,NA,NA,,SDG&E,2023,v3.1,0,SDGE_2023_Q4_Tables1-15.xlsx,Table 11,37,AG37,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T11R-184733d53150147e,T11-592d9fbc719dd1,,3110000024,component_of_v4_tracking_id_group,WMP.475,WMP.1016;WMP.1017;WMP.475;WMP.543;WMP.545,"Grid Design, Operations, and Maintenance",Grid Design and System Hardening,Traditional overhead hardening,CAPEX,Territory,$ Thousands,6068.61492,Equipment failure,Other contact with object,2009,2019 GRC,NA,Exceeds,G.O. 95,NA,Distribution OH System Hardening,,SDG&E,2023,v3.1,0,SDGE_2023_Q4_Tables1-15.xlsx,Table 11,38,AD38,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T11R-e1f17a252d80950b,T11-592d9fbc719dd1,,3110000025,component_of_v4_tracking_id_group,WMP.475,WMP.1016;WMP.1017;WMP.475;WMP.543;WMP.545,"Grid Design, Operations, and Maintenance",Grid Design and System Hardening,Traditional overhead hardening,CAPEX,HFTD,$ Thousands,6068.61492,Equipment failure,Other contact with object,2009,2019 GRC,NA,Exceeds,G.O. 95,NA,Distribution OH System Hardening,,SDG&E,2023,v3.1,0,SDGE_2023_Q4_Tables1-15.xlsx,Table 11,38,AE38,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T11R-a16005d6f7f47a28,T11-592d9fbc719dd1,,3110000026,component_of_v4_tracking_id_group,WMP.475,WMP.1016;WMP.1017;WMP.475;WMP.543;WMP.545,"Grid Design, Operations, and Maintenance",Grid Design and System Hardening,Traditional overhead hardening,OPEX,Territory,$ Thousands,1168.02333,Equipment failure,Other contact with object,2009,2019 GRC,NA,Exceeds,G.O. 95,NA,Distribution OH System Hardening,,SDG&E,2023,v3.1,0,SDGE_2023_Q4_Tables1-15.xlsx,Table 11,38,AF38,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T11R-b94c6491467be28a,T11-592d9fbc719dd1,,3110000027,component_of_v4_tracking_id_group,WMP.475,WMP.1016;WMP.1017;WMP.475;WMP.543;WMP.545,"Grid Design, Operations, and Maintenance",Grid Design and System Hardening,Traditional overhead hardening,OPEX,HFTD,$ Thousands,1168.02333,Equipment failure,Other contact with object,2009,2019 GRC,NA,Exceeds,G.O. 95,NA,Distribution OH System Hardening,,SDG&E,2023,v3.1,0,SDGE_2023_Q4_Tables1-15.xlsx,Table 11,38,AG38,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T11R-d687ee22ae006f1e,T11-592d9fbc719dd1,,3110000024,component_of_v4_tracking_id_group,WMP.543,WMP.1016;WMP.1017;WMP.475;WMP.543;WMP.545,"Grid Design, Operations, and Maintenance",Grid Design and System Hardening,Traditional overhead hardening,CAPEX,Territory,$ Thousands,0,Equipment failure,Other contact with object,2009,NA,NA,Exceeds,G.O. 95,NA,Transmission OH Hardening,,SDG&E,2023,v3.1,0,SDGE_2023_Q4_Tables1-15.xlsx,Table 11,39,AD39,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T11R-aaba0003feb7d3c9,T11-592d9fbc719dd1,,3110000025,component_of_v4_tracking_id_group,WMP.543,WMP.1016;WMP.1017;WMP.475;WMP.543;WMP.545,"Grid Design, Operations, and Maintenance",Grid Design and System Hardening,Traditional overhead hardening,CAPEX,HFTD,$ Thousands,0,Equipment failure,Other contact with object,2009,NA,NA,Exceeds,G.O. 95,NA,Transmission OH Hardening,,SDG&E,2023,v3.1,0,SDGE_2023_Q4_Tables1-15.xlsx,Table 11,39,AE39,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T11R-bb1ed4e055ebd7a6,T11-592d9fbc719dd1,,3110000026,component_of_v4_tracking_id_group,WMP.543,WMP.1016;WMP.1017;WMP.475;WMP.543;WMP.545,"Grid Design, Operations, and Maintenance",Grid Design and System Hardening,Traditional overhead hardening,OPEX,Territory,$ Thousands,0,Equipment failure,Other contact with object,2009,NA,NA,Exceeds,G.O. 95,NA,Transmission OH Hardening,,SDG&E,2023,v3.1,0,SDGE_2023_Q4_Tables1-15.xlsx,Table 11,39,AF39,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T11R-546f6080f1c9ccea,T11-592d9fbc719dd1,,3110000027,component_of_v4_tracking_id_group,WMP.543,WMP.1016;WMP.1017;WMP.475;WMP.543;WMP.545,"Grid Design, Operations, and Maintenance",Grid Design and System Hardening,Traditional overhead hardening,OPEX,HFTD,$ Thousands,0,Equipment failure,Other contact with object,2009,NA,NA,Exceeds,G.O. 95,NA,Transmission OH Hardening,,SDG&E,2023,v3.1,0,SDGE_2023_Q4_Tables1-15.xlsx,Table 11,39,AG39,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T11R-99ea9d6790bc43fc,T11-592d9fbc719dd1,,3110000024,component_of_v4_tracking_id_group,WMP.545,WMP.1016;WMP.1017;WMP.475;WMP.543;WMP.545,"Grid Design, Operations, and Maintenance",Grid Design and System Hardening,Traditional overhead hardening,CAPEX,Territory,$ Thousands,14326.17884,Equipment failure,Other contact with object,2009,2019 GRC,NA,Exceeds,G.O. 95,NA,Transmission OH Hardening - Distribution Underbuild,,SDG&E,2023,v3.1,0,SDGE_2023_Q4_Tables1-15.xlsx,Table 11,40,AD40,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T11R-495e8e145d73a4b1,T11-592d9fbc719dd1,,3110000025,component_of_v4_tracking_id_group,WMP.545,WMP.1016;WMP.1017;WMP.475;WMP.543;WMP.545,"Grid Design, Operations, and Maintenance",Grid Design and System Hardening,Traditional overhead hardening,CAPEX,HFTD,$ Thousands,14326.17884,Equipment failure,Other contact with object,2009,2019 GRC,NA,Exceeds,G.O. 95,NA,Transmission OH Hardening - Distribution Underbuild,,SDG&E,2023,v3.1,0,SDGE_2023_Q4_Tables1-15.xlsx,Table 11,40,AE40,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T11R-e10915763a583884,T11-592d9fbc719dd1,,3110000026,component_of_v4_tracking_id_group,WMP.545,WMP.1016;WMP.1017;WMP.475;WMP.543;WMP.545,"Grid Design, Operations, and Maintenance",Grid Design and System Hardening,Traditional overhead hardening,OPEX,Territory,$ Thousands,0.38446,Equipment failure,Other contact with object,2009,2019 GRC,NA,Exceeds,G.O. 95,NA,Transmission OH Hardening - Distribution Underbuild,,SDG&E,2023,v3.1,0,SDGE_2023_Q4_Tables1-15.xlsx,Table 11,40,AF40,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T11R-fc3c96f6bf5b7358,T11-592d9fbc719dd1,,3110000027,component_of_v4_tracking_id_group,WMP.545,WMP.1016;WMP.1017;WMP.475;WMP.543;WMP.545,"Grid Design, Operations, and Maintenance",Grid Design and System Hardening,Traditional overhead hardening,OPEX,HFTD,$ Thousands,0.38446,Equipment failure,Other contact with object,2009,2019 GRC,NA,Exceeds,G.O. 95,NA,Transmission OH Hardening - Distribution Underbuild,,SDG&E,2023,v3.1,0,SDGE_2023_Q4_Tables1-15.xlsx,Table 11,40,AG40,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T11R-db3cb3803aa1aa97,T11-c76bdf0f064121,,3110000032,component_of_v4_tracking_id_group,WMP.462,WMP.462,"Grid Design, Operations, and Maintenance",Grid Design and System Hardening,Microgrids,CAPEX,Territory,$ Thousands,3197.26767,"PSPS - for sectionalization, etc.",NA,2019,NA,WMPMA,Exceeds,P.U. Code § 451,NA,NA,,SDG&E,2023,v3.1,0,SDGE_2023_Q4_Tables1-15.xlsx,Table 11,41,AD41,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T11R-8c58b221fa3ed22a,T11-c76bdf0f064121,,3110000033,component_of_v4_tracking_id_group,WMP.462,WMP.462,"Grid Design, Operations, and Maintenance",Grid Design and System Hardening,Microgrids,CAPEX,HFTD,$ Thousands,1065.75589,"PSPS - for sectionalization, etc.",NA,2019,NA,WMPMA,Exceeds,P.U. Code § 451,NA,NA,,SDG&E,2023,v3.1,0,SDGE_2023_Q4_Tables1-15.xlsx,Table 11,41,AE41,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T11R-0f63c631488aea38,T11-c76bdf0f064121,,3110000034,component_of_v4_tracking_id_group,WMP.462,WMP.462,"Grid Design, Operations, and Maintenance",Grid Design and System Hardening,Microgrids,OPEX,Territory,$ Thousands,1104.78574,"PSPS - for sectionalization, etc.",NA,2019,NA,WMPMA,Exceeds,P.U. Code § 451,NA,NA,,SDG&E,2023,v3.1,0,SDGE_2023_Q4_Tables1-15.xlsx,Table 11,41,AF41,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T11R-8f45b71b8e86da59,T11-c76bdf0f064121,,3110000035,component_of_v4_tracking_id_group,WMP.462,WMP.462,"Grid Design, Operations, and Maintenance",Grid Design and System Hardening,Microgrids,OPEX,HFTD,$ Thousands,368.2619133,"PSPS - for sectionalization, etc.",NA,2019,NA,WMPMA,Exceeds,P.U. Code § 451,NA,NA,,SDG&E,2023,v3.1,0,SDGE_2023_Q4_Tables1-15.xlsx,Table 11,41,AG41,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T11R-f681feb939498ee6,T11-24ae7b7643ba60,,3110000036,component_of_v4_tracking_id_group,WMP.463,WMP.463;WMP.549,"Grid Design, Operations, and Maintenance",Grid Design and System Hardening,Installation of system automation equipment,CAPEX,Territory,$ Thousands,16297.89986,"PSPS - for sectionalization, etc.",NA,2011,NA,WMPMA,Exceeds,P.U. Code § 451,NA,Advanced Protection,,SDG&E,2023,v3.1,0,SDGE_2023_Q4_Tables1-15.xlsx,Table 11,42,AD42,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T11R-2cb28bbdad93df26,T11-24ae7b7643ba60,,3110000037,component_of_v4_tracking_id_group,WMP.463,WMP.463;WMP.549,"Grid Design, Operations, and Maintenance",Grid Design and System Hardening,Installation of system automation equipment,CAPEX,HFTD,$ Thousands,16297.89986,"PSPS - for sectionalization, etc.",NA,2011,NA,WMPMA,Exceeds,P.U. Code § 451,NA,Advanced Protection,,SDG&E,2023,v3.1,0,SDGE_2023_Q4_Tables1-15.xlsx,Table 11,42,AE42,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T11R-3c7384b2fdd0f8f3,T11-24ae7b7643ba60,,3110000038,component_of_v4_tracking_id_group,WMP.463,WMP.463;WMP.549,"Grid Design, Operations, and Maintenance",Grid Design and System Hardening,Installation of system automation equipment,OPEX,Territory,$ Thousands,193.90603,"PSPS - for sectionalization, etc.",NA,2011,NA,WMPMA,Exceeds,P.U. Code § 451,NA,Advanced Protection,,SDG&E,2023,v3.1,0,SDGE_2023_Q4_Tables1-15.xlsx,Table 11,42,AF42,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T11R-89020184d9fe0e1b,T11-24ae7b7643ba60,,3110000039,component_of_v4_tracking_id_group,WMP.463,WMP.463;WMP.549,"Grid Design, Operations, and Maintenance",Grid Design and System Hardening,Installation of system automation equipment,OPEX,HFTD,$ Thousands,193.90603,"PSPS - for sectionalization, etc.",NA,2011,NA,WMPMA,Exceeds,P.U. Code § 451,NA,Advanced Protection,,SDG&E,2023,v3.1,0,SDGE_2023_Q4_Tables1-15.xlsx,Table 11,42,AG42,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T11R-9a96b99ee178db11,T11-b349e41c9d65f5,,3110000144,component_of_v4_tracking_id_group,WMP.1195,WMP.1195,Situational Awareness and Forecasting,Grid Monitoring Systems,,CAPEX,Territory,$ Thousands,6060.70738,Wildfire Exposure,NA,2023,NA,NA,NA,NA,NA,Early Fault Detection,,SDG&E,2023,v3.1,0,SDGE_2023_Q4_Tables1-15.xlsx,Table 11,43,AD43,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T11R-3a91d58603bad5b8,T11-b349e41c9d65f5,,3110000145,component_of_v4_tracking_id_group,WMP.1195,WMP.1195,Situational Awareness and Forecasting,Grid Monitoring Systems,,CAPEX,HFTD,$ Thousands,6060.70738,Wildfire Exposure,NA,2023,NA,NA,NA,NA,NA,Early Fault Detection,,SDG&E,2023,v3.1,0,SDGE_2023_Q4_Tables1-15.xlsx,Table 11,43,AE43,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T11R-efc59559417c1177,T11-b349e41c9d65f5,,3110000146,component_of_v4_tracking_id_group,WMP.1195,WMP.1195,Situational Awareness and Forecasting,Grid Monitoring Systems,,OPEX,Territory,$ Thousands,3.591,Wildfire Exposure,NA,2023,NA,NA,NA,NA,NA,Early Fault Detection,,SDG&E,2023,v3.1,0,SDGE_2023_Q4_Tables1-15.xlsx,Table 11,43,AF43,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T11R-b7ac315a6f7d64ed,T11-b349e41c9d65f5,,3110000147,component_of_v4_tracking_id_group,WMP.1195,WMP.1195,Situational Awareness and Forecasting,Grid Monitoring Systems,,OPEX,HFTD,$ Thousands,3.591,Wildfire Exposure,NA,2023,NA,NA,NA,NA,NA,Early Fault Detection,,SDG&E,2023,v3.1,0,SDGE_2023_Q4_Tables1-15.xlsx,Table 11,43,AG43,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T11R-57262fa0cdb16743,T11-24ae7b7643ba60,,3110000036,component_of_v4_tracking_id_group,WMP.549,WMP.463;WMP.549,"Grid Design, Operations, and Maintenance",Grid Design and System Hardening,Installation of system automation equipment,CAPEX,Territory,$ Thousands,75714.4907,Wildfire Exposure Potential,PSPS exposure potential,2010,2019 GRC,NA,NA,P.U. Code § 451,NA,Distribution Communications Reliability Improvements,,SDG&E,2023,v3.1,0,SDGE_2023_Q4_Tables1-15.xlsx,Table 11,44,AD44,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T11R-b5c40489ee0ca03f,T11-24ae7b7643ba60,,3110000037,component_of_v4_tracking_id_group,WMP.549,WMP.463;WMP.549,"Grid Design, Operations, and Maintenance",Grid Design and System Hardening,Installation of system automation equipment,CAPEX,HFTD,$ Thousands,60069.73263,Wildfire Exposure Potential,PSPS exposure potential,2010,2019 GRC,NA,NA,P.U. Code § 451,NA,Distribution Communications Reliability Improvements,,SDG&E,2023,v3.1,0,SDGE_2023_Q4_Tables1-15.xlsx,Table 11,44,AE44,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
