record_id,comparison_group_id,metric_number,mapped_v4_metric_number,initiative_mapping_status,tracking_id_normalized,group_tracking_ids,wmp_category,wmp_initiative,wmp_activity,expense_type,hftd_tier,unit_canonical,actual_value_canonical,primary_driver_targeted,secondary_drivers_targeted,year_initiated,most_recent_proceeding,memorandum_account,current_compliance_status,associated_rules,other_spend_category,comments,blank_meaning,utility_id,reporting_year,schema_version,source_revision,source_file,source_sheet,source_row,source_value_cell,guideline_url
T11R-2b8919e2fe7da168,T11-e859c30695f57d,,3110000058,component_of_v4_tracking_id_group,WMP.478,WMP.1190;WMP.1509;WMP.478;WMP.479;WMP.481;WMP.482;WMP.483;WMP.484;WMP.488;WMP.489;WMP.492;WMP.551;WMP.552;WMP.555,"Grid Design, Operations, and Maintenance",Asset Inspections,,OPEX,Territory,$ Thousands,480,Equipment failure,NA,1997,2019 GRC,NA,Meets,G.O. 95,NA,Distribution Overhead Detailed Inspections,,SDG&E,2024,v3.2,Petition amendment R0,TN16400_20250728T143441_SDGE_2025_Petition_to_Amend_Tables_1_11_and_12_R0xlsx.xlsx,Table 11,48,P48,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=56226&shareable=true
T11R-fa3a2d9a590064be,T11-e859c30695f57d,,3110000059,component_of_v4_tracking_id_group,WMP.478,WMP.1190;WMP.1509;WMP.478;WMP.479;WMP.481;WMP.482;WMP.483;WMP.484;WMP.488;WMP.489;WMP.492;WMP.551;WMP.552;WMP.555,"Grid Design, Operations, and Maintenance",Asset Inspections,,OPEX,HFTD,$ Thousands,480,Equipment failure,NA,1997,2019 GRC,NA,Meets,G.O. 95,NA,Distribution Overhead Detailed Inspections,,SDG&E,2024,v3.2,Petition amendment R0,TN16400_20250728T143441_SDGE_2025_Petition_to_Amend_Tables_1_11_and_12_R0xlsx.xlsx,Table 11,48,Q48,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=56226&shareable=true
T11R-bcf4ca7200c6e069,T11-e859c30695f57d,,3110000056,component_of_v4_tracking_id_group,WMP.479,WMP.1190;WMP.1509;WMP.478;WMP.479;WMP.481;WMP.482;WMP.483;WMP.484;WMP.488;WMP.489;WMP.492;WMP.551;WMP.552;WMP.555,"Grid Design, Operations, and Maintenance",Asset Inspections,,CAPEX,Territory,$ Thousands,1024.4328159999998,Equipment failure,NA,1997,NA,NA,Meets,G.O. 95,NA,Transmission Overhead Detailed Inspections,,SDG&E,2024,v3.2,Petition amendment R0,TN16400_20250728T143441_SDGE_2025_Petition_to_Amend_Tables_1_11_and_12_R0xlsx.xlsx,Table 11,49,N49,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=56226&shareable=true
T11R-ac4ce8f1c846dad3,T11-e859c30695f57d,,3110000057,component_of_v4_tracking_id_group,WMP.479,WMP.1190;WMP.1509;WMP.478;WMP.479;WMP.481;WMP.482;WMP.483;WMP.484;WMP.488;WMP.489;WMP.492;WMP.551;WMP.552;WMP.555,"Grid Design, Operations, and Maintenance",Asset Inspections,,CAPEX,HFTD,$ Thousands,849.5126549006802,Equipment failure,NA,1997,NA,NA,Meets,G.O. 95,NA,Transmission Overhead Detailed Inspections,,SDG&E,2024,v3.2,Petition amendment R0,TN16400_20250728T143441_SDGE_2025_Petition_to_Amend_Tables_1_11_and_12_R0xlsx.xlsx,Table 11,49,O49,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=56226&shareable=true
T11R-ad1a6886e990524e,T11-e859c30695f57d,,3110000058,component_of_v4_tracking_id_group,WMP.479,WMP.1190;WMP.1509;WMP.478;WMP.479;WMP.481;WMP.482;WMP.483;WMP.484;WMP.488;WMP.489;WMP.492;WMP.551;WMP.552;WMP.555,"Grid Design, Operations, and Maintenance",Asset Inspections,,OPEX,Territory,$ Thousands,6,Equipment failure,NA,1997,NA,NA,Meets,G.O. 95,NA,Transmission Overhead Detailed Inspections,,SDG&E,2024,v3.2,Petition amendment R0,TN16400_20250728T143441_SDGE_2025_Petition_to_Amend_Tables_1_11_and_12_R0xlsx.xlsx,Table 11,49,P49,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=56226&shareable=true
T11R-8fe8f52d31d5ad4c,T11-e859c30695f57d,,3110000059,component_of_v4_tracking_id_group,WMP.479,WMP.1190;WMP.1509;WMP.478;WMP.479;WMP.481;WMP.482;WMP.483;WMP.484;WMP.488;WMP.489;WMP.492;WMP.551;WMP.552;WMP.555,"Grid Design, Operations, and Maintenance",Asset Inspections,,OPEX,HFTD,$ Thousands,4.975510204081632,Equipment failure,NA,1997,NA,NA,Meets,G.O. 95,NA,Transmission Overhead Detailed Inspections,,SDG&E,2024,v3.2,Petition amendment R0,TN16400_20250728T143441_SDGE_2025_Petition_to_Amend_Tables_1_11_and_12_R0xlsx.xlsx,Table 11,49,Q49,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=56226&shareable=true
T11R-cd14893b495dfa4d,T11-e859c30695f57d,,3110000056,component_of_v4_tracking_id_group,WMP.481,WMP.1190;WMP.1509;WMP.478;WMP.479;WMP.481;WMP.482;WMP.483;WMP.484;WMP.488;WMP.489;WMP.492;WMP.551;WMP.552;WMP.555,"Grid Design, Operations, and Maintenance",Asset Inspections,,CAPEX,Territory,$ Thousands,0,Equipment failure,NA,2020,NA,WMPMA,Exceeds,P.U. Code § 451,NA,Distribution Infrared Inspections,,SDG&E,2024,v3.2,Petition amendment R0,TN16400_20250728T143441_SDGE_2025_Petition_to_Amend_Tables_1_11_and_12_R0xlsx.xlsx,Table 11,50,N50,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=56226&shareable=true
T11R-5e4fe546089829d2,T11-e859c30695f57d,,3110000057,component_of_v4_tracking_id_group,WMP.481,WMP.1190;WMP.1509;WMP.478;WMP.479;WMP.481;WMP.482;WMP.483;WMP.484;WMP.488;WMP.489;WMP.492;WMP.551;WMP.552;WMP.555,"Grid Design, Operations, and Maintenance",Asset Inspections,,CAPEX,HFTD,$ Thousands,0,Equipment failure,NA,2020,NA,WMPMA,Exceeds,P.U. Code § 451,NA,Distribution Infrared Inspections,,SDG&E,2024,v3.2,Petition amendment R0,TN16400_20250728T143441_SDGE_2025_Petition_to_Amend_Tables_1_11_and_12_R0xlsx.xlsx,Table 11,50,O50,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=56226&shareable=true
T11R-40e6e148fa9c236a,T11-e859c30695f57d,,3110000058,component_of_v4_tracking_id_group,WMP.481,WMP.1190;WMP.1509;WMP.478;WMP.479;WMP.481;WMP.482;WMP.483;WMP.484;WMP.488;WMP.489;WMP.492;WMP.551;WMP.552;WMP.555,"Grid Design, Operations, and Maintenance",Asset Inspections,,OPEX,Territory,$ Thousands,145,Equipment failure,NA,2020,NA,WMPMA,Exceeds,P.U. Code § 451,NA,Distribution Infrared Inspections,,SDG&E,2024,v3.2,Petition amendment R0,TN16400_20250728T143441_SDGE_2025_Petition_to_Amend_Tables_1_11_and_12_R0xlsx.xlsx,Table 11,50,P50,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=56226&shareable=true
T11R-30e38de00d7f18dc,T11-e859c30695f57d,,3110000059,component_of_v4_tracking_id_group,WMP.481,WMP.1190;WMP.1509;WMP.478;WMP.479;WMP.481;WMP.482;WMP.483;WMP.484;WMP.488;WMP.489;WMP.492;WMP.551;WMP.552;WMP.555,"Grid Design, Operations, and Maintenance",Asset Inspections,,OPEX,HFTD,$ Thousands,75.83150984682713,Equipment failure,NA,2020,NA,WMPMA,Exceeds,P.U. Code § 451,NA,Distribution Infrared Inspections,,SDG&E,2024,v3.2,Petition amendment R0,TN16400_20250728T143441_SDGE_2025_Petition_to_Amend_Tables_1_11_and_12_R0xlsx.xlsx,Table 11,50,Q50,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=56226&shareable=true
T11R-cbd8ccaf9730e7a4,T11-e859c30695f57d,,3110000056,component_of_v4_tracking_id_group,WMP.482,WMP.1190;WMP.1509;WMP.478;WMP.479;WMP.481;WMP.482;WMP.483;WMP.484;WMP.488;WMP.489;WMP.492;WMP.551;WMP.552;WMP.555,"Grid Design, Operations, and Maintenance",Asset Inspections,,CAPEX,Territory,$ Thousands,0,Equipment failure,NA,2010,NA,NA,Meets,P.U. Code § 451,NA,Transmission Infrared Inspections,,SDG&E,2024,v3.2,Petition amendment R0,TN16400_20250728T143441_SDGE_2025_Petition_to_Amend_Tables_1_11_and_12_R0xlsx.xlsx,Table 11,51,N51,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=56226&shareable=true
T11R-0d5f24e949d27974,T11-e859c30695f57d,,3110000057,component_of_v4_tracking_id_group,WMP.482,WMP.1190;WMP.1509;WMP.478;WMP.479;WMP.481;WMP.482;WMP.483;WMP.484;WMP.488;WMP.489;WMP.492;WMP.551;WMP.552;WMP.555,"Grid Design, Operations, and Maintenance",Asset Inspections,,CAPEX,HFTD,$ Thousands,0,Equipment failure,NA,2010,NA,NA,Meets,P.U. Code § 451,NA,Transmission Infrared Inspections,,SDG&E,2024,v3.2,Petition amendment R0,TN16400_20250728T143441_SDGE_2025_Petition_to_Amend_Tables_1_11_and_12_R0xlsx.xlsx,Table 11,51,O51,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=56226&shareable=true
T11R-54bbefe282afde27,T11-e859c30695f57d,,3110000058,component_of_v4_tracking_id_group,WMP.482,WMP.1190;WMP.1509;WMP.478;WMP.479;WMP.481;WMP.482;WMP.483;WMP.484;WMP.488;WMP.489;WMP.492;WMP.551;WMP.552;WMP.555,"Grid Design, Operations, and Maintenance",Asset Inspections,,OPEX,Territory,$ Thousands,0,Equipment failure,NA,2010,NA,NA,Meets,P.U. Code § 451,NA,Transmission Infrared Inspections,,SDG&E,2024,v3.2,Petition amendment R0,TN16400_20250728T143441_SDGE_2025_Petition_to_Amend_Tables_1_11_and_12_R0xlsx.xlsx,Table 11,51,P51,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=56226&shareable=true
T11R-f18b3bd91af5d155,T11-e859c30695f57d,,3110000059,component_of_v4_tracking_id_group,WMP.482,WMP.1190;WMP.1509;WMP.478;WMP.479;WMP.481;WMP.482;WMP.483;WMP.484;WMP.488;WMP.489;WMP.492;WMP.551;WMP.552;WMP.555,"Grid Design, Operations, and Maintenance",Asset Inspections,,OPEX,HFTD,$ Thousands,0,Equipment failure,NA,2010,NA,NA,Meets,P.U. Code § 451,NA,Transmission Infrared Inspections,,SDG&E,2024,v3.2,Petition amendment R0,TN16400_20250728T143441_SDGE_2025_Petition_to_Amend_Tables_1_11_and_12_R0xlsx.xlsx,Table 11,51,Q51,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=56226&shareable=true
T11R-1982556721629ac1,T11-e859c30695f57d,,3110000056,component_of_v4_tracking_id_group,WMP.483,WMP.1190;WMP.1509;WMP.478;WMP.479;WMP.481;WMP.482;WMP.483;WMP.484;WMP.488;WMP.489;WMP.492;WMP.551;WMP.552;WMP.555,"Grid Design, Operations, and Maintenance",Asset Inspections,,CAPEX,Territory,$ Thousands,225,Equipment failure,NA,1997,2019 GRC,NA,Meets,G.O. 95,NA,Distribution Wood Pole Intrusive Inspections,,SDG&E,2024,v3.2,Petition amendment R0,TN16400_20250728T143441_SDGE_2025_Petition_to_Amend_Tables_1_11_and_12_R0xlsx.xlsx,Table 11,52,N52,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=56226&shareable=true
T11R-693a47eecc345ce1,T11-e859c30695f57d,,3110000057,component_of_v4_tracking_id_group,WMP.483,WMP.1190;WMP.1509;WMP.478;WMP.479;WMP.481;WMP.482;WMP.483;WMP.484;WMP.488;WMP.489;WMP.492;WMP.551;WMP.552;WMP.555,"Grid Design, Operations, and Maintenance",Asset Inspections,,CAPEX,HFTD,$ Thousands,225,Equipment failure,NA,1997,2019 GRC,NA,Meets,G.O. 95,NA,Distribution Wood Pole Intrusive Inspections,,SDG&E,2024,v3.2,Petition amendment R0,TN16400_20250728T143441_SDGE_2025_Petition_to_Amend_Tables_1_11_and_12_R0xlsx.xlsx,Table 11,52,O52,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=56226&shareable=true
T11R-9bea8a5143872e5f,T11-e859c30695f57d,,3110000058,component_of_v4_tracking_id_group,WMP.483,WMP.1190;WMP.1509;WMP.478;WMP.479;WMP.481;WMP.482;WMP.483;WMP.484;WMP.488;WMP.489;WMP.492;WMP.551;WMP.552;WMP.555,"Grid Design, Operations, and Maintenance",Asset Inspections,,OPEX,Territory,$ Thousands,71,Equipment failure,NA,1997,2019 GRC,NA,Meets,G.O. 95,NA,Distribution Wood Pole Intrusive Inspections,,SDG&E,2024,v3.2,Petition amendment R0,TN16400_20250728T143441_SDGE_2025_Petition_to_Amend_Tables_1_11_and_12_R0xlsx.xlsx,Table 11,52,P52,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=56226&shareable=true
T11R-b02e9b3ef33dc5a2,T11-e859c30695f57d,,3110000059,component_of_v4_tracking_id_group,WMP.483,WMP.1190;WMP.1509;WMP.478;WMP.479;WMP.481;WMP.482;WMP.483;WMP.484;WMP.488;WMP.489;WMP.492;WMP.551;WMP.552;WMP.555,"Grid Design, Operations, and Maintenance",Asset Inspections,,OPEX,HFTD,$ Thousands,71,Equipment failure,NA,1997,2019 GRC,NA,Meets,G.O. 95,NA,Distribution Wood Pole Intrusive Inspections,,SDG&E,2024,v3.2,Petition amendment R0,TN16400_20250728T143441_SDGE_2025_Petition_to_Amend_Tables_1_11_and_12_R0xlsx.xlsx,Table 11,52,Q52,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=56226&shareable=true
T11R-a5b220faf1ceed5a,T11-e859c30695f57d,,3110000056,component_of_v4_tracking_id_group,WMP.484,WMP.1190;WMP.1509;WMP.478;WMP.479;WMP.481;WMP.482;WMP.483;WMP.484;WMP.488;WMP.489;WMP.492;WMP.551;WMP.552;WMP.555,"Grid Design, Operations, and Maintenance",Asset Inspections,,CAPEX,Territory,$ Thousands,0,Equipment failure,NA,2011,2019 GRC,NA,Exceeds,G.O. 95,NA,LiDAR inspections of Distribution Electric Lines and Equipment,,SDG&E,2024,v3.2,Petition amendment R0,TN16400_20250728T143441_SDGE_2025_Petition_to_Amend_Tables_1_11_and_12_R0xlsx.xlsx,Table 11,53,N53,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=56226&shareable=true
T11R-e08e6fc5b61eb147,T11-e859c30695f57d,,3110000057,component_of_v4_tracking_id_group,WMP.484,WMP.1190;WMP.1509;WMP.478;WMP.479;WMP.481;WMP.482;WMP.483;WMP.484;WMP.488;WMP.489;WMP.492;WMP.551;WMP.552;WMP.555,"Grid Design, Operations, and Maintenance",Asset Inspections,,CAPEX,HFTD,$ Thousands,0,Equipment failure,NA,2011,2019 GRC,NA,Exceeds,G.O. 95,NA,LiDAR inspections of Distribution Electric Lines and Equipment,,SDG&E,2024,v3.2,Petition amendment R0,TN16400_20250728T143441_SDGE_2025_Petition_to_Amend_Tables_1_11_and_12_R0xlsx.xlsx,Table 11,53,O53,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=56226&shareable=true
T11R-4424c8639338f44b,T11-e859c30695f57d,,3110000058,component_of_v4_tracking_id_group,WMP.484,WMP.1190;WMP.1509;WMP.478;WMP.479;WMP.481;WMP.482;WMP.483;WMP.484;WMP.488;WMP.489;WMP.492;WMP.551;WMP.552;WMP.555,"Grid Design, Operations, and Maintenance",Asset Inspections,,OPEX,Territory,$ Thousands,31,Equipment failure,NA,2011,2019 GRC,NA,Exceeds,G.O. 95,NA,LiDAR inspections of Distribution Electric Lines and Equipment,,SDG&E,2024,v3.2,Petition amendment R0,TN16400_20250728T143441_SDGE_2025_Petition_to_Amend_Tables_1_11_and_12_R0xlsx.xlsx,Table 11,53,P53,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=56226&shareable=true
T11R-cc6c846216be56ef,T11-e859c30695f57d,,3110000059,component_of_v4_tracking_id_group,WMP.484,WMP.1190;WMP.1509;WMP.478;WMP.479;WMP.481;WMP.482;WMP.483;WMP.484;WMP.488;WMP.489;WMP.492;WMP.551;WMP.552;WMP.555,"Grid Design, Operations, and Maintenance",Asset Inspections,,OPEX,HFTD,$ Thousands,31,Equipment failure,NA,2011,2019 GRC,NA,Exceeds,G.O. 95,NA,LiDAR inspections of Distribution Electric Lines and Equipment,,SDG&E,2024,v3.2,Petition amendment R0,TN16400_20250728T143441_SDGE_2025_Petition_to_Amend_Tables_1_11_and_12_R0xlsx.xlsx,Table 11,53,Q53,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=56226&shareable=true
T11R-939c337b6bda4f6c,T11-e859c30695f57d,,3110000056,component_of_v4_tracking_id_group,WMP.488,WMP.1190;WMP.1509;WMP.478;WMP.479;WMP.481;WMP.482;WMP.483;WMP.484;WMP.488;WMP.489;WMP.492;WMP.551;WMP.552;WMP.555,"Grid Design, Operations, and Maintenance",Asset Inspections,,CAPEX,Territory,$ Thousands,2408,Equipment failure,NA,1997,2019 GRC,NA,Meets,G.O. 95,NA,Distribution Overhead Patrol Inspections,,SDG&E,2024,v3.2,Petition amendment R0,TN16400_20250728T143441_SDGE_2025_Petition_to_Amend_Tables_1_11_and_12_R0xlsx.xlsx,Table 11,54,N54,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=56226&shareable=true
T11R-15c2b55a12925afe,T11-e859c30695f57d,,3110000057,component_of_v4_tracking_id_group,WMP.488,WMP.1190;WMP.1509;WMP.478;WMP.479;WMP.481;WMP.482;WMP.483;WMP.484;WMP.488;WMP.489;WMP.492;WMP.551;WMP.552;WMP.555,"Grid Design, Operations, and Maintenance",Asset Inspections,,CAPEX,HFTD,$ Thousands,2408,Equipment failure,NA,1997,2019 GRC,NA,Meets,G.O. 95,NA,Distribution Overhead Patrol Inspections,,SDG&E,2024,v3.2,Petition amendment R0,TN16400_20250728T143441_SDGE_2025_Petition_to_Amend_Tables_1_11_and_12_R0xlsx.xlsx,Table 11,54,O54,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=56226&shareable=true
T11R-5d663281331f6238,T11-e859c30695f57d,,3110000058,component_of_v4_tracking_id_group,WMP.488,WMP.1190;WMP.1509;WMP.478;WMP.479;WMP.481;WMP.482;WMP.483;WMP.484;WMP.488;WMP.489;WMP.492;WMP.551;WMP.552;WMP.555,"Grid Design, Operations, and Maintenance",Asset Inspections,,OPEX,Territory,$ Thousands,300,Equipment failure,NA,1997,2019 GRC,NA,Meets,G.O. 95,NA,Distribution Overhead Patrol Inspections,,SDG&E,2024,v3.2,Petition amendment R0,TN16400_20250728T143441_SDGE_2025_Petition_to_Amend_Tables_1_11_and_12_R0xlsx.xlsx,Table 11,54,P54,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=56226&shareable=true
T11R-36cf2113cb13c709,T11-e859c30695f57d,,3110000059,component_of_v4_tracking_id_group,WMP.488,WMP.1190;WMP.1509;WMP.478;WMP.479;WMP.481;WMP.482;WMP.483;WMP.484;WMP.488;WMP.489;WMP.492;WMP.551;WMP.552;WMP.555,"Grid Design, Operations, and Maintenance",Asset Inspections,,OPEX,HFTD,$ Thousands,300,Equipment failure,NA,1997,2019 GRC,NA,Meets,G.O. 95,NA,Distribution Overhead Patrol Inspections,,SDG&E,2024,v3.2,Petition amendment R0,TN16400_20250728T143441_SDGE_2025_Petition_to_Amend_Tables_1_11_and_12_R0xlsx.xlsx,Table 11,54,Q54,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=56226&shareable=true
T11R-45fc61f2c7489b7e,T11-e859c30695f57d,,3110000056,component_of_v4_tracking_id_group,WMP.489,WMP.1190;WMP.1509;WMP.478;WMP.479;WMP.481;WMP.482;WMP.483;WMP.484;WMP.488;WMP.489;WMP.492;WMP.551;WMP.552;WMP.555,"Grid Design, Operations, and Maintenance",Asset Inspections,,CAPEX,Territory,$ Thousands,0,Equipment failure,NA,1997,NA,NA,Meets,G.O. 95,NA,Transmission Overhead Patrol Inspections,,SDG&E,2024,v3.2,Petition amendment R0,TN16400_20250728T143441_SDGE_2025_Petition_to_Amend_Tables_1_11_and_12_R0xlsx.xlsx,Table 11,55,N55,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=56226&shareable=true
T11R-0aeb9b450d2292fb,T11-e859c30695f57d,,3110000057,component_of_v4_tracking_id_group,WMP.489,WMP.1190;WMP.1509;WMP.478;WMP.479;WMP.481;WMP.482;WMP.483;WMP.484;WMP.488;WMP.489;WMP.492;WMP.551;WMP.552;WMP.555,"Grid Design, Operations, and Maintenance",Asset Inspections,,CAPEX,HFTD,$ Thousands,0,Equipment failure,NA,1997,NA,NA,Meets,G.O. 95,NA,Transmission Overhead Patrol Inspections,,SDG&E,2024,v3.2,Petition amendment R0,TN16400_20250728T143441_SDGE_2025_Petition_to_Amend_Tables_1_11_and_12_R0xlsx.xlsx,Table 11,55,O55,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=56226&shareable=true
T11R-389417507e5ac4ef,T11-e859c30695f57d,,3110000058,component_of_v4_tracking_id_group,WMP.489,WMP.1190;WMP.1509;WMP.478;WMP.479;WMP.481;WMP.482;WMP.483;WMP.484;WMP.488;WMP.489;WMP.492;WMP.551;WMP.552;WMP.555,"Grid Design, Operations, and Maintenance",Asset Inspections,,OPEX,Territory,$ Thousands,0,Equipment failure,NA,1997,NA,NA,Meets,G.O. 95,NA,Transmission Overhead Patrol Inspections,,SDG&E,2024,v3.2,Petition amendment R0,TN16400_20250728T143441_SDGE_2025_Petition_to_Amend_Tables_1_11_and_12_R0xlsx.xlsx,Table 11,55,P55,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=56226&shareable=true
T11R-29fd4b745690e07a,T11-e859c30695f57d,,3110000059,component_of_v4_tracking_id_group,WMP.489,WMP.1190;WMP.1509;WMP.478;WMP.479;WMP.481;WMP.482;WMP.483;WMP.484;WMP.488;WMP.489;WMP.492;WMP.551;WMP.552;WMP.555,"Grid Design, Operations, and Maintenance",Asset Inspections,,OPEX,HFTD,$ Thousands,0,Equipment failure,NA,1997,NA,NA,Meets,G.O. 95,NA,Transmission Overhead Patrol Inspections,,SDG&E,2024,v3.2,Petition amendment R0,TN16400_20250728T143441_SDGE_2025_Petition_to_Amend_Tables_1_11_and_12_R0xlsx.xlsx,Table 11,55,Q55,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=56226&shareable=true
T11R-4dd3904ebea835d3,T11-e859c30695f57d,,3110000056,component_of_v4_tracking_id_group,WMP.492,WMP.1190;WMP.1509;WMP.478;WMP.479;WMP.481;WMP.482;WMP.483;WMP.484;WMP.488;WMP.489;WMP.492;WMP.551;WMP.552;WMP.555,"Grid Design, Operations, and Maintenance",Asset Inspections,,CAPEX,Territory,$ Thousands,0,Equipment ignition likelihood,NA,1997,2019 GRC,NA,NA,NA,NA,Substation Patrol inspections,,SDG&E,2024,v3.2,Petition amendment R0,TN16400_20250728T143441_SDGE_2025_Petition_to_Amend_Tables_1_11_and_12_R0xlsx.xlsx,Table 11,56,N56,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=56226&shareable=true
T11R-4397d42dd541f75a,T11-e859c30695f57d,,3110000057,component_of_v4_tracking_id_group,WMP.492,WMP.1190;WMP.1509;WMP.478;WMP.479;WMP.481;WMP.482;WMP.483;WMP.484;WMP.488;WMP.489;WMP.492;WMP.551;WMP.552;WMP.555,"Grid Design, Operations, and Maintenance",Asset Inspections,,CAPEX,HFTD,$ Thousands,0,Equipment ignition likelihood,NA,1997,2019 GRC,NA,NA,NA,NA,Substation Patrol inspections,,SDG&E,2024,v3.2,Petition amendment R0,TN16400_20250728T143441_SDGE_2025_Petition_to_Amend_Tables_1_11_and_12_R0xlsx.xlsx,Table 11,56,O56,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=56226&shareable=true
T11R-e446e06d40600dd0,T11-e859c30695f57d,,3110000058,component_of_v4_tracking_id_group,WMP.492,WMP.1190;WMP.1509;WMP.478;WMP.479;WMP.481;WMP.482;WMP.483;WMP.484;WMP.488;WMP.489;WMP.492;WMP.551;WMP.552;WMP.555,"Grid Design, Operations, and Maintenance",Asset Inspections,,OPEX,Territory,$ Thousands,0,Equipment ignition likelihood,NA,1997,2019 GRC,NA,NA,NA,NA,Substation Patrol inspections,,SDG&E,2024,v3.2,Petition amendment R0,TN16400_20250728T143441_SDGE_2025_Petition_to_Amend_Tables_1_11_and_12_R0xlsx.xlsx,Table 11,56,P56,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=56226&shareable=true
T11R-f1a16bc39200627d,T11-e859c30695f57d,,3110000059,component_of_v4_tracking_id_group,WMP.492,WMP.1190;WMP.1509;WMP.478;WMP.479;WMP.481;WMP.482;WMP.483;WMP.484;WMP.488;WMP.489;WMP.492;WMP.551;WMP.552;WMP.555,"Grid Design, Operations, and Maintenance",Asset Inspections,,OPEX,HFTD,$ Thousands,0,Equipment ignition likelihood,NA,1997,2019 GRC,NA,NA,NA,NA,Substation Patrol inspections,,SDG&E,2024,v3.2,Petition amendment R0,TN16400_20250728T143441_SDGE_2025_Petition_to_Amend_Tables_1_11_and_12_R0xlsx.xlsx,Table 11,56,Q56,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=56226&shareable=true
T11R-9551708a27134592,T11-e859c30695f57d,,3110000056,component_of_v4_tracking_id_group,WMP.551,WMP.1190;WMP.1509;WMP.478;WMP.479;WMP.481;WMP.482;WMP.483;WMP.484;WMP.488;WMP.489;WMP.492;WMP.551;WMP.552;WMP.555,"Grid Design, Operations, and Maintenance",Asset Inspections,,CAPEX,Territory,$ Thousands,0,Equipment failure,NA,2009,2019 GRC,NA,Exceeds,G.O. 95,NA,HFTD Tier 3 Distribution Pole Inspections,,SDG&E,2024,v3.2,Petition amendment R0,TN16400_20250728T143441_SDGE_2025_Petition_to_Amend_Tables_1_11_and_12_R0xlsx.xlsx,Table 11,57,N57,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=56226&shareable=true
T11R-301f594d01048a00,T11-e859c30695f57d,,3110000057,component_of_v4_tracking_id_group,WMP.551,WMP.1190;WMP.1509;WMP.478;WMP.479;WMP.481;WMP.482;WMP.483;WMP.484;WMP.488;WMP.489;WMP.492;WMP.551;WMP.552;WMP.555,"Grid Design, Operations, and Maintenance",Asset Inspections,,CAPEX,HFTD,$ Thousands,0,Equipment failure,NA,2009,2019 GRC,NA,Exceeds,G.O. 95,NA,HFTD Tier 3 Distribution Pole Inspections,,SDG&E,2024,v3.2,Petition amendment R0,TN16400_20250728T143441_SDGE_2025_Petition_to_Amend_Tables_1_11_and_12_R0xlsx.xlsx,Table 11,57,O57,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=56226&shareable=true
