record_id,metric_number,legacy_metric_number_mapped,v3_1_to_v3_2_domain_status,v3_2_to_v4_label_status,metric_type,ignition_driver,line_type,hftd_tier,unit_canonical,unit_crosswalk_status,ignition_driver_tracked,actual_value,comments,blank_meaning,utility_id,reporting_year,reporting_quarter,schema_version,source_revision,source_report_quarter,source_file,source_sheet,source_row,source_value_cell,guideline_url
T6R-e1b2e0e6ce816385,1060000113,4.j.t.3,exact,exact,4. Equipment / facility failure or damage,Pole,Transmission,HFTD Tier 3,# ignitions,exact,,0,,,SDG&E,2024,1,v3.2,2,1,SDGE_2024_Q1_Tables1-15_R2.xlsx,Table 6,123,I123,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=56226&shareable=true
T6R-f989121f7c7e5359,1060000114,4.k.d.0,exact,exact,4. Equipment / facility failure or damage,Recloser,Distribution,Non-HFTD,# ignitions,exact,,,,SDG&E does not currently track this driver,SDG&E,2024,1,v3.2,2,1,SDGE_2024_Q1_Tables1-15_R2.xlsx,Table 6,124,I124,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=56226&shareable=true
T6R-e51736c2f3842622,1060000115,4.k.d.2,exact,exact,4. Equipment / facility failure or damage,Recloser,Distribution,HFTD Tier 2,# ignitions,exact,,,,SDG&E does not currently track this driver,SDG&E,2024,1,v3.2,2,1,SDGE_2024_Q1_Tables1-15_R2.xlsx,Table 6,125,I125,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=56226&shareable=true
T6R-11ea265c23963316,1060000116,4.k.d.3,exact,exact,4. Equipment / facility failure or damage,Recloser,Distribution,HFTD Tier 3,# ignitions,exact,,,,SDG&E does not currently track this driver,SDG&E,2024,1,v3.2,2,1,SDGE_2024_Q1_Tables1-15_R2.xlsx,Table 6,126,I126,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=56226&shareable=true
T6R-f5221ddf24290469,1060000117,4.k.t.0,exact,exact,4. Equipment / facility failure or damage,Recloser,Transmission,Non-HFTD,# ignitions,exact,,,,SDG&E does not currently track this driver,SDG&E,2024,1,v3.2,2,1,SDGE_2024_Q1_Tables1-15_R2.xlsx,Table 6,127,I127,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=56226&shareable=true
T6R-9f3bf141cd683d05,1060000118,4.k.t.2,exact,exact,4. Equipment / facility failure or damage,Recloser,Transmission,HFTD Tier 2,# ignitions,exact,,,,SDG&E does not currently track this driver,SDG&E,2024,1,v3.2,2,1,SDGE_2024_Q1_Tables1-15_R2.xlsx,Table 6,128,I128,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=56226&shareable=true
T6R-e2ebd6a73e38e6fa,1060000119,4.k.t.3,exact,exact,4. Equipment / facility failure or damage,Recloser,Transmission,HFTD Tier 3,# ignitions,exact,,,,SDG&E does not currently track this driver,SDG&E,2024,1,v3.2,2,1,SDGE_2024_Q1_Tables1-15_R2.xlsx,Table 6,129,I129,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=56226&shareable=true
T6R-cd01ac7f05d75b8d,1060000120,4.l.d.0,exact,exact,4. Equipment / facility failure or damage,Relay,Distribution,Non-HFTD,# ignitions,exact,,,,SDG&E does not currently track this driver,SDG&E,2024,1,v3.2,2,1,SDGE_2024_Q1_Tables1-15_R2.xlsx,Table 6,130,I130,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=56226&shareable=true
T6R-1e3cf327c920c2d8,1060000121,4.l.d.2,exact,exact,4. Equipment / facility failure or damage,Relay,Distribution,HFTD Tier 2,# ignitions,exact,,,,SDG&E does not currently track this driver,SDG&E,2024,1,v3.2,2,1,SDGE_2024_Q1_Tables1-15_R2.xlsx,Table 6,131,I131,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=56226&shareable=true
T6R-bfff48dfc7aaa3fa,1060000122,4.l.d.3,exact,exact,4. Equipment / facility failure or damage,Relay,Distribution,HFTD Tier 3,# ignitions,exact,,,,SDG&E does not currently track this driver,SDG&E,2024,1,v3.2,2,1,SDGE_2024_Q1_Tables1-15_R2.xlsx,Table 6,132,I132,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=56226&shareable=true
T6R-86621a6a3f01fab9,1060000123,4.l.t.0,exact,exact,4. Equipment / facility failure or damage,Relay,Transmission,Non-HFTD,# ignitions,exact,,,,SDG&E does not currently track this driver,SDG&E,2024,1,v3.2,2,1,SDGE_2024_Q1_Tables1-15_R2.xlsx,Table 6,133,I133,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=56226&shareable=true
T6R-20aa6584682c6ea7,1060000124,4.l.t.2,exact,exact,4. Equipment / facility failure or damage,Relay,Transmission,HFTD Tier 2,# ignitions,exact,,,,SDG&E does not currently track this driver,SDG&E,2024,1,v3.2,2,1,SDGE_2024_Q1_Tables1-15_R2.xlsx,Table 6,134,I134,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=56226&shareable=true
T6R-1a1ded20abf0b869,1060000125,4.l.t.3,exact,exact,4. Equipment / facility failure or damage,Relay,Transmission,HFTD Tier 3,# ignitions,exact,,,,SDG&E does not currently track this driver,SDG&E,2024,1,v3.2,2,1,SDGE_2024_Q1_Tables1-15_R2.xlsx,Table 6,135,I135,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=56226&shareable=true
T6R-b01726ef00033c47,1060000126,4.m.d.0,exact,exact,4. Equipment / facility failure or damage,Sectionalizer,Distribution,Non-HFTD,# ignitions,exact,,,,SDG&E does not currently track this driver,SDG&E,2024,1,v3.2,2,1,SDGE_2024_Q1_Tables1-15_R2.xlsx,Table 6,136,I136,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=56226&shareable=true
T6R-2175526c3f573787,1060000127,4.m.d.2,exact,exact,4. Equipment / facility failure or damage,Sectionalizer,Distribution,HFTD Tier 2,# ignitions,exact,,,,SDG&E does not currently track this driver,SDG&E,2024,1,v3.2,2,1,SDGE_2024_Q1_Tables1-15_R2.xlsx,Table 6,137,I137,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=56226&shareable=true
T6R-b6c31b2e08763bea,1060000128,4.m.d.3,exact,exact,4. Equipment / facility failure or damage,Sectionalizer,Distribution,HFTD Tier 3,# ignitions,exact,,,,SDG&E does not currently track this driver,SDG&E,2024,1,v3.2,2,1,SDGE_2024_Q1_Tables1-15_R2.xlsx,Table 6,138,I138,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=56226&shareable=true
T6R-740a07692fc6ba76,1060000129,4.m.t.0,exact,exact,4. Equipment / facility failure or damage,Sectionalizer,Transmission,Non-HFTD,# ignitions,exact,,,,SDG&E does not currently track this driver,SDG&E,2024,1,v3.2,2,1,SDGE_2024_Q1_Tables1-15_R2.xlsx,Table 6,139,I139,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=56226&shareable=true
T6R-d78c4ff78ffc8459,1060000130,4.m.t.2,exact,exact,4. Equipment / facility failure or damage,Sectionalizer,Transmission,HFTD Tier 2,# ignitions,exact,,,,SDG&E does not currently track this driver,SDG&E,2024,1,v3.2,2,1,SDGE_2024_Q1_Tables1-15_R2.xlsx,Table 6,140,I140,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=56226&shareable=true
T6R-b587a77b8cdeb74e,1060000131,4.m.t.3,exact,exact,4. Equipment / facility failure or damage,Sectionalizer,Transmission,HFTD Tier 3,# ignitions,exact,,,,SDG&E does not currently track this driver,SDG&E,2024,1,v3.2,2,1,SDGE_2024_Q1_Tables1-15_R2.xlsx,Table 6,141,I141,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=56226&shareable=true
T6R-568dad7990639077,1060000132,4.n.d.0,exact,exact,4. Equipment / facility failure or damage,Splice,Distribution,Non-HFTD,# ignitions,exact,,,,SDG&E tracks splice failure/damage under connection device,SDG&E,2024,1,v3.2,2,1,SDGE_2024_Q1_Tables1-15_R2.xlsx,Table 6,142,I142,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=56226&shareable=true
T6R-f4feab36e7c0e750,1060000133,4.n.d.2,exact,exact,4. Equipment / facility failure or damage,Splice,Distribution,HFTD Tier 2,# ignitions,exact,,,,SDG&E tracks splice failure/damage under connection device,SDG&E,2024,1,v3.2,2,1,SDGE_2024_Q1_Tables1-15_R2.xlsx,Table 6,143,I143,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=56226&shareable=true
T6R-dcd4feab2ecd8fd0,1060000134,4.n.d.3,exact,exact,4. Equipment / facility failure or damage,Splice,Distribution,HFTD Tier 3,# ignitions,exact,,,,SDG&E tracks splice failure/damage under connection device,SDG&E,2024,1,v3.2,2,1,SDGE_2024_Q1_Tables1-15_R2.xlsx,Table 6,144,I144,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=56226&shareable=true
T6R-5947aa8db8e3181e,1060000135,4.n.t.0,exact,exact,4. Equipment / facility failure or damage,Splice,Transmission,Non-HFTD,# ignitions,exact,,,,SDG&E tracks splice failure/damage under connection device,SDG&E,2024,1,v3.2,2,1,SDGE_2024_Q1_Tables1-15_R2.xlsx,Table 6,145,I145,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=56226&shareable=true
T6R-b6689c9a26d6ad55,1060000136,4.n.t.2,exact,exact,4. Equipment / facility failure or damage,Splice,Transmission,HFTD Tier 2,# ignitions,exact,,,,SDG&E tracks splice failure/damage under connection device,SDG&E,2024,1,v3.2,2,1,SDGE_2024_Q1_Tables1-15_R2.xlsx,Table 6,146,I146,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=56226&shareable=true
T6R-202ef3e804672172,1060000137,4.n.t.3,exact,exact,4. Equipment / facility failure or damage,Splice,Transmission,HFTD Tier 3,# ignitions,exact,,,,SDG&E tracks splice failure/damage under connection device,SDG&E,2024,1,v3.2,2,1,SDGE_2024_Q1_Tables1-15_R2.xlsx,Table 6,147,I147,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=56226&shareable=true
T6R-3d90eb1420eba113,1060000138,4.o.d.0,exact,exact,4. Equipment / facility failure or damage,Switch,Distribution,Non-HFTD,# ignitions,exact,,0,,,SDG&E,2024,1,v3.2,2,1,SDGE_2024_Q1_Tables1-15_R2.xlsx,Table 6,148,I148,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=56226&shareable=true
T6R-1bff5e1d14560ece,1060000139,4.o.d.2,exact,exact,4. Equipment / facility failure or damage,Switch,Distribution,HFTD Tier 2,# ignitions,exact,,0,,,SDG&E,2024,1,v3.2,2,1,SDGE_2024_Q1_Tables1-15_R2.xlsx,Table 6,149,I149,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=56226&shareable=true
T6R-bc641367329ad19b,1060000140,4.o.d.3,exact,exact,4. Equipment / facility failure or damage,Switch,Distribution,HFTD Tier 3,# ignitions,exact,,0,,,SDG&E,2024,1,v3.2,2,1,SDGE_2024_Q1_Tables1-15_R2.xlsx,Table 6,150,I150,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=56226&shareable=true
T6R-cfe4358ea24820fd,1060000141,4.o.t.0,exact,exact,4. Equipment / facility failure or damage,Switch,Transmission,Non-HFTD,# ignitions,exact,,0,,,SDG&E,2024,1,v3.2,2,1,SDGE_2024_Q1_Tables1-15_R2.xlsx,Table 6,151,I151,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=56226&shareable=true
T6R-fb57beff30baae2c,1060000142,4.o.t.2,exact,exact,4. Equipment / facility failure or damage,Switch,Transmission,HFTD Tier 2,# ignitions,exact,,0,,,SDG&E,2024,1,v3.2,2,1,SDGE_2024_Q1_Tables1-15_R2.xlsx,Table 6,152,I152,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=56226&shareable=true
T6R-0a138e631bce4b6c,1060000143,4.o.t.3,exact,exact,4. Equipment / facility failure or damage,Switch,Transmission,HFTD Tier 3,# ignitions,exact,,0,,,SDG&E,2024,1,v3.2,2,1,SDGE_2024_Q1_Tables1-15_R2.xlsx,Table 6,153,I153,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=56226&shareable=true
T6R-057da7281debe6c1,1060000144,4.p.d.0,exact,exact,4. Equipment / facility failure or damage,Tap,Distribution,Non-HFTD,# ignitions,exact,,,,SDG&E does not currently track this driver,SDG&E,2024,1,v3.2,2,1,SDGE_2024_Q1_Tables1-15_R2.xlsx,Table 6,154,I154,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=56226&shareable=true
T6R-f432912962a870cf,1060000145,4.p.d.2,exact,exact,4. Equipment / facility failure or damage,Tap,Distribution,HFTD Tier 2,# ignitions,exact,,,,SDG&E does not currently track this driver,SDG&E,2024,1,v3.2,2,1,SDGE_2024_Q1_Tables1-15_R2.xlsx,Table 6,155,I155,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=56226&shareable=true
T6R-584eaa18989e50ed,1060000146,4.p.d.3,exact,exact,4. Equipment / facility failure or damage,Tap,Distribution,HFTD Tier 3,# ignitions,exact,,,,SDG&E does not currently track this driver,SDG&E,2024,1,v3.2,2,1,SDGE_2024_Q1_Tables1-15_R2.xlsx,Table 6,156,I156,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=56226&shareable=true
T6R-102c55a16c83ce2b,1060000147,4.p.t.0,exact,exact,4. Equipment / facility failure or damage,Tap,Transmission,Non-HFTD,# ignitions,exact,,,,SDG&E does not currently track this driver,SDG&E,2024,1,v3.2,2,1,SDGE_2024_Q1_Tables1-15_R2.xlsx,Table 6,157,I157,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=56226&shareable=true
T6R-53d20615aeb79d1e,1060000148,4.p.t.2,exact,exact,4. Equipment / facility failure or damage,Tap,Transmission,HFTD Tier 2,# ignitions,exact,,,,SDG&E does not currently track this driver,SDG&E,2024,1,v3.2,2,1,SDGE_2024_Q1_Tables1-15_R2.xlsx,Table 6,158,I158,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=56226&shareable=true
T6R-c6c76d1ea2543422,1060000149,4.p.t.3,exact,exact,4. Equipment / facility failure or damage,Tap,Transmission,HFTD Tier 3,# ignitions,exact,,,,SDG&E does not currently track this driver,SDG&E,2024,1,v3.2,2,1,SDGE_2024_Q1_Tables1-15_R2.xlsx,Table 6,159,I159,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=56226&shareable=true
T6R-6eae7555cb225db2,1060000150,4.q.d.0,exact,exact,4. Equipment / facility failure or damage,Tie wire,Distribution,Non-HFTD,# ignitions,exact,,,,SDG&E does not currently track this driver,SDG&E,2024,1,v3.2,2,1,SDGE_2024_Q1_Tables1-15_R2.xlsx,Table 6,160,I160,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=56226&shareable=true
T6R-f885740b3bb1fac6,1060000151,4.q.d.2,exact,exact,4. Equipment / facility failure or damage,Tie wire,Distribution,HFTD Tier 2,# ignitions,exact,,,,SDG&E does not currently track this driver,SDG&E,2024,1,v3.2,2,1,SDGE_2024_Q1_Tables1-15_R2.xlsx,Table 6,161,I161,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=56226&shareable=true
T6R-ed41f379ae21c5a3,1060000152,4.q.d.3,exact,exact,4. Equipment / facility failure or damage,Tie wire,Distribution,HFTD Tier 3,# ignitions,exact,,,,SDG&E does not currently track this driver,SDG&E,2024,1,v3.2,2,1,SDGE_2024_Q1_Tables1-15_R2.xlsx,Table 6,162,I162,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=56226&shareable=true
T6R-2106a48c9aaeb81f,1060000153,4.q.t.0,exact,exact,4. Equipment / facility failure or damage,Tie wire,Transmission,Non-HFTD,# ignitions,exact,,,,SDG&E does not currently track this driver,SDG&E,2024,1,v3.2,2,1,SDGE_2024_Q1_Tables1-15_R2.xlsx,Table 6,163,I163,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=56226&shareable=true
T6R-5d6d42314774e45d,1060000154,4.q.t.2,exact,exact,4. Equipment / facility failure or damage,Tie wire,Transmission,HFTD Tier 2,# ignitions,exact,,,,SDG&E does not currently track this driver,SDG&E,2024,1,v3.2,2,1,SDGE_2024_Q1_Tables1-15_R2.xlsx,Table 6,164,I164,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=56226&shareable=true
T6R-c0194cceb94baf83,1060000155,4.q.t.3,exact,exact,4. Equipment / facility failure or damage,Tie wire,Transmission,HFTD Tier 3,# ignitions,exact,,,,SDG&E does not currently track this driver,SDG&E,2024,1,v3.2,2,1,SDGE_2024_Q1_Tables1-15_R2.xlsx,Table 6,165,I165,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=56226&shareable=true
T6R-731bbb9975b24a30,1060000156,4.r.d.0,exact,exact,4. Equipment / facility failure or damage,Transformer,Distribution,Non-HFTD,# ignitions,exact,,0,,,SDG&E,2024,1,v3.2,2,1,SDGE_2024_Q1_Tables1-15_R2.xlsx,Table 6,166,I166,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=56226&shareable=true
T6R-76493af63db05e07,1060000157,4.r.d.2,exact,exact,4. Equipment / facility failure or damage,Transformer,Distribution,HFTD Tier 2,# ignitions,exact,,0,,,SDG&E,2024,1,v3.2,2,1,SDGE_2024_Q1_Tables1-15_R2.xlsx,Table 6,167,I167,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=56226&shareable=true
T6R-9d2b6cdfc014fcd9,1060000158,4.r.d.3,exact,exact,4. Equipment / facility failure or damage,Transformer,Distribution,HFTD Tier 3,# ignitions,exact,,0,,,SDG&E,2024,1,v3.2,2,1,SDGE_2024_Q1_Tables1-15_R2.xlsx,Table 6,168,I168,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=56226&shareable=true
T6R-eb395240391c7651,1060000159,4.r.t.0,exact,exact,4. Equipment / facility failure or damage,Transformer,Transmission,Non-HFTD,# ignitions,exact,,0,,,SDG&E,2024,1,v3.2,2,1,SDGE_2024_Q1_Tables1-15_R2.xlsx,Table 6,169,I169,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=56226&shareable=true
T6R-3eb95204d465e78b,1060000160,4.r.t.2,exact,exact,4. Equipment / facility failure or damage,Transformer,Transmission,HFTD Tier 2,# ignitions,exact,,0,,,SDG&E,2024,1,v3.2,2,1,SDGE_2024_Q1_Tables1-15_R2.xlsx,Table 6,170,I170,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=56226&shareable=true
T6R-e458e0ecdab57e2d,1060000161,4.r.t.3,exact,exact,4. Equipment / facility failure or damage,Transformer,Transmission,HFTD Tier 3,# ignitions,exact,,0,,,SDG&E,2024,1,v3.2,2,1,SDGE_2024_Q1_Tables1-15_R2.xlsx,Table 6,171,I171,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=56226&shareable=true
T6R-1d67e8b088adaf1c,1060000162,4.s.d.0,exact,canonical_label_update,4. Equipment / facility failure or damage,Voltage regulator / booster,Distribution,Non-HFTD,# ignitions,exact,,,,SDG&E does not currently track this driver,SDG&E,2024,1,v3.2,2,1,SDGE_2024_Q1_Tables1-15_R2.xlsx,Table 6,172,I172,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=56226&shareable=true
T6R-363468249065a678,1060000163,4.s.d.2,exact,canonical_label_update,4. Equipment / facility failure or damage,Voltage regulator / booster,Distribution,HFTD Tier 2,# ignitions,exact,,,,SDG&E does not currently track this driver,SDG&E,2024,1,v3.2,2,1,SDGE_2024_Q1_Tables1-15_R2.xlsx,Table 6,173,I173,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=56226&shareable=true
T6R-8969b88204966c41,1060000164,4.s.d.3,exact,canonical_label_update,4. Equipment / facility failure or damage,Voltage regulator / booster,Distribution,HFTD Tier 3,# ignitions,exact,,,,SDG&E does not currently track this driver,SDG&E,2024,1,v3.2,2,1,SDGE_2024_Q1_Tables1-15_R2.xlsx,Table 6,174,I174,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=56226&shareable=true
T6R-2a249053e8afd802,1060000165,4.s.t.0,exact,canonical_label_update,4. Equipment / facility failure or damage,Voltage regulator / booster,Transmission,Non-HFTD,# ignitions,exact,,,,SDG&E does not currently track this driver,SDG&E,2024,1,v3.2,2,1,SDGE_2024_Q1_Tables1-15_R2.xlsx,Table 6,175,I175,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=56226&shareable=true
T6R-63bd13c202ff2afb,1060000166,4.s.t.2,exact,canonical_label_update,4. Equipment / facility failure or damage,Voltage regulator / booster,Transmission,HFTD Tier 2,# ignitions,exact,,,,SDG&E does not currently track this driver,SDG&E,2024,1,v3.2,2,1,SDGE_2024_Q1_Tables1-15_R2.xlsx,Table 6,176,I176,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=56226&shareable=true
T6R-96ffc1a5404b90b8,1060000167,4.s.t.3,exact,canonical_label_update,4. Equipment / facility failure or damage,Voltage regulator / booster,Transmission,HFTD Tier 3,# ignitions,exact,,,,SDG&E does not currently track this driver,SDG&E,2024,1,v3.2,2,1,SDGE_2024_Q1_Tables1-15_R2.xlsx,Table 6,177,I177,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=56226&shareable=true
T6R-1fb6896bd0b1664b,1060000168,4.t.d.0,exact,canonical_label_update,4. Equipment / facility failure or damage,Unknown (equipment failure),Distribution,Non-HFTD,# ignitions,exact,,,,SDG&E does not currently track this driver,SDG&E,2024,1,v3.2,2,1,SDGE_2024_Q1_Tables1-15_R2.xlsx,Table 6,178,I178,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=56226&shareable=true
T6R-89e50d1011b14da0,1060000169,4.t.d.2,exact,canonical_label_update,4. Equipment / facility failure or damage,Unknown (equipment failure),Distribution,HFTD Tier 2,# ignitions,exact,,,,SDG&E does not currently track this driver,SDG&E,2024,1,v3.2,2,1,SDGE_2024_Q1_Tables1-15_R2.xlsx,Table 6,179,I179,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=56226&shareable=true
T6R-a6aca84b5e76b969,1060000170,4.t.d.3,exact,canonical_label_update,4. Equipment / facility failure or damage,Unknown (equipment failure),Distribution,HFTD Tier 3,# ignitions,exact,,,,SDG&E does not currently track this driver,SDG&E,2024,1,v3.2,2,1,SDGE_2024_Q1_Tables1-15_R2.xlsx,Table 6,180,I180,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=56226&shareable=true
T6R-2da0572a0f68745b,1060000171,4.t.t.0,exact,canonical_label_update,4. Equipment / facility failure or damage,Unknown (equipment failure),Transmission,Non-HFTD,# ignitions,exact,,,,SDG&E does not currently track this driver,SDG&E,2024,1,v3.2,2,1,SDGE_2024_Q1_Tables1-15_R2.xlsx,Table 6,181,I181,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=56226&shareable=true
T6R-a2c72925c8b8e1ca,1060000172,4.t.t.2,exact,canonical_label_update,4. Equipment / facility failure or damage,Unknown (equipment failure),Transmission,HFTD Tier 2,# ignitions,exact,,,,SDG&E does not currently track this driver,SDG&E,2024,1,v3.2,2,1,SDGE_2024_Q1_Tables1-15_R2.xlsx,Table 6,182,I182,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=56226&shareable=true
T6R-29b480cade8a8b35,1060000173,4.t.t.3,exact,canonical_label_update,4. Equipment / facility failure or damage,Unknown (equipment failure),Transmission,HFTD Tier 3,# ignitions,exact,,,,SDG&E does not currently track this driver,SDG&E,2024,1,v3.2,2,1,SDGE_2024_Q1_Tables1-15_R2.xlsx,Table 6,183,I183,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=56226&shareable=true
T6R-4b5e0fbd00daa964,1060000174,4.u.d.0,exact,canonical_label_update,4. Equipment / facility failure or damage,Other (equipment failure),Distribution,Non-HFTD,# ignitions,exact,,0,,,SDG&E,2024,1,v3.2,2,1,SDGE_2024_Q1_Tables1-15_R2.xlsx,Table 6,184,I184,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=56226&shareable=true
T6R-46229bcbd4d85d4d,1060000175,4.u.d.2,exact,canonical_label_update,4. Equipment / facility failure or damage,Other (equipment failure),Distribution,HFTD Tier 2,# ignitions,exact,,0,,,SDG&E,2024,1,v3.2,2,1,SDGE_2024_Q1_Tables1-15_R2.xlsx,Table 6,185,I185,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=56226&shareable=true
T6R-09dab941a9daaf2a,1060000176,4.u.d.3,exact,canonical_label_update,4. Equipment / facility failure or damage,Other (equipment failure),Distribution,HFTD Tier 3,# ignitions,exact,,0,,,SDG&E,2024,1,v3.2,2,1,SDGE_2024_Q1_Tables1-15_R2.xlsx,Table 6,186,I186,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=56226&shareable=true
T6R-b8e585d1cd0d9807,1060000177,4.u.t.0,exact,canonical_label_update,4. Equipment / facility failure or damage,Other (equipment failure),Transmission,Non-HFTD,# ignitions,exact,,0,,,SDG&E,2024,1,v3.2,2,1,SDGE_2024_Q1_Tables1-15_R2.xlsx,Table 6,187,I187,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=56226&shareable=true
T6R-193b7ad5a820fc17,1060000178,4.u.t.2,exact,canonical_label_update,4. Equipment / facility failure or damage,Other (equipment failure),Transmission,HFTD Tier 2,# ignitions,exact,,0,,,SDG&E,2024,1,v3.2,2,1,SDGE_2024_Q1_Tables1-15_R2.xlsx,Table 6,188,I188,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=56226&shareable=true
T6R-b0cea2a7cfc9da56,1060000179,4.u.t.3,exact,canonical_label_update,4. Equipment / facility failure or damage,Other (equipment failure),Transmission,HFTD Tier 3,# ignitions,exact,,0,,,SDG&E,2024,1,v3.2,2,1,SDGE_2024_Q1_Tables1-15_R2.xlsx,Table 6,189,I189,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=56226&shareable=true
T6R-d4d295b85189988d,1060000180,5.a.d.0,exact,exact,5. Wire-to-wire contact,Wire-to-wire contact,Distribution,Non-HFTD,# ignitions,exact,,0,,,SDG&E,2024,1,v3.2,2,1,SDGE_2024_Q1_Tables1-15_R2.xlsx,Table 6,190,I190,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=56226&shareable=true
T6R-07cd649a5f9ca72b,1060000181,5.a.d.2,exact,exact,5. Wire-to-wire contact,Wire-to-wire contact,Distribution,HFTD Tier 2,# ignitions,exact,,0,,,SDG&E,2024,1,v3.2,2,1,SDGE_2024_Q1_Tables1-15_R2.xlsx,Table 6,191,I191,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=56226&shareable=true
T6R-ff3e4ba795af8d94,1060000182,5.a.d.3,exact,exact,5. Wire-to-wire contact,Wire-to-wire contact,Distribution,HFTD Tier 3,# ignitions,exact,,0,,,SDG&E,2024,1,v3.2,2,1,SDGE_2024_Q1_Tables1-15_R2.xlsx,Table 6,192,I192,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=56226&shareable=true
