record_id,metric_number,legacy_metric_number_mapped,v3_1_to_v3_2_domain_status,v3_2_to_v4_label_status,metric_type,ignition_driver,line_type,hftd_tier,unit_canonical,unit_crosswalk_status,ignition_driver_tracked,actual_value,comments,blank_meaning,utility_id,reporting_year,reporting_quarter,schema_version,source_revision,source_report_quarter,source_file,source_sheet,source_row,source_value_cell,guideline_url
T6R-d24b68a78761a8b5,1060000120,4.l.d.0,exact,exact,4. Equipment / facility failure or damage,Relay,Distribution,Non-HFTD,# ignitions,exact,No,,,SDG&E does not currently track this driver,SDG&E,2023,4,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 6,130,P130,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T6R-881eb1a4983c20ab,1060000121,4.l.d.2,exact,exact,4. Equipment / facility failure or damage,Relay,Distribution,HFTD Tier 2,# ignitions,exact,No,,,SDG&E does not currently track this driver,SDG&E,2023,1,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 6,131,M131,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T6R-ff82ea8cb95064eb,1060000121,4.l.d.2,exact,exact,4. Equipment / facility failure or damage,Relay,Distribution,HFTD Tier 2,# ignitions,exact,No,,,SDG&E does not currently track this driver,SDG&E,2023,2,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 6,131,N131,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T6R-cc76ff529fe27a25,1060000121,4.l.d.2,exact,exact,4. Equipment / facility failure or damage,Relay,Distribution,HFTD Tier 2,# ignitions,exact,No,,,SDG&E does not currently track this driver,SDG&E,2023,3,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 6,131,O131,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T6R-9cff68e5d9203915,1060000121,4.l.d.2,exact,exact,4. Equipment / facility failure or damage,Relay,Distribution,HFTD Tier 2,# ignitions,exact,No,,,SDG&E does not currently track this driver,SDG&E,2023,4,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 6,131,P131,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T6R-c87b46e70ba04ad9,1060000122,4.l.d.3,exact,exact,4. Equipment / facility failure or damage,Relay,Distribution,HFTD Tier 3,# ignitions,exact,No,,,SDG&E does not currently track this driver,SDG&E,2023,1,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 6,132,M132,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T6R-c8db537ee9dd2e4c,1060000122,4.l.d.3,exact,exact,4. Equipment / facility failure or damage,Relay,Distribution,HFTD Tier 3,# ignitions,exact,No,,,SDG&E does not currently track this driver,SDG&E,2023,2,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 6,132,N132,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T6R-691b1c4e68bb8965,1060000122,4.l.d.3,exact,exact,4. Equipment / facility failure or damage,Relay,Distribution,HFTD Tier 3,# ignitions,exact,No,,,SDG&E does not currently track this driver,SDG&E,2023,3,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 6,132,O132,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T6R-83ece18fcc87943c,1060000122,4.l.d.3,exact,exact,4. Equipment / facility failure or damage,Relay,Distribution,HFTD Tier 3,# ignitions,exact,No,,,SDG&E does not currently track this driver,SDG&E,2023,4,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 6,132,P132,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T6R-a6edc38270ce7f97,1060000123,4.l.t.0,exact,exact,4. Equipment / facility failure or damage,Relay,Transmission,Non-HFTD,# ignitions,exact,No,,,SDG&E does not currently track this driver,SDG&E,2023,1,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 6,133,M133,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T6R-9138855fa7ae5dda,1060000123,4.l.t.0,exact,exact,4. Equipment / facility failure or damage,Relay,Transmission,Non-HFTD,# ignitions,exact,No,,,SDG&E does not currently track this driver,SDG&E,2023,2,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 6,133,N133,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T6R-8f973f469febc993,1060000123,4.l.t.0,exact,exact,4. Equipment / facility failure or damage,Relay,Transmission,Non-HFTD,# ignitions,exact,No,,,SDG&E does not currently track this driver,SDG&E,2023,3,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 6,133,O133,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T6R-cc08c88daa6971f0,1060000123,4.l.t.0,exact,exact,4. Equipment / facility failure or damage,Relay,Transmission,Non-HFTD,# ignitions,exact,No,,,SDG&E does not currently track this driver,SDG&E,2023,4,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 6,133,P133,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T6R-8ee4cd47e069cfc3,1060000124,4.l.t.2,exact,exact,4. Equipment / facility failure or damage,Relay,Transmission,HFTD Tier 2,# ignitions,exact,No,,,SDG&E does not currently track this driver,SDG&E,2023,1,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 6,134,M134,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T6R-c29106a6d6633d41,1060000124,4.l.t.2,exact,exact,4. Equipment / facility failure or damage,Relay,Transmission,HFTD Tier 2,# ignitions,exact,No,,,SDG&E does not currently track this driver,SDG&E,2023,2,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 6,134,N134,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T6R-e1c361bb8a1e29d5,1060000124,4.l.t.2,exact,exact,4. Equipment / facility failure or damage,Relay,Transmission,HFTD Tier 2,# ignitions,exact,No,,,SDG&E does not currently track this driver,SDG&E,2023,3,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 6,134,O134,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T6R-ed586b4a847148e8,1060000124,4.l.t.2,exact,exact,4. Equipment / facility failure or damage,Relay,Transmission,HFTD Tier 2,# ignitions,exact,No,,,SDG&E does not currently track this driver,SDG&E,2023,4,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 6,134,P134,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T6R-4211e7a31034e9ff,1060000125,4.l.t.3,exact,exact,4. Equipment / facility failure or damage,Relay,Transmission,HFTD Tier 3,# ignitions,exact,No,,,SDG&E does not currently track this driver,SDG&E,2023,1,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 6,135,M135,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T6R-8d5b20fdbf47827a,1060000125,4.l.t.3,exact,exact,4. Equipment / facility failure or damage,Relay,Transmission,HFTD Tier 3,# ignitions,exact,No,,,SDG&E does not currently track this driver,SDG&E,2023,2,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 6,135,N135,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T6R-12c880b9c5ff8603,1060000125,4.l.t.3,exact,exact,4. Equipment / facility failure or damage,Relay,Transmission,HFTD Tier 3,# ignitions,exact,No,,,SDG&E does not currently track this driver,SDG&E,2023,3,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 6,135,O135,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T6R-49cff0b5f62ddcd1,1060000125,4.l.t.3,exact,exact,4. Equipment / facility failure or damage,Relay,Transmission,HFTD Tier 3,# ignitions,exact,No,,,SDG&E does not currently track this driver,SDG&E,2023,4,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 6,135,P135,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T6R-e73935cd46a54801,1060000126,4.m.d.0,exact,exact,4. Equipment / facility failure or damage,Sectionalizer,Distribution,Non-HFTD,# ignitions,exact,No,,,SDG&E does not currently track this driver,SDG&E,2023,1,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 6,136,M136,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T6R-899788daab677fdc,1060000126,4.m.d.0,exact,exact,4. Equipment / facility failure or damage,Sectionalizer,Distribution,Non-HFTD,# ignitions,exact,No,,,SDG&E does not currently track this driver,SDG&E,2023,2,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 6,136,N136,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T6R-1fee10c25c2d2ac8,1060000126,4.m.d.0,exact,exact,4. Equipment / facility failure or damage,Sectionalizer,Distribution,Non-HFTD,# ignitions,exact,No,,,SDG&E does not currently track this driver,SDG&E,2023,3,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 6,136,O136,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T6R-6d5af893773bdb16,1060000126,4.m.d.0,exact,exact,4. Equipment / facility failure or damage,Sectionalizer,Distribution,Non-HFTD,# ignitions,exact,No,,,SDG&E does not currently track this driver,SDG&E,2023,4,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 6,136,P136,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T6R-dc3a29916828ebb8,1060000127,4.m.d.2,exact,exact,4. Equipment / facility failure or damage,Sectionalizer,Distribution,HFTD Tier 2,# ignitions,exact,No,,,SDG&E does not currently track this driver,SDG&E,2023,1,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 6,137,M137,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T6R-1c6b4c588d11feb7,1060000127,4.m.d.2,exact,exact,4. Equipment / facility failure or damage,Sectionalizer,Distribution,HFTD Tier 2,# ignitions,exact,No,,,SDG&E does not currently track this driver,SDG&E,2023,2,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 6,137,N137,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T6R-aebd94ce23ef3f93,1060000127,4.m.d.2,exact,exact,4. Equipment / facility failure or damage,Sectionalizer,Distribution,HFTD Tier 2,# ignitions,exact,No,,,SDG&E does not currently track this driver,SDG&E,2023,3,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 6,137,O137,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T6R-e708e2c6fc0017c1,1060000127,4.m.d.2,exact,exact,4. Equipment / facility failure or damage,Sectionalizer,Distribution,HFTD Tier 2,# ignitions,exact,No,,,SDG&E does not currently track this driver,SDG&E,2023,4,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 6,137,P137,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T6R-422aec7e8bff1e7d,1060000128,4.m.d.3,exact,exact,4. Equipment / facility failure or damage,Sectionalizer,Distribution,HFTD Tier 3,# ignitions,exact,No,,,SDG&E does not currently track this driver,SDG&E,2023,1,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 6,138,M138,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T6R-b2eb552d63715b1b,1060000128,4.m.d.3,exact,exact,4. Equipment / facility failure or damage,Sectionalizer,Distribution,HFTD Tier 3,# ignitions,exact,No,,,SDG&E does not currently track this driver,SDG&E,2023,2,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 6,138,N138,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T6R-9053fd8647106fae,1060000128,4.m.d.3,exact,exact,4. Equipment / facility failure or damage,Sectionalizer,Distribution,HFTD Tier 3,# ignitions,exact,No,,,SDG&E does not currently track this driver,SDG&E,2023,3,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 6,138,O138,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T6R-df75b26d04b2e0cc,1060000128,4.m.d.3,exact,exact,4. Equipment / facility failure or damage,Sectionalizer,Distribution,HFTD Tier 3,# ignitions,exact,No,,,SDG&E does not currently track this driver,SDG&E,2023,4,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 6,138,P138,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T6R-f03deb197e53b418,1060000129,4.m.t.0,exact,exact,4. Equipment / facility failure or damage,Sectionalizer,Transmission,Non-HFTD,# ignitions,exact,No,,,SDG&E does not currently track this driver,SDG&E,2023,1,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 6,139,M139,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T6R-511344dff0781418,1060000129,4.m.t.0,exact,exact,4. Equipment / facility failure or damage,Sectionalizer,Transmission,Non-HFTD,# ignitions,exact,No,,,SDG&E does not currently track this driver,SDG&E,2023,2,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 6,139,N139,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T6R-c0a4347723f03c65,1060000129,4.m.t.0,exact,exact,4. Equipment / facility failure or damage,Sectionalizer,Transmission,Non-HFTD,# ignitions,exact,No,,,SDG&E does not currently track this driver,SDG&E,2023,3,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 6,139,O139,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T6R-b28091fc039e7ae4,1060000129,4.m.t.0,exact,exact,4. Equipment / facility failure or damage,Sectionalizer,Transmission,Non-HFTD,# ignitions,exact,No,,,SDG&E does not currently track this driver,SDG&E,2023,4,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 6,139,P139,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T6R-03bc9e0d1404bb8e,1060000130,4.m.t.2,exact,exact,4. Equipment / facility failure or damage,Sectionalizer,Transmission,HFTD Tier 2,# ignitions,exact,No,,,SDG&E does not currently track this driver,SDG&E,2023,1,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 6,140,M140,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T6R-059456b8f31911d4,1060000130,4.m.t.2,exact,exact,4. Equipment / facility failure or damage,Sectionalizer,Transmission,HFTD Tier 2,# ignitions,exact,No,,,SDG&E does not currently track this driver,SDG&E,2023,2,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 6,140,N140,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T6R-7456c29924709941,1060000130,4.m.t.2,exact,exact,4. Equipment / facility failure or damage,Sectionalizer,Transmission,HFTD Tier 2,# ignitions,exact,No,,,SDG&E does not currently track this driver,SDG&E,2023,3,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 6,140,O140,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T6R-d2b865cd7c1895fd,1060000130,4.m.t.2,exact,exact,4. Equipment / facility failure or damage,Sectionalizer,Transmission,HFTD Tier 2,# ignitions,exact,No,,,SDG&E does not currently track this driver,SDG&E,2023,4,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 6,140,P140,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T6R-e7c8df99ce9addc2,1060000131,4.m.t.3,exact,exact,4. Equipment / facility failure or damage,Sectionalizer,Transmission,HFTD Tier 3,# ignitions,exact,No,,,SDG&E does not currently track this driver,SDG&E,2023,1,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 6,141,M141,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T6R-e353b5158e7e08d9,1060000131,4.m.t.3,exact,exact,4. Equipment / facility failure or damage,Sectionalizer,Transmission,HFTD Tier 3,# ignitions,exact,No,,,SDG&E does not currently track this driver,SDG&E,2023,2,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 6,141,N141,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T6R-013844d7e4b6dc5e,1060000131,4.m.t.3,exact,exact,4. Equipment / facility failure or damage,Sectionalizer,Transmission,HFTD Tier 3,# ignitions,exact,No,,,SDG&E does not currently track this driver,SDG&E,2023,3,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 6,141,O141,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T6R-2f47368e47e65ae8,1060000131,4.m.t.3,exact,exact,4. Equipment / facility failure or damage,Sectionalizer,Transmission,HFTD Tier 3,# ignitions,exact,No,,,SDG&E does not currently track this driver,SDG&E,2023,4,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 6,141,P141,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T6R-33e33e01dfcce405,1060000132,4.n.d.0,exact,exact,4. Equipment / facility failure or damage,Splice,Distribution,Non-HFTD,# ignitions,exact,No,,,SDG&E tracks splice failure/damage under connection device,SDG&E,2023,1,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 6,142,M142,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T6R-54769b8271d16bab,1060000132,4.n.d.0,exact,exact,4. Equipment / facility failure or damage,Splice,Distribution,Non-HFTD,# ignitions,exact,No,,,SDG&E tracks splice failure/damage under connection device,SDG&E,2023,2,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 6,142,N142,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T6R-d82149c11b782ef3,1060000132,4.n.d.0,exact,exact,4. Equipment / facility failure or damage,Splice,Distribution,Non-HFTD,# ignitions,exact,No,,,SDG&E tracks splice failure/damage under connection device,SDG&E,2023,3,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 6,142,O142,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T6R-3decda5848ac507d,1060000132,4.n.d.0,exact,exact,4. Equipment / facility failure or damage,Splice,Distribution,Non-HFTD,# ignitions,exact,No,,,SDG&E tracks splice failure/damage under connection device,SDG&E,2023,4,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 6,142,P142,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T6R-031285477fe2ed05,1060000133,4.n.d.2,exact,exact,4. Equipment / facility failure or damage,Splice,Distribution,HFTD Tier 2,# ignitions,exact,No,,,SDG&E tracks splice failure/damage under connection device,SDG&E,2023,1,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 6,143,M143,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T6R-1ba1dd1d9cb06b7c,1060000133,4.n.d.2,exact,exact,4. Equipment / facility failure or damage,Splice,Distribution,HFTD Tier 2,# ignitions,exact,No,,,SDG&E tracks splice failure/damage under connection device,SDG&E,2023,2,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 6,143,N143,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T6R-24525b6619a43410,1060000133,4.n.d.2,exact,exact,4. Equipment / facility failure or damage,Splice,Distribution,HFTD Tier 2,# ignitions,exact,No,,,SDG&E tracks splice failure/damage under connection device,SDG&E,2023,3,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 6,143,O143,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T6R-b639f7e016aaca5d,1060000133,4.n.d.2,exact,exact,4. Equipment / facility failure or damage,Splice,Distribution,HFTD Tier 2,# ignitions,exact,No,,,SDG&E tracks splice failure/damage under connection device,SDG&E,2023,4,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 6,143,P143,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T6R-e9470e8eeaa8dc56,1060000134,4.n.d.3,exact,exact,4. Equipment / facility failure or damage,Splice,Distribution,HFTD Tier 3,# ignitions,exact,No,,,SDG&E tracks splice failure/damage under connection device,SDG&E,2023,1,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 6,144,M144,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T6R-60068899c9f9c817,1060000134,4.n.d.3,exact,exact,4. Equipment / facility failure or damage,Splice,Distribution,HFTD Tier 3,# ignitions,exact,No,,,SDG&E tracks splice failure/damage under connection device,SDG&E,2023,2,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 6,144,N144,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T6R-023324e7f2f2dbf8,1060000134,4.n.d.3,exact,exact,4. Equipment / facility failure or damage,Splice,Distribution,HFTD Tier 3,# ignitions,exact,No,,,SDG&E tracks splice failure/damage under connection device,SDG&E,2023,3,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 6,144,O144,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T6R-f94077671cb4a7db,1060000134,4.n.d.3,exact,exact,4. Equipment / facility failure or damage,Splice,Distribution,HFTD Tier 3,# ignitions,exact,No,,,SDG&E tracks splice failure/damage under connection device,SDG&E,2023,4,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 6,144,P144,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T6R-59b1f7d2d7d7cdeb,1060000135,4.n.t.0,exact,exact,4. Equipment / facility failure or damage,Splice,Transmission,Non-HFTD,# ignitions,exact,No,,,SDG&E tracks splice failure/damage under connection device,SDG&E,2023,1,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 6,145,M145,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T6R-64566810491f6188,1060000135,4.n.t.0,exact,exact,4. Equipment / facility failure or damage,Splice,Transmission,Non-HFTD,# ignitions,exact,No,,,SDG&E tracks splice failure/damage under connection device,SDG&E,2023,2,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 6,145,N145,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T6R-05b86a22f11b9882,1060000135,4.n.t.0,exact,exact,4. Equipment / facility failure or damage,Splice,Transmission,Non-HFTD,# ignitions,exact,No,,,SDG&E tracks splice failure/damage under connection device,SDG&E,2023,3,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 6,145,O145,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T6R-b9c776a21dac0aae,1060000135,4.n.t.0,exact,exact,4. Equipment / facility failure or damage,Splice,Transmission,Non-HFTD,# ignitions,exact,No,,,SDG&E tracks splice failure/damage under connection device,SDG&E,2023,4,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 6,145,P145,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T6R-fb8ca0c8c29c99cd,1060000136,4.n.t.2,exact,exact,4. Equipment / facility failure or damage,Splice,Transmission,HFTD Tier 2,# ignitions,exact,No,,,SDG&E tracks splice failure/damage under connection device,SDG&E,2023,1,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 6,146,M146,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T6R-e57f86c6dafb0a4c,1060000136,4.n.t.2,exact,exact,4. Equipment / facility failure or damage,Splice,Transmission,HFTD Tier 2,# ignitions,exact,No,,,SDG&E tracks splice failure/damage under connection device,SDG&E,2023,2,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 6,146,N146,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T6R-81aeb2e571edde47,1060000136,4.n.t.2,exact,exact,4. Equipment / facility failure or damage,Splice,Transmission,HFTD Tier 2,# ignitions,exact,No,,,SDG&E tracks splice failure/damage under connection device,SDG&E,2023,3,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 6,146,O146,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T6R-efe30ca67c309f45,1060000136,4.n.t.2,exact,exact,4. Equipment / facility failure or damage,Splice,Transmission,HFTD Tier 2,# ignitions,exact,No,,,SDG&E tracks splice failure/damage under connection device,SDG&E,2023,4,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 6,146,P146,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T6R-6f9a04dee59def8e,1060000137,4.n.t.3,exact,exact,4. Equipment / facility failure or damage,Splice,Transmission,HFTD Tier 3,# ignitions,exact,No,,,SDG&E tracks splice failure/damage under connection device,SDG&E,2023,1,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 6,147,M147,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T6R-4094bf526ca032e6,1060000137,4.n.t.3,exact,exact,4. Equipment / facility failure or damage,Splice,Transmission,HFTD Tier 3,# ignitions,exact,No,,,SDG&E tracks splice failure/damage under connection device,SDG&E,2023,2,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 6,147,N147,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T6R-a41fc8ebd036e68f,1060000137,4.n.t.3,exact,exact,4. Equipment / facility failure or damage,Splice,Transmission,HFTD Tier 3,# ignitions,exact,No,,,SDG&E tracks splice failure/damage under connection device,SDG&E,2023,3,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 6,147,O147,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T6R-e8155478848df30f,1060000137,4.n.t.3,exact,exact,4. Equipment / facility failure or damage,Splice,Transmission,HFTD Tier 3,# ignitions,exact,No,,,SDG&E tracks splice failure/damage under connection device,SDG&E,2023,4,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 6,147,P147,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
T6R-2a675039783b0f74,1060000138,4.o.d.0,exact,exact,4. Equipment / facility failure or damage,Switch,Distribution,Non-HFTD,# ignitions,exact,Yes,0,,,SDG&E,2023,1,v3.1,0,4,SDGE_2023_Q4_Tables1-15.xlsx,Table 6,148,M148,https://efiling.energysafety.ca.gov/eFiling/Getfile.aspx?fileid=53475&shareable=true
